"species","sex","ecomorph","pht","pdia","dist1","dist2","dist3"
"PO","M","GB",0.36,0.016,0.18,1,0.07
"PO","M","GB",0.2,0.045,0.1,0.12,0.04
"PO","M","GB",0.31,0.012,0.06,0.1,0.145
"PO","M","GB",0.295,0.04,0.005,0.062,0.22
"PO","M","GB",0.325,0.029,0.145,0.215,0.17
"PO","M","GB",0.38,0.022,0.1,0.06,0.23
"PO","M","GB",0.35,0.035,0.2,0.06,0.05
"PU","F","GB",0.215,0.02,0,0,0
"PU","F","GB",0.115,0.014,0,0,0
"PU","F","GB",0.26,0.01,0.01,1,1
"PU","F","GB",0.4,0.05,0.04,0.23,1
"PU","F","GB",0.21,0.01,0.05,0.42,1
"PU","F","GB",0.49,0.052,0.02,0.28,1
"PU","F","GB",0.17,0.003,0.03,1,1
"PU","F","GB",0.2,0.003,0.04,1,1
"PU","F","GB",0.5,0.01,0.07,1,1
"PU","F","GB",0.14,0.004,0.01,1,1
"PU","F","GB",0.25,0.002,0.02,1,1
"PU","F","GB",0.15,0.004,0.02,1,1
"PU","F","GB",0.33,0.016,0.07,0.59,1
"PU","F","GB",0.34,0.004,0.02,1,1
"PU","F","GB",0.16,0.003,0.05,1,1
"PU","F","GB",0.09,0.013,0.02,1,0.1
"PU","F","GB",0.35,0.015,0.09,1,1
"PU","F","GB",0.3,0.009,0.07,0.26,1
"PU","F","GB",0.15,0.012,0.05,1,1
"PU","F","GB",0.4,0.02,0,0,0
"PU","F","GB",0.3,0.014,0.2,1,1
"PU","F","GB",0.36,0.004,0.13,1,1
"PU","F","GB",0.45,0.01,0.04,1,1
"PU","F","GB",0.43,0.004,0.09,1,1
"PU","F","GB",0.08,0.001,0.05,0.53,1
"PU","F","GB",0.8,0.001,0.05,0.37,1
"PU","F","GB",0.29,0.004,0.03,1,1
"PU","F","GB",0.14,0.003,0.04,1,1
"PU","F","GB",0.31,0.003,0.05,1,1
"PU","F","GB",0.2,0.004,0.05,1,1
"PU","F","GB",0.2,0.002,0.04,1,1
"PU","F","GB",0.5,0.005,0.05,0.77,1
"PU","F","GB",0.26,0.006,0.08,0.4,1
"PU","F","GB",0.53,0.001,0.03,1,1
"PU","F","GB",0.1,0.001,0.21,1,1
"PU","F","GB",0.43,0.007,0.05,0.41,1
"PU","F","GB",0.52,0.002,0.07,1,1
"PU","F","GB",0.98,0.003,0.07,1,1
"PU","F","GB",0.11,0.002,0.07,1,1
"PU","F","GB",0.24,0.004,0.05,1,1
"PU","F","GB",0.52,0.003,0.11,1,1
"PU","F","GB",0.11,0.003,0.04,0.6,0.32
"PU","F","GB",0.1,0.002,0.08,1,1
"PU","F","GB",0.24,0.005,0.03,1,1
"PU","F","GB",0.06,0.004,0.04,1,1
"PU","M","GB",0.1,0.02,1,0.008,1
"PU","M","GB",0.76,0.148,0,0,0
"PU","M","GB",0.5,0.15,0,0,0
"PU","M","GB",0.41,0.003,0,0,0
"PU","M","GB",0.25,0.05,0.5,1,1
"PU","M","GB",0.5,0.022,0.01,0.02,0.08
"PU","M","GB",1.85,0.08,0.02,0.19,1
"PU","M","GB",0.53,0.01,0.04,0.27,0.74
"PU","M","GB",0.41,0.01,0.01,1,1
"PU","M","GB",0.64,0.09,0.05,1,1
"PU","M","GB",0.29,0.03,0.03,0.24,1
"PU","M","GB",0.41,0.01,0.01,1,1
"PU","M","GB",0.275,0.008,0.01,1,1
"PU","M","GB",0.39,0.006,0.04,1,0.24
"PU","M","GB",0.3,0.018,0.01,0.12,0.29
"PU","M","GB",0.28,0.008,0.01,1,1
"PU","M","GB",0.8,0.06,0.02,1,1
"PU","M","GB",0.63,0.01,0.02,0.04,1
"PU","M","GB",0.27,0.017,0.06,1,1
"PU","M","GB",0.69,0.002,0.09,1,1
"PU","M","GB",0.45,0.004,0.12,0.54,1
"PU","M","GB",0.23,0.002,0.02,1,1
"PU","M","GB",0.36,0.004,0.01,1,1
"PU","M","GB",0.55,0.012,0.13,0.32,1
"PU","M","GB",0.32,0.015,0,0,0
"PU","M","GB",0.43,0.026,0,0,0
"PU","M","GB",0.69,0.007,0,0,0
"PU","M","GB",0.32,0.018,0.19,1,1
"PU","M","GB",0.42,0.08,0.14,1,1
"PU","M","GB",0.36,0.004,0.13,1,1
"PU","M","GB",0.69,0.002,0.16,1,1
"PU","M","GB",0.12,0.004,0.04,1,1
"PU","M","GB",0.77,0.009,0.06,1,1
"PU","M","GB",1.35,0.012,0.11,1,1
"PU","M","GB",0.27,0.005,0.02,0.05,0.38
"PU","M","GB",0.6,0.8,0.04,1,1
"PU","M","GB",0.55,0.001,0.13,0.3,1
"PU","M","GB",0.29,0.009,0.09,1,1
"PU","M","GB",0.29,0.009,0.09,1,1
"PU","M","GB",1.24,0.01,0.16,0.39,1
"PU","M","GB",0.96,0.005,0.45,0.18,0.5
"PU","M","GB",0.47,0.007,0.06,1,0.66
"PU","M","GB",0.21,0.004,0.05,1,1
"PU","M","GB",0.25,0.002,0.08,1,1
"PU","M","GB",0.29,0.003,0.06,0.18,1
"PU","M","GB",0.8,0.008,0.06,0.08,0.45
"PU","M","GB",0.8,0.009,0.2,1,1
"PU","M","GB",0.51,0.005,0.05,0.56,1
"PU","M","GB",0.93,0.002,0.07,1,1
"PU","M","GB",0.54,0.006,0.03,1,1
"PU","M","GB",0.36,0.003,0.04,1,1
"PU","M","GB",0.5,0.003,0.01,1,1
"PU","M","GB",1.2,0.008,0.15,0.35,1
"PU","M","GB",0.13,0.008,0.02,1,1
"ST","F","TC",15.7,0.02,0.02,0.1,1
"ST","F","TC",21.4,0.1,1,1,0.3
"ST","F","TC",2,0.15,0.04,0.12,0.07
"ST","F","TC",0.45,0.65,0.17,0.47,0.32
"ST","F","TC",0.28,0.5,0.17,0.09,0.24
"ST","F","TC",22.5,0.5,0.04,0.1,0.3
"ST","F","TC",22.5,0.06,0.04,0.35,0.4
"ST","F","TC",22.5,0.5,0.01,0.3,0.35
"ST","F","TC",25,0.04,0.02,0.05,0.09
"ST","F","TC",1.06,0.21,0.29,0.18,0.67
"ST","F","TC",1.46,0.009,0.03,0.02,1
"ST","F","TC",1.04,0.03,0.28,0.24,0.47
"ST","F","TC",1.67,0.13,0.02,0.08,0.45
"ST","F","TC",0.87,0.028,0.22,1,0.24
"ST","F","TC",0.83,0.15,0.62,1,0.4
"ST","F","TC",1.7,0.003,0.29,1,0.4
"ST","F","TC",0.54,0.04,0.17,0.25,0.5
"ST","F","TC",0.23,0.012,0.57,0.31,0.72
"ST","F","TC",0.95,0.06,0.2,0.74,0.32
"ST","F","TC",0.32,0.04,1,1,1
"ST","F","TC",0.98,0.015,0.05,1,1
"ST","F","TC",1.05,0.07,0.41,0.72,0.3
"ST","F","TC",0.38,0.07,0.25,0.94,0.37
"ST","F","TC",0.65,0.034,0.1,0.78,1
"ST","F","TC",1.29,0.022,0.18,0.45,0.36
"ST","F","TC",20.8,0.025,0.07,0.07,0.7
"ST","F","TC",11.1,0.05,1,0.04,0.06
"ST","F","TC",8.33,0.025,0.03,0.08,0.3
"ST","F","TC",25,0.02,0.08,0.15,0.6
"ST","F","TC",25,0.01,0.05,0.05,0.5
"ST","F","TC",2,0.09,1,1,1
"ST","F","TC",0.63,1.4,0.13,1,1
"ST","F","TC",0.8,0.055,0.15,1,1
"ST","F","TC",0.61,0.08,0.49,1,1
"ST","F","TC",1.5,0.04,0.44,0.97,1
"ST","F","TC",1.35,0.045,0.23,0.14,0.24
"ST","F","TC",27.5,0.008,0.07,0.1,0.08
"ST","F","TC",15.6,0.008,0.15,0.22,0.07
"ST","F","TC",1.3,0.03,0.13,0.12,0.13
"ST","M","TC",15.9,0.3,0.2,1,1
"ST","M","TC",18.6,0.1,0.15,0.1,0.15
"ST","M","TC",26.7,0.1,0.05,0.15,0.2
"ST","M","TC",0.84,0.075,0.16,0.35,0.25
"ST","M","TC",1.15,0.19,0.52,0.43,0.75
"ST","M","TC",1,0.32,0.26,0.55,0.4
"ST","M","TC",0.51,0.025,0.07,0.32,0.2
"ST","M","TC",0.6,0.39,0.16,0.07,0.56
"ST","M","TC",0.64,0.115,0.15,0.64,0.28
"ST","M","TC",22.5,0.1,0.03,0.15,0.2
"ST","M","TC",22.5,0.2,0.06,0.02,0.4
"ST","M","TC",32.5,0.3,0.2,0.1,0.5
"ST","M","TC",25,0.03,0.15,0.18,0.45
"ST","M","TC",0.6,0.33,0.46,0.16,0.38
"ST","M","TC",2.4,0.09,0.35,1,0.21
"ST","M","TC",23.6,0.018,0.04,0.16,0.55
"ST","M","TC",11.1,0.05,1,0.04,0.06
"ST","M","TC",20,0.03,0.2,0.4,0.1
"ST","M","TC",21,0.05,0.1,0.2,0.2
"ST","M","TC",24,0.05,0.7,0.1,0.25
"ST","M","TC",24,0.04,0.04,0.3,0.25
"ST","M","TC",4.5,0.19,0.15,0.4,1
"ST","M","TC",7.5,0.2,0.7,0.25,1
"ST","M","TC",0.04,0.02,0.28,0.43,1
"ST","M","TC",3.25,0.28,0.1,1,0.36
"ST","M","TC",1.75,0.7,1,1,0.66
"ST","M","TC",22.2,0.06,0.06,0.04,0.2
"ST","M","TC",3.12,0.07,0.15,0.3,0.4
"ST","M","TC",25,0.02,0.06,0.15,1
"ST","M","TC",27,0.05,0.12,0.25,0.3
"ST","M","TC",26,0.09,0.2,1,0.4
"ST","M","TC",15.6,0.035,0.04,0.08,0.1
"ST","M","TC",0.1,0.007,0.1,0.1,1
"ST","M","TC",2,0.01,0.05,0.08,0.8
