SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jul 25 10:38:40 HST 2007
User: guest
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4E01242
Integration Time (usec): 100000 (USB4E01242)
Spectra Averaged: 1 (USB4E01242)
Boxcar Smoothing: 10 (USB4E01242)
Correct for Electrical Dark: No (USB4E01242)
Strobe/Lamp Enabled: No (USB4E01242)
Correct for Detector Non-linearity: No (USB4E01242)
Correct for Stray Light: No (USB4E01242)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<	
508.6	0.057037
508.8	0.05503
509	0.062527
509.2	0.059516
509.4	0.057943
509.6	0.059489
509.8	0.057579
510	0.062111
510.2	0.061125
510.4	0.062075
510.6	0.05924
510.8	0.058002
511	0.05736
511.2	0.062897
511.4	0.058752
511.6	0.059331
511.8	0.06004
512	0.059868
512.2	0.061336
512.4	0.058799
512.6	0.059969
512.8	0.060386
513	0.062792
513.2	0.061551
513.4	0.059416
513.59	0.058035
513.79	0.061273
513.99	0.059883
514.19	0.060703
514.39	0.058773
514.59	0.061468
514.79	0.058839
514.99	0.05842
515.19	0.060004
515.39	0.060755
515.59	0.06133
515.79	0.056225
515.99	0.062608
516.19	0.061751
516.39	0.060473
516.59	0.061664
516.79	0.064495
516.98	0.059087
517.18	0.063825
517.38	0.062964
517.58	0.063194
517.78	0.062981
517.98	0.06355
518.18	0.064891
518.38	0.070298
518.58	0.066236
518.78	0.065737
518.98	0.066143
519.18	0.068386
519.38	0.071239
519.57	0.070151
519.77	0.06782
519.97	0.071545
520.17	0.070488
520.37	0.070522
520.57	0.07298
520.77	0.074039
520.97	0.07355
521.17	0.072567
521.37	0.075631
521.57	0.07764
521.76	0.074156
521.96	0.077305
522.16	0.075895
522.36	0.079914
522.56	0.073736
522.76	0.076834
522.96	0.080581
523.16	0.078134
523.36	0.080909
523.55	0.07726
523.75	0.078327
523.95	0.078461
524.15	0.076063
524.35	0.078127
524.55	0.078837
524.75	0.081055
524.95	0.081939
525.14	0.079849
525.34	0.078862
525.54	0.076161
525.74	0.079008
525.94	0.079855
526.14	0.082846
526.34	0.082293
526.54	0.08513
526.73	0.080244
526.93	0.084749
527.13	0.085109
527.33	0.085762
527.53	0.087792
527.73	0.084999
527.93	0.087936
528.12	0.083481
528.32	0.08592
528.52	0.089996
528.72	0.091249
528.92	0.088361
529.12	0.088043
529.32	0.089515
529.51	0.091077
529.71	0.091404
529.91	0.091229
530.11	0.093655
530.31	0.097084
530.51	0.092408
530.7	0.092052
530.9	0.094975
531.1	0.092926
531.3	0.094914
531.5	0.09406
531.7	0.095043
531.89	0.09176
532.09	0.092782
532.29	0.09184
532.49	0.095974
532.69	0.094341
532.88	0.093638
533.08	0.090755
533.28	0.093693
533.48	0.097715
533.68	0.095281
533.88	0.10013
534.07	0.098861
534.27	0.098229
534.47	0.10048
534.67	0.094323
534.87	0.099382
535.06	0.099113
535.26	0.096795
535.46	0.095511
535.66	0.10356
535.86	0.097696
536.05	0.097226
536.25	0.099022
536.45	0.10013
536.65	0.099745
536.85	0.097916
537.04	0.10053
537.24	0.10484
537.44	0.09612
537.64	0.09402
537.83	0.1007
538.03	0.10147
538.23	0.10441
538.43	0.10326
538.63	0.098494
538.82	0.10075
539.02	0.10115
539.22	0.10373
539.42	0.1002
539.61	0.10358
539.81	0.10442
540.01	0.10028
540.21	0.10294
540.41	0.10142
540.6	0.10246
540.8	0.10232
541	0.10228
541.2	0.10554
541.39	0.10449
541.59	0.10366
541.79	0.10429
541.99	0.10804
542.18	0.10533
542.38	0.10463
542.58	0.10429
542.78	0.10609
542.97	0.10132
543.17	0.10558
543.37	0.10238
543.57	0.10746
543.76	0.1114
543.96	0.1087
544.16	0.10489
544.36	0.10714
544.55	0.11224
544.75	0.1091
544.95	0.11149
545.14	0.10313
545.34	0.1114
545.54	0.10677
545.74	0.10825
545.93	0.11154
546.13	0.11001
546.33	0.10657
546.53	0.10563
546.72	0.112
546.92	0.11207
547.12	0.10861
547.31	0.11183
547.51	0.10945
547.71	0.11388
547.91	0.11282
548.1	0.10647
548.3	0.10913
548.5	0.11508
548.69	0.1131
548.89	0.112
549.09	0.11261
549.29	0.11075
549.48	0.11997
549.68	0.10974
549.88	0.11559
550.07	0.11755
550.27	0.11649
550.47	0.098186
550.66	0.1223
550.86	0.11199
551.06	0.12152
551.25	0.11508
551.45	0.12105
551.65	0.12177
551.85	0.12484
552.04	0.11388
552.24	0.12005
552.44	0.11678
552.63	0.11606
552.83	0.1204
553.03	0.11448
553.22	0.12385
553.42	0.11773
553.62	0.1256
553.81	0.11823
554.01	0.12282
554.21	0.11661
554.4	0.12072
554.6	0.11864
554.8	0.1213
554.99	0.12078
555.19	0.12048
555.39	0.12153
555.58	0.11748
555.78	0.119
555.98	0.11761
556.17	0.11764
556.37	0.11969
556.56	0.11977
556.76	0.1198
556.96	0.11599
557.15	0.11848
557.35	0.11626
557.55	0.11594
557.74	0.11524
557.94	0.11887
558.14	0.12067
558.33	0.11444
558.53	0.11368
558.73	0.11693
558.92	0.11237
559.12	0.12086
559.31	0.12112
559.51	0.12425
559.71	0.11919
559.9	0.12235
560.1	0.12167
560.3	0.12064
560.49	0.11738
560.69	0.12126
560.88	0.12446
561.08	0.11566
561.28	0.11724
561.47	0.12173
561.67	0.12237
561.86	0.11845
562.06	0.12083
562.26	0.12364
562.45	0.12027
562.65	0.12268
562.84	0.1165
563.04	0.11964
563.24	0.11891
563.43	0.12472
563.63	0.12465
563.82	0.12082
564.02	0.1242
564.22	0.1259
564.41	0.11886
564.61	0.12281
564.8	0.12322
565	0.11977
565.2	0.12562
565.39	0.11744
565.59	0.1147
565.78	0.11989
565.98	0.11428
566.18	0.12311
566.37	0.11982
566.57	0.11808
566.76	0.1161
566.96	0.12234
567.15	0.11654
567.35	0.12424
567.55	0.1191
567.74	0.11982
567.94	0.11605
568.13	0.11979
568.33	0.12359
568.52	0.12293
568.72	0.11915
568.91	0.11773
569.11	0.11824
569.31	0.12409
569.5	0.1166
569.7	0.12098
569.89	0.11898
570.09	0.11742
570.28	0.11534
570.48	0.11787
570.67	0.12258
570.87	0.11455
571.07	0.11448
571.26	0.11972
571.46	0.1181
571.65	0.12007
571.85	0.12203
572.04	0.11878
572.24	0.12443
572.43	0.1182
572.63	0.12298
572.82	0.11851
573.02	0.12299
573.21	0.11879
573.41	0.12175
573.6	0.12588
573.8	0.12317
573.99	0.12062
574.19	0.12674
574.38	0.12236
574.58	0.12435
574.78	0.11868
574.97	0.12482
575.17	0.12302
575.36	0.12045
575.56	0.11749
575.75	0.1258
575.95	0.12025
576.14	0.11768
576.34	0.1246
576.53	0.11903
576.73	0.12083
576.92	0.11623
577.12	0.12592
577.31	0.11333
577.51	0.12647
577.7	0.12169
577.9	0.12189
578.09	0.12441
578.29	0.11951
578.48	0.12639
578.68	0.12146
578.87	0.13013
579.06	0.12036
579.26	0.1245
579.45	0.12085
579.65	0.13075
579.84	0.12414
580.04	0.12798
580.23	0.13026
580.43	0.11981
580.62	0.12585
580.82	0.12601
581.01	0.12309
581.21	0.12274
581.4	0.12106
581.6	0.12708
581.79	0.12848
581.99	0.12237
582.18	0.12247
582.37	0.12565
582.57	0.12555
582.76	0.12906
582.96	0.12948
583.15	0.12805
583.35	0.12744
583.54	0.12784
583.74	0.12632
583.93	0.12241
584.12	0.11955
584.32	0.12929
584.51	0.12578
584.71	0.11977
584.9	0.12144
585.1	0.12296
585.29	0.12387
585.49	0.12517
585.68	0.12791
585.87	0.12519
586.07	0.12383
586.26	0.12269
586.46	0.12299
586.65	0.12067
586.85	0.12319
587.04	0.11444
587.23	0.12451
587.43	0.12169
587.62	0.1117
587.82	0.12101
588.01	0.11571
588.2	0.11737
588.4	0.11244
588.59	0.11733
588.79	0.11859
588.98	0.12149
589.18	0.11714
589.37	0.12137
589.56	0.11383
589.76	0.11121
589.95	0.1214
590.15	0.11713
590.34	0.11255
590.53	0.12101
590.73	0.11602
590.92	0.11616
591.11	0.12084
591.31	0.12008
591.5	0.12352
591.7	0.11998
591.89	0.12586
592.08	0.11771
592.28	0.11557
592.47	0.12422
592.67	0.12231
592.86	0.12231
593.05	0.11538
593.25	0.12257
593.44	0.11876
593.63	0.12505
593.83	0.1183
594.02	0.12651
594.22	0.12615
594.41	0.12978
594.6	0.12309
594.8	0.12403
594.99	0.1243
595.18	0.12363
595.38	0.12175
595.57	0.12361
595.76	0.12586
595.96	0.12408
596.15	0.11778
596.34	0.13224
596.54	0.13046
596.73	0.12693
596.93	0.13023
597.12	0.12584
597.31	0.13067
597.51	0.12696
597.7	0.12862
597.89	0.12626
598.09	0.12441
598.28	0.13597
598.47	0.12561
598.67	0.12785
598.86	0.12317
599.05	0.13299
599.25	0.12866
599.44	0.13174
599.63	0.13549
599.83	0.1281
600.02	0.12895
600.21	0.12925
600.41	0.13107
600.6	0.12396
600.79	0.12928
600.98	0.12901
601.18	0.13603
601.37	0.12575
601.56	0.12725
601.76	0.13954
601.95	0.12832
602.14	0.13097
602.34	0.13119
602.53	0.13737
602.72	0.12974
602.92	0.13515
603.11	0.13126
603.3	0.13547
603.49	0.13063
603.69	0.13957
603.88	0.13419
604.07	0.13788
604.27	0.13387
604.46	0.1287
604.65	0.13498
604.84	0.1339
605.04	0.13776
605.23	0.13533
605.42	0.13536
605.62	0.13802
605.81	0.13296
606	0.13415
606.19	0.13812
606.39	0.13812
606.58	0.13272
606.77	0.13439
606.97	0.12994
607.16	0.13703
607.35	0.13919
607.54	0.13493
607.74	0.14094
607.93	0.14209
608.12	0.1351
608.31	0.13804
608.51	0.13935
608.7	0.13492
608.89	0.13362
609.08	0.12963
609.28	0.13537
609.47	0.13621
609.66	0.13767
609.85	0.13831
610.05	0.13964
610.24	0.1333
610.43	0.13648
610.62	0.13395
610.82	0.13205
611.01	0.13616
611.2	0.13361
611.39	0.13468
611.59	0.13426
611.78	0.13772
611.97	0.13638
612.16	0.14236
612.35	0.13406
612.55	0.13499
612.74	0.13949
612.93	0.13879
613.12	0.13158
613.32	0.13624
613.51	0.13764
613.7	0.13655
613.89	0.13712
614.08	0.13819
614.28	0.13619
614.47	0.13244
614.66	0.13489
614.85	0.13893
615.04	0.13827
615.24	0.14446
615.43	0.13775
615.62	0.1346
615.81	0.13539
616	0.127
616.2	0.1346
616.39	0.13523
616.58	0.13518
616.77	0.13557
616.96	0.14413
617.16	0.143
617.35	0.14017
617.54	0.13602
617.73	0.13391
617.92	0.13488
618.12	0.14214
618.31	0.13934
618.5	0.14138
618.69	0.13758
618.88	0.1474
619.07	0.14206
619.27	0.14377
619.46	0.14469
619.65	0.15068
619.84	0.14196
620.03	0.14071
620.22	0.14852
620.42	0.13436
620.61	0.14991
620.8	0.14664
620.99	0.14492
621.18	0.15225
621.37	0.14348
621.57	0.13576
621.76	0.14708
621.95	0.14525
622.14	0.1388
622.33	0.13546
622.52	0.13997
622.71	0.14526
622.91	0.14766
623.1	0.14554
623.29	0.14375
623.48	0.14036
623.67	0.14573
623.86	0.14512
624.05	0.1441
624.25	0.1382
624.44	0.14553
624.63	0.15005
624.82	0.14563
625.01	0.14224
625.2	0.14845
625.39	0.13729
625.58	0.14539
625.78	0.14751
625.97	0.13473
626.16	0.14052
626.35	0.13925
626.54	0.14693
626.73	0.14702
626.92	0.14275
627.11	0.14201
627.31	0.14104
627.5	0.13984
627.69	0.14513
627.88	0.14795
628.07	0.13068
628.26	0.14136
628.45	0.13886
628.64	0.14175
628.83	0.14096
629.02	0.12951
629.22	0.15117
629.41	0.13979
629.6	0.13214
629.79	0.14833
629.98	0.1403
630.17	0.14611
630.36	0.14483
630.55	0.14535
630.74	0.14741
630.93	0.1523
631.12	0.13956
631.31	0.14079
631.51	0.14945
631.7	0.14748
631.89	0.14025
632.08	0.1428
632.27	0.14557
632.46	0.14299
632.65	0.14393
632.84	0.13687
633.03	0.152
633.22	0.1443
633.41	0.15131
633.6	0.15082
633.79	0.14514
633.98	0.13661
634.17	0.14518
634.37	0.14452
634.56	0.15081
634.75	0.13855
634.94	0.14925
635.13	0.1447
635.32	0.15152
635.51	0.15064
635.7	0.14181
635.89	0.15888
636.08	0.14672
636.27	0.14139
636.46	0.15184
636.65	0.1459
636.84	0.13961
637.03	0.1501
637.22	0.14966
637.41	0.14583
637.6	0.14967
637.79	0.15
637.98	0.14769
638.17	0.14857
638.36	0.14257
638.55	0.1368
638.74	0.13844
638.93	0.14153
639.12	0.13958
639.31	0.14155
639.5	0.13908
639.69	0.13681
639.88	0.1456
640.07	0.13796
640.26	0.14694
640.45	0.14224
640.64	0.14437
640.83	0.14321
641.02	0.14931
641.21	0.14092
641.4	0.12987
641.59	0.14232
641.78	0.14514
641.97	0.14262
642.16	0.14606
642.35	0.14427
642.54	0.1443
642.73	0.14042
642.92	0.12459
643.11	0.14367
643.3	0.14532
643.49	0.13587
643.68	0.13939
643.87	0.13049
644.06	0.13877
644.25	0.13215
644.44	0.13458
644.63	0.13356
644.82	0.13445
645.01	0.13953
645.2	0.13839
645.39	0.13418
645.58	0.13208
645.77	0.13234
645.96	0.14095
646.15	0.13428
646.34	0.13612
646.53	0.13427
646.72	0.13646
646.91	0.12857
647.1	0.14454
647.29	0.13316
647.47	0.13923
647.66	0.13233
647.85	0.12863
648.04	0.12933
648.23	0.12912
648.42	0.14496
648.61	0.12286
648.8	0.13168
648.99	0.13664
649.18	0.12509
649.37	0.13481
649.56	0.13041
649.75	0.12754
649.94	0.1361
650.13	0.13362
650.31	0.13475
650.5	0.12922
650.69	0.13382
650.88	0.12904
651.07	0.13007
651.26	0.13271
651.45	0.14176
651.64	0.13509
651.83	0.12724
652.02	0.1341
652.21	0.13005
652.4	0.1304
652.58	0.14613
652.77	0.1293
652.96	0.12653
653.15	0.13578
653.34	0.13414
653.53	0.13472
653.72	0.13324
653.91	0.12394
654.1	0.12797
654.29	0.12147
654.47	0.13623
654.66	0.11702
654.85	0.12055
655.04	0.11517
655.23	0.12423
655.42	0.11267
655.61	0.12148
655.8	0.1187
655.98	0.12498
656.17	0.12251
656.36	0.12558
656.55	0.11881
656.74	0.13092
656.93	0.12781
657.12	0.12946
657.31	0.12018
657.49	0.13683
657.68	0.1317
657.87	0.11785
658.06	0.13788
658.25	0.12699
658.44	0.13506
658.63	0.12934
658.81	0.12608
659	0.13264
659.19	0.12829
659.38	0.1422
659.57	0.14119
659.76	0.13144
659.95	0.14249
660.13	0.12392
660.32	0.1355
660.51	0.1312
660.7	0.13909
660.89	0.13177
661.08	0.13475
661.26	0.12918
661.45	0.13597
661.64	0.12981
661.83	0.12836
662.02	0.13059
662.21	0.13613
662.39	0.13948
662.58	0.13094
662.77	0.14477
662.96	0.13752
663.15	0.12809
663.33	0.14157
663.52	0.13274
663.71	0.13312
663.9	0.13455
664.09	0.12515
664.28	0.13201
664.46	0.12603
664.65	0.12706
664.84	0.12201
665.03	0.13037
665.22	0.13365
665.4	0.13373
665.59	0.12838
665.78	0.12712
665.97	0.12688
666.16	0.13246
666.34	0.13785
666.53	0.12585
666.72	0.13697
666.91	0.13079
667.09	0.13188
667.28	0.13745
667.47	0.13573
667.66	0.13096
667.85	0.1299
668.03	0.10552
668.22	0.13749
668.41	0.13179
668.6	0.11616
668.78	0.13624
668.97	0.129
669.16	0.12234
669.35	0.135
669.54	0.12035
669.72	0.13522
669.91	0.12772
670.1	0.13125
670.29	0.12974
670.47	0.13565
670.66	0.13924
670.85	0.13103
671.04	0.12129
671.22	0.12112
671.41	0.12962
671.6	0.13137
671.79	0.13231
671.97	0.12569
672.16	0.13979
672.35	0.13493
672.54	0.13492
672.72	0.1283
672.91	0.12209
673.1	0.12803
673.28	0.12439
673.47	0.12621
673.66	0.12714
673.85	0.14053
674.03	0.13375
674.22	0.13294
674.41	0.12588
674.6	0.12639
674.78	0.11484
674.97	0.12135
675.16	0.14392
675.34	0.13393
675.53	0.12667
675.72	0.12144
675.91	0.14203
676.09	0.13197
676.28	0.13841
676.47	0.13391
676.65	0.12153
676.84	0.13123
677.03	0.1375
677.22	0.12691
677.4	0.13641
677.59	0.13193
677.78	0.12697
677.96	0.12937
678.15	0.13555
678.34	0.1444
678.52	0.12627
678.71	0.13049
678.9	0.13224
679.08	0.13591
679.27	0.12744
679.46	0.14416
679.64	0.13534
679.83	0.13063
680.02	0.13271
680.21	0.11658
680.39	0.14108
680.58	0.13376
680.77	0.12993
680.95	0.13172
681.14	0.119
681.33	0.13092
681.51	0.13781
681.7	0.13463
681.89	0.14017
682.07	0.13266
682.26	0.11819
682.44	0.13671
682.63	0.13471
682.82	0.13989
683	0.11639
683.19	0.13058
683.38	0.1355
683.56	0.13908
683.75	0.13472
683.94	0.12224
684.12	0.12215
684.31	0.13481
684.5	0.13715
684.68	0.12574
684.87	0.12505
685.05	0.12879
685.24	0.1158
685.43	0.12408
685.61	0.12304
685.8	0.11304
685.99	0.12322
686.17	0.11096
686.36	0.12537
686.54	0.1245
686.73	0.11851
686.92	0.11994
687.1	0.11445
687.29	0.12427
687.48	0.11276
687.66	0.13065
687.85	0.11552
688.03	0.12082
688.22	0.10997
688.41	0.12458
688.59	0.10939
688.78	0.12625
688.96	0.12976
689.15	0.13751
689.34	0.10966
689.52	0.14154
689.71	0.13009
689.89	0.1374
690.08	0.14679
690.27	0.1367
690.45	0.13238
690.64	0.13184
690.82	0.12511
691.01	0.13696
691.19	0.13164
691.38	0.13658
691.57	0.14216
691.75	0.12992
691.94	0.14405
692.12	0.13394
692.31	0.14477
692.5	0.13613
692.68	0.14239
692.87	0.14953
693.05	0.14275
693.24	0.13067
693.42	0.13664
693.61	0.14422
693.79	0.15092
693.98	0.13769
694.17	0.1454
694.35	0.15635
694.54	0.15629
694.72	0.14925
694.91	0.15044
695.09	0.15087
695.28	0.15233
695.46	0.155
695.65	0.15762
695.83	0.15932
696.02	0.16654
696.21	0.16856
696.39	0.15838
696.58	0.16618
696.76	0.14219
696.95	0.1555
697.13	0.1578
697.32	0.16366
697.5	0.16212
697.69	0.16504
697.87	0.17113
698.06	0.17187
698.24	0.15993
698.43	0.16426
698.61	0.18119
698.8	0.17063
698.98	0.18099
699.17	0.15466
699.35	0.1745
699.54	0.16903
699.72	0.15591
699.91	0.17986
700.09	0.1797
700.28	0.18232
700.46	0.18333
700.65	0.17903
700.83	0.18544
701.02	0.19087
701.2	0.16448
701.39	0.19565
701.57	0.18574
701.76	0.17436
701.94	0.18308
702.13	0.18776
702.31	0.16597
702.5	0.2115
702.68	0.20131
702.87	0.20718
703.05	0.20862
703.24	0.2027
703.42	0.17486
703.61	0.20984
703.79	0.21493
703.98	0.19348
704.16	0.203
704.35	0.19817
704.53	0.20707
704.72	0.20869
704.9	0.21286
705.08	0.19982
705.27	0.22317
705.45	0.22139
705.64	0.22822
705.82	0.22469
706.01	0.22484
706.19	0.2177
706.38	0.22324
706.56	0.23953
706.75	0.23611
706.93	0.22991
707.11	0.21444
707.3	0.23589
707.48	0.2333
707.67	0.22183
707.85	0.22903
708.04	0.23723
708.22	0.23479
708.4	0.22588
708.59	0.22016
708.77	0.2431
708.96	0.23518
709.14	0.24086
709.33	0.23398
709.51	0.24328
709.69	0.24347
709.88	0.24831
710.06	0.24498
710.25	0.23551
710.43	0.24658
710.62	0.25607
710.8	0.24877
710.98	0.25515
711.17	0.25068
711.35	0.25716
711.54	0.26257
711.72	0.24975
711.9	0.26316
712.09	0.26286
712.27	0.24555
712.46	0.25922
712.64	0.24835
712.82	0.26933
713.01	0.27046
713.19	0.26924
713.37	0.25878
713.56	0.2567
713.74	0.27034
713.93	0.26009
714.11	0.25179
714.29	0.23882
714.48	0.26134
714.66	0.2595
714.85	0.24753
715.03	0.25045
715.21	0.24551
715.4	0.23371
715.58	0.23464
715.76	0.22419
715.95	0.23113
716.13	0.2466
716.31	0.23666
716.5	0.23105
716.68	0.2213
716.87	0.2315
717.05	0.23002
717.23	0.21508
717.42	0.22457
717.6	0.21629
717.78	0.22097
717.97	0.22069
718.15	0.21448
718.33	0.2086
718.52	0.21885
718.7	0.2249
718.88	0.21033
719.07	0.23998
719.25	0.22214
719.43	0.23164
719.62	0.22673
719.8	0.22781
719.98	0.24543
720.17	0.23741
720.35	0.23686
720.53	0.25108
720.72	0.25855
720.9	0.24925
721.08	0.243
721.27	0.24995
721.45	0.25044
721.63	0.24904
721.82	0.25928
722	0.24964
722.18	0.24954
722.36	0.26566
722.55	0.25983
722.73	0.26083
722.91	0.25868
723.1	0.26836
723.28	0.25759
723.46	0.23346
723.65	0.25114
723.83	0.2525
724.01	0.24858
724.19	0.26096
724.38	0.26135
724.56	0.26593
724.74	0.2728
724.93	0.24787
725.11	0.25266
725.29	0.27063
725.47	0.26925
725.66	0.26934
725.84	0.26539
726.02	0.27022
726.21	0.28409
726.39	0.27101
726.57	0.27618
726.75	0.27137
726.94	0.28852
727.12	0.27609
727.3	0.27481
727.48	0.26799
727.67	0.28561
727.85	0.27642
728.03	0.28327
728.21	0.29533
728.4	0.27907
728.58	0.29887
728.76	0.28727
728.94	0.29587
729.13	0.30393
729.31	0.28784
729.49	0.30047
729.67	0.30194
729.86	0.30723
730.04	0.29308
730.22	0.31626
730.4	0.31495
730.59	0.31818
730.77	0.32292
730.95	0.33849
731.13	0.33248
731.31	0.33825
731.5	0.32128
731.68	0.353
731.86	0.34305
732.04	0.3517
732.23	0.36523
732.41	0.35655
732.59	0.36413
732.77	0.36766
732.95	0.37064
733.14	0.36344
733.32	0.38507
733.5	0.37635
733.68	0.37538
733.86	0.37519
734.05	0.38436
734.23	0.38735
734.41	0.36439
734.59	0.37781
734.77	0.38253
734.96	0.36191
735.14	0.39327
735.32	0.39019
735.5	0.38938
735.68	0.40653
735.87	0.39389
736.05	0.41561
736.23	0.37999
736.41	0.40944
736.59	0.40288
736.77	0.39655
736.96	0.39451
737.14	0.38162
737.32	0.40786
737.5	0.4151
737.68	0.40947
737.87	0.41552
738.05	0.42935
738.23	0.39806
738.41	0.41293
738.59	0.41889
738.77	0.42505
738.95	0.43616
739.14	0.41136
739.32	0.41366
739.5	0.44088
739.68	0.41682
739.86	0.42743
740.04	0.42523
740.23	0.41118
740.41	0.43745
740.59	0.4414
740.77	0.45026
740.95	0.44091
741.13	0.43446
741.31	0.42997
741.5	0.43399
741.68	0.43021
741.86	0.42735
742.04	0.44756
742.22	0.45464
742.4	0.44768
742.58	0.45477
742.76	0.45939
742.95	0.43197
743.13	0.46734
743.31	0.45945
743.49	0.45435
743.67	0.4721
743.85	0.46811
744.03	0.45819
744.21	0.46672
744.39	0.45108
744.58	0.47478
744.76	0.47284
744.94	0.48716
745.12	0.47582
745.3	0.46586
745.48	0.48265
745.66	0.48904
745.84	0.46576
746.02	0.46568
746.2	0.47593
746.38	0.48486
746.57	0.50104
746.75	0.46071
746.93	0.48824
747.11	0.46754
747.29	0.48079
747.47	0.49466
747.65	0.48867
747.83	0.46202
748.01	0.48276
748.19	0.4871
748.37	0.48404
748.55	0.48474
748.73	0.47406
748.92	0.48753
749.1	0.47544
749.28	0.49345
749.46	0.47867
749.64	0.47112
749.82	0.47763
750	0.49215
750.18	0.48594
750.36	0.46649
750.54	0.48686
750.72	0.49626
750.9	0.49468
751.08	0.48372
751.26	0.4965
751.44	0.49607
751.62	0.50834
751.8	0.49309
751.98	0.49976
752.16	0.50414
752.34	0.50605
752.52	0.51195
752.71	0.48236
752.89	0.47737
753.07	0.50995
753.25	0.47765
753.43	0.51039
753.61	0.48826
753.79	0.51491
753.97	0.50692
754.15	0.51205
754.33	0.52001
754.51	0.52112
754.69	0.52405
754.87	0.51374
755.05	0.51636
755.23	0.53065
755.41	0.54094
755.59	0.46322
755.77	0.51398
755.95	0.50976
756.13	0.48357
756.31	0.51253
756.49	0.51324
756.67	0.4955
756.85	0.48977
757.03	0.47958
757.21	0.47895
757.39	0.4778
757.57	0.47556
757.75	0.44242
757.93	0.412
758.11	0.41422
758.29	0.40386
758.47	0.38238
758.65	0.38018
758.83	0.39661
759.01	0.37293
759.18	0.35152
759.36	0.31131
759.54	0.32861
759.72	0.30313
759.9	0.31403
760.08	0.31094
760.26	0.30794
760.44	0.28395
760.62	0.2652
760.8	0.26552
760.98	0.29815
761.16	0.29752
761.34	0.28248
761.52	0.30763
761.7	0.27891
761.88	0.28563
762.06	0.29008
762.24	0.28714
762.42	0.29278
762.6	0.29554
762.78	0.30602
762.95	0.30262
763.13	0.32025
763.31	0.33074
763.49	0.32225
763.67	0.33301
763.85	0.31613
764.03	0.35748
764.21	0.34049
764.39	0.36404
764.57	0.38909
764.75	0.38445
764.93	0.42211
765.11	0.39612
765.28	0.42858
765.46	0.42796
765.64	0.42557
765.82	0.44379
766	0.45835
766.18	0.46535
766.36	0.46839
766.54	0.46999
766.72	0.48159
766.9	0.51722
767.07	0.47776
767.25	0.50272
767.43	0.51304
767.61	0.53306
767.79	0.53627
767.97	0.53306
768.15	0.52498
768.33	0.51549
768.51	0.54142
768.68	0.54395
768.86	0.53036
769.04	0.53642
769.22	0.57481
769.4	0.57099
769.58	0.55288
769.76	0.58991
769.94	0.58525
770.11	0.56155
770.29	0.57353
770.47	0.57139
770.65	0.57612
770.83	0.57462
771.01	0.5902
771.19	0.58716
771.36	0.56437
771.54	0.58735
771.72	0.57215
771.9	0.5529
772.08	0.57773
772.26	0.59289
772.44	0.55539
772.61	0.57804
772.79	0.55185
772.97	0.58317
773.15	0.5991
773.33	0.56115
773.51	0.58444
773.68	0.56023
773.86	0.55049
774.04	0.56555
774.22	0.54594
774.4	0.55932
774.58	0.57241
774.75	0.56764
774.93	0.53974
775.11	0.57962
775.29	0.55622
775.47	0.53893
775.64	0.57152
775.82	0.55542
776	0.56391
776.18	0.54266
776.36	0.54564
776.53	0.58233
776.71	0.54605
776.89	0.5414
777.07	0.55918
777.25	0.55414
777.42	0.55387
777.6	0.53807
777.78	0.55844
777.96	0.54597
778.14	0.56415
778.31	0.54582
778.49	0.51508
778.67	0.52442
778.85	0.53508
779.03	0.54811
779.2	0.54466
779.38	0.53681
779.56	0.51751
779.74	0.54767
779.91	0.52905
780.09	0.52461
780.27	0.50677
780.45	0.51971
780.62	0.53216
780.8	0.53937
780.98	0.50752
781.16	0.49213
781.34	0.52877
781.51	0.5342
781.69	0.53926
781.87	0.53148
782.05	0.52373
782.22	0.52701
782.4	0.51679
782.58	0.52663
782.76	0.50613
782.93	0.53201
783.11	0.54572
783.29	0.51133
783.47	0.51302
783.64	0.52432
783.82	0.50888
784	0.48599
784.17	0.50721
784.35	0.51307
784.53	0.50193
784.71	0.51652
784.88	0.50022
785.06	0.52773
785.24	0.50047
785.42	0.51724
785.59	0.50616
785.77	0.47272
785.95	0.48986
786.12	0.46977
786.3	0.49056
786.48	0.48653
786.65	0.47739
786.83	0.4854
787.01	0.48971
787.19	0.47984
787.36	0.48668
787.54	0.47564
787.72	0.48335
787.89	0.47948
788.07	0.47294
788.25	0.46752
788.42	0.45935
788.6	0.48423
788.78	0.46254
788.96	0.46626
789.13	0.44804
789.31	0.4536
789.49	0.45327
789.66	0.47106
789.84	0.44869
790.02	0.42249
790.19	0.44481
790.37	0.45575
790.55	0.44705
790.72	0.44904
790.9	0.47295
791.08	0.43864
791.25	0.44433
791.43	0.44858
791.61	0.43508
791.78	0.43365
791.96	0.40898
792.14	0.43478
792.31	0.44936
792.49	0.40852
792.67	0.4589
792.84	0.42472
793.02	0.42808
793.19	0.42074
793.37	0.44592
793.55	0.44656
793.72	0.43901
793.9	0.40945
794.08	0.42865
794.25	0.43205
794.43	0.4144
794.61	0.43161
794.78	0.43047
794.96	0.40599
795.13	0.42924
795.31	0.4363
795.49	0.40765
795.66	0.43069
795.84	0.42084
