SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jul 25 10:38:40 HST 2007
User: guest
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4E01242
Integration Time (usec): 100000 (USB4E01242)
Spectra Averaged: 1 (USB4E01242)
Boxcar Smoothing: 10 (USB4E01242)
Correct for Electrical Dark: No (USB4E01242)
Strobe/Lamp Enabled: No (USB4E01242)
Correct for Detector Non-linearity: No (USB4E01242)
Correct for Stray Light: No (USB4E01242)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<	
796.01	0.42715
796.19	0.41243
796.37	0.43405
796.54	0.42587
796.72	0.43421
796.9	0.42022
797.07	0.40172
797.25	0.42148
797.42	0.43695
797.6	0.43239
797.78	0.41915
797.95	0.40328
798.13	0.39253
798.3	0.41913
798.48	0.41239
798.66	0.43249
798.83	0.39394
799.01	0.41536
799.18	0.40088
799.36	0.42835
799.53	0.37691
799.71	0.41913
799.89	0.39733
800.06	0.39859
800.24	0.39981
800.41	0.37163
800.59	0.41348
800.76	0.37848
800.94	0.37968
801.12	0.402
801.29	0.39705
801.47	0.40793
801.64	0.37719
801.82	0.40361
801.99	0.39999
802.17	0.39827
802.34	0.38996
802.52	0.38764
802.7	0.39917
802.87	0.37148
803.05	0.35903
803.22	0.4065
803.4	0.37928
803.57	0.37986
803.75	0.40638
803.92	0.38799
804.1	0.35877
804.27	0.36356
804.45	0.38072
804.63	0.37207
804.8	0.36266
804.98	0.38299
805.15	0.34941
805.33	0.39957
805.5	0.40626
805.68	0.39913
805.85	0.41246
806.03	0.39393
806.2	0.40106
806.38	0.34873
806.55	0.36297
806.73	0.41284
806.9	0.3853
807.08	0.37603
807.25	0.35268
807.43	0.38241
807.6	0.39515
807.78	0.36418
807.95	0.34039
808.13	0.35559
808.3	0.34851
808.48	0.38069
808.65	0.36693
808.83	0.39527
809	0.36704
809.18	0.39495
809.35	0.34648
809.53	0.38022
809.7	0.36132
809.88	0.36224
810.05	0.35821
810.23	0.37298
810.4	0.35852
810.57	0.35556
810.75	0.33447
810.92	0.33012
811.1	0.33409
811.27	0.3107
811.45	0.32394
811.62	0.31142
811.8	0.29659
811.97	0.31833
812.15	0.3188
812.32	0.31753
812.5	0.27601
812.67	0.34266
812.84	0.28204
813.02	0.30587
813.19	0.29847
813.37	0.30191
813.54	0.2772
813.72	0.28716
813.89	0.26162
814.07	0.28281
814.24	0.28658
814.41	0.29161
814.59	0.25802
814.76	0.25148
814.94	0.27138
815.11	0.28004
815.29	0.21753
815.46	0.23039
815.63	0.24477
815.81	0.24746
815.98	0.20271
816.16	0.21103
816.33	0.25435
816.5	0.27022
816.68	0.25031
816.85	0.23428
817.03	0.25468
817.2	0.24197
817.37	0.25923
817.55	0.24003
817.72	0.25139
817.9	0.22046
818.07	0.24638
818.24	0.21156
818.42	0.22822
818.59	0.22838
818.77	0.23185
818.94	0.25992
819.11	0.22203
819.29	0.26351
819.46	0.25673
819.64	0.21311
819.81	0.27527
819.98	0.26452
820.16	0.23136
820.33	0.25679
820.5	0.25362
820.68	0.22716
820.85	0.25187
821.02	0.23933
821.2	0.21579
821.37	0.24572
821.55	0.20497
821.72	0.23264
821.89	0.23867
822.07	0.26135
822.24	0.25879
822.41	0.20482
822.59	0.27429
822.76	0.2714
822.93	0.23105
823.11	0.24395
823.28	0.25946
823.45	0.23953
823.63	0.24126
823.8	0.26416
823.97	0.2011
824.15	0.26622
824.32	0.23845
824.49	0.28929
824.67	0.24577
824.84	0.26302
825.01	0.25999
825.19	0.25991
825.36	0.25593
825.53	0.27816
825.71	0.26594
825.88	0.2698
826.05	0.23185
826.23	0.26477
826.4	0.24354
826.57	0.24613
826.75	0.23313
826.92	0.21255
827.09	0.21112
827.26	0.27603
827.44	0.2467
827.61	0.2771
827.78	0.25708
827.96	0.20887
828.13	0.27593
828.3	0.25285
828.48	0.24027
828.65	0.23373
828.82	0.23731
828.99	0.23921
829.17	0.24629
829.34	0.19504
829.51	0.24036
829.68	0.27423
829.86	0.26178
830.03	0.2415
830.2	0.25738
830.38	0.24672
830.55	0.21941
830.72	0.25555
830.89	0.21318
831.07	0.21214
831.24	0.21239
831.41	0.22328
831.58	0.25076
831.76	0.27482
831.93	0.25393
832.1	0.25186
832.27	0.20475
832.45	0.20674
832.62	0.24557
832.79	0.2239
832.96	0.2514
833.14	0.20462
833.31	0.27074
833.48	0.24206
833.65	0.21978
833.83	0.26909
834	0.27659
834.17	0.24108
834.34	0.25942
834.51	0.24025
834.69	0.22527
834.86	0.2698
835.03	0.23979
835.2	0.26774
835.38	0.24356
835.55	0.24904
835.72	0.23585
835.89	0.30196
836.06	0.23293
836.24	0.23277
836.41	0.21136
836.58	0.26508
836.75	0.2588
836.92	0.24939
837.1	0.22297
837.27	0.24098
837.44	0.21969
837.61	0.27359
837.78	0.22653
837.96	0.25222
838.13	0.23627
838.3	0.26162
838.47	0.24659
838.64	0.23594
838.82	0.23253
838.99	0.28183
839.16	0.22915
839.33	0.23344
839.5	0.27637
839.67	0.25285
839.85	0.20278
840.02	0.24546
840.19	0.22475
840.36	0.27141
840.53	0.21291
840.7	0.20741
840.88	0.2605
841.05	0.27549
841.22	0.2507
841.39	0.24951
841.56	0.2559
841.73	0.24567
841.91	0.27074
842.08	0.26651
842.25	0.25814
842.42	0.26952
842.59	0.25523
842.76	0.30431
842.93	0.26009
843.11	0.27338
843.28	0.25957
843.45	0.2632
843.62	0.22996
843.79	0.24104
843.96	0.29105
844.13	0.26148
844.3	0.25923
844.48	0.28713
844.65	0.22576
844.82	0.20011
844.99	0.23595
845.16	0.23209
845.33	0.23912
845.5	0.2382
845.67	0.20437
845.84	0.2382
846.02	0.21567
846.19	0.23772
846.36	0.2381
846.53	0.27993
846.7	0.24495
846.87	0.19101
847.04	0.24633
847.21	0.24373
847.38	0.24429
847.55	0.24444
847.73	0.21123
847.9	0.2271
848.07	0.1999
848.24	0.2129
848.41	0.20026
848.58	0.29687
848.75	0.22076
848.92	0.27669
849.09	0.23078
849.26	0.21509
849.43	0.20011
849.6	0.22545
849.77	0.2549
849.94	0.13789
850.12	0.25839
850.29	0.23492
850.46	0.2228
850.63	0.21086
850.8	0.2367
850.97	0.23034
851.14	0.18752
851.31	0.15709
851.48	0.19823
851.65	0.21114
851.82	0.2445
851.99	0.23225
852.16	0.15587
852.33	0.21786
852.5	0.19523
852.67	0.20814
852.84	0.22078
853.01	0.19613
853.18	0.22206
853.35	0.17723
853.52	0.25444
853.69	0.20144
853.86	0.16719
854.03	0.16068
854.21	0.21328
854.38	0.19902
854.55	0.225
854.72	0.23247
854.89	0.17369
855.06	0.13628
855.23	0.19637
855.4	0.23951
855.57	0.16628
855.74	0.18719
855.91	0.19934
856.08	0.16409
856.25	0.19774
856.42	0.18591
856.59	0.18527
856.76	0.19949
856.93	0.19543
857.1	0.19112
857.27	0.24539
857.44	0.20792
857.61	0.20666
857.77	0.16881
857.94	0.17248
858.11	0.16561
858.28	0.23368
858.45	0.16518
858.62	0.20701
858.79	0.18443
858.96	0.18791
859.13	0.19136
859.3	0.21983
859.47	0.17902
859.64	0.13655
859.81	0.22229
859.98	0.22682
860.15	0.19639
860.32	0.17673
860.49	0.27318
860.66	0.21073
860.83	0.22119
861	0.20877
861.17	0.21797
861.34	0.22164
861.51	0.13961
861.68	0.22317
861.84	0.20616
862.01	0.17176
862.18	0.18432
862.35	0.21337
862.52	0.21357
862.69	0.19078
862.86	0.20808
863.03	0.22299
863.2	0.20506
863.37	0.20866
863.54	0.16445
863.71	0.16534
863.88	0.18829
864.05	0.17966
864.21	0.20894
864.38	0.15238
864.55	0.13933
864.72	0.22239
864.89	0.18176
865.06	0.22022
865.23	0.17375
865.4	0.14464
865.57	0.22031
865.74	0.18922
865.9	0.19515
866.07	0.19031
866.24	0.13463
866.41	0.12504
866.58	0.14466
866.75	0.15351
866.92	0.16199
867.09	0.16398
867.26	0.16871
867.42	0.12749
867.59	0.10169
867.76	0.17818
867.93	0.14339
868.1	0.15993
868.27	0.089885
868.44	0.16185
868.6	0.17897
868.77	0.17195
868.94	0.15395
869.11	0.14927
869.28	0.18799
869.45	0.10476
869.62	0.17264
869.78	0.15296
869.95	0.11539
870.12	0.13932
870.29	0.16372
870.46	0.17298
870.63	0.13288
870.8	0.097232
870.96	0.13325
871.13	0.12414
871.3	0.16331
871.47	0.16896
871.64	0.16601
871.81	0.06507
871.97	0.1865
872.14	0.095215
872.31	0.077875
872.48	0.11349
872.65	0.1581
872.81	0.11753
872.98	0.17253
873.15	0.15249
873.32	0.15136
873.49	0.11882
873.66	0.15051
873.82	0.12686
873.99	0.10041
874.16	0.13771
874.33	0.11184
874.5	0.15105
874.66	0.12091
874.83	0.13102
875	0.12257
875.17	0.058506
875.34	0.1552
875.5	0.11147
875.67	0.09843
875.84	0.11627
876.01	0.09844
876.17	0.079274
876.34	0.082191
876.51	0.16513
876.68	0.14618
876.85	0.13219
877.01	0.15621
877.18	0.10831
877.35	0.12672
877.52	0.12519
877.68	0.15234
877.85	0.11556
878.02	0.13197
878.19	0.1162
878.35	0.13375
878.52	0.12494
878.69	0.13731
878.86	0.08649
879.02	0.11513
879.19	0.07525
879.36	0.096568
879.53	0.041288
879.69	0.090944
879.86	0.14357
880.03	0.13314
880.2	0.083863
880.36	0.14101
880.53	0.073381
880.7	0.14195
880.87	0.093456
881.03	0.093772
881.2	0.036029
881.37	0.085751
881.54	0.10255
881.7	0.13511
881.87	0.078618
882.04	0.08439
882.2	0.088015
882.37	0.043026
882.54	0.10657
882.71	0.10236
882.87	0.13988
883.04	0.085619
883.21	0.084891
883.37	0.066241
883.54	0.086416
883.71	0.072949
883.87	0.048918
884.04	0.12593
884.21	0.077739
884.38	0.05609
884.54	0.13653
884.71	0.1364
884.88	0.074042
885.04	0.093371
885.21	0.061284
885.38	0.059572
885.54	0.14656
885.71	0.065408
885.88	0.094156
886.04	0.080542
886.21	0.082994
886.38	0.058235
886.54	0.069865
886.71	0.041376
886.88	0.11807
887.04	0.021684
887.21	0.055894
887.38	0.099841
887.54	0.050907
887.71	0.044154
887.88	0.061302
888.04	0.068229
888.21	0.11273
888.38	0.093349
888.54	0.086626
888.71	0.027445
888.87	0.022877
889.04	0.022877
>>>>>End Processed Spectral Data<<<<<	
