BioWare 3.0 Export
Device:	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA	Voltage Custom
Samples (#):	8000	8000	8000	8000	8000
Rate (Hz):	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000
Contact period start (sample #):	17	17	17	17	0
Contact period end (sample #):	19	19	19	19	7999
Contact period start time (s):	0.016983	0.016983	0.016983	0.016983	0.000000
Contact period end time (s):	0.018981	0.018981	0.018981	0.018981	7.991009
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	800.000000	800.000000	800.000000	800.000000	800.000000
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft	aux
	N	N	N	N	V
1.347652	-0.506142	-0.124475	-8.751761	8.767268	0.001068
1.348651	-0.548104	-0.082513	-8.820427	8.837825	0.061952
1.349650	-0.441291	0.031930	-8.896722	8.907717	0.002136
1.350649	-0.403143	0.047189	-8.896722	8.905976	0.001526
1.351648	-0.364996	0.009041	-8.774650	8.782242	0.002899
1.352647	-0.418402	-0.010033	-8.538135	8.548386	0.001526
1.353646	-0.471809	-0.063439	-8.583912	8.597103	0.000763
1.354645	-0.391699	-0.082513	-8.698355	8.707561	-0.002899
1.355644	-0.399329	-0.093957	-8.812797	8.822340	0.023651
1.356643	-0.395514	-0.097772	-8.927240	8.936532	-0.001526
1.357642	-0.479438	-0.025292	-8.988276	9.001089	-0.002136
1.358641	-0.563363	0.005226	-8.622059	8.640446	0.035859
1.359640	-0.548104	0.054818	-8.492358	8.510204	-0.001831
1.360639	-0.525216	0.104410	-8.538135	8.554911	-0.001221
1.361638	-0.441291	0.028115	-8.751761	8.762925	-0.002594
1.362637	-0.437476	-0.078698	-8.782279	8.793521	-0.000305
1.363636	-0.384070	-0.105402	-8.721243	8.730332	0.002899
1.364635	-0.338293	-0.147364	-8.538135	8.546104	0.001831
1.365634	-0.368811	-0.132105	-8.408433	8.417554	0.061036
1.366633	-0.433661	-0.082513	-8.530505	8.541920	0.001526
1.367632	-0.536660	-0.078698	-8.759391	8.776168	0.002594
1.368631	-0.612955	-0.044366	-8.644948	8.666765	-0.000153
1.369630	-0.586252	-0.044366	-8.385545	8.406130	0.001068
1.370629	-0.525216	-0.078698	-8.263472	8.280521	0.000916
1.371628	-0.490883	-0.109216	-8.187177	8.202607	-0.002594
1.372627	-0.490883	-0.101587	-8.278731	8.293894	0.047456
1.373626	-0.506142	-0.093957	-8.438951	8.454638	-0.000763
1.374625	-0.513771	-0.067254	-8.614430	8.629999	-0.002136
1.375624	-0.517586	-0.032921	-8.499987	8.515795	0.011292
1.376623	-0.509957	-0.040551	-8.469469	8.484905	-0.000610
1.377622	-0.532845	-0.040551	-8.385545	8.402555	-0.000916
1.378621	-0.536660	-0.032921	-8.377915	8.395150	-0.001526
1.379620	-0.490883	0.024300	-8.538135	8.552269	0.012818
1.380619	-0.475624	-0.006218	-8.637318	8.650406	0.003204
1.381618	-0.418402	-0.063439	-8.637318	8.647679	0.002136
1.382617	-0.437476	-0.055810	-8.736502	8.747627	0.048066
1.383616	-0.460365	-0.048180	-8.515246	8.527818	0.001984
1.384615	-0.502327	-0.040551	-8.240584	8.255980	0.002747
1.385614	-0.517586	-0.025292	-8.187177	8.203561	-0.000458
1.386613	-0.475624	-0.006218	-8.438951	8.452346	0.001221
1.387612	-0.441291	-0.025292	-8.820427	8.831495	0.000610
1.388611	-0.464179	-0.051995	-9.064571	9.076597	-0.002289
1.389610	-0.460365	-0.067254	-8.995905	9.007928	0.056764
1.390609	-0.494697	0.012856	-8.820427	8.834298	-0.000916
1.391608	-0.551919	0.039559	-8.614430	8.632183	-0.001526
1.392607	-0.612955	0.028115	-8.499987	8.522106	-0.004883
1.393606	-0.616770	-0.017662	-8.515246	8.537572	-0.001068
1.394605	-0.590066	-0.063439	-8.507617	8.528291	0.000458
1.395604	-0.563363	-0.055810	-8.461840	8.480756	-0.001984
1.396603	-0.418402	-0.097772	-8.599171	8.609899	0.039979
1.397602	-0.422217	-0.105402	-8.705984	8.716854	0.004120
1.398601	-0.406958	-0.044366	-8.782279	8.791815	0.004730
1.399600	-0.437476	-0.025292	-8.896722	8.907507	0.024872
1.400599	-0.540475	-0.071069	-8.789909	8.806796	0.001526
1.401598	-0.570993	-0.082513	-8.805168	8.824048	0.003052
1.402597	-0.548104	-0.120661	-8.789909	8.807807	-0.000610
1.403596	-0.517586	-0.166438	-8.843315	8.860013	0.003662
1.404595	-0.433661	-0.139734	-8.767020	8.778852	0.000458
1.405594	-0.384070	-0.071069	-8.774650	8.783338	-0.002289
1.406593	-0.288701	0.024300	-8.873833	8.878562	0.050202
1.407592	-0.399329	0.092966	-9.056942	9.066217	-0.001068
1.408591	-0.479438	0.169261	-9.102719	9.116907	-0.001373
1.409590	-0.624399	0.154002	-9.026424	9.049305	-0.004883
1.410589	-0.673991	0.112039	-8.904351	8.930526	-0.000763
1.411588	-0.635843	-0.013848	-8.927240	8.949866	0.000763
1.412587	-0.551919	-0.120661	-8.919610	8.937484	-0.001678
1.413586	-0.437476	-0.158808	-8.995906	9.007937	0.058442
1.414585	-0.342107	-0.044366	-8.957758	8.964398	0.003662
1.415584	-0.391699	0.070077	-8.820427	8.829398	0.004120
1.416583	-0.361181	0.127298	-8.614430	8.622938	0.000153
1.417582	-0.418402	0.096780	-8.522876	8.533688	0.002594
1.418581	-0.544289	0.035744	-8.522876	8.540313	0.002136
1.419580	-0.597696	-0.093957	-8.675466	8.696538	-0.000610
1.420579	-0.517586	-0.208400	-8.705984	8.723846	0.031739
1.421578	-0.426032	-0.208400	-8.759391	8.772221	0.000305
1.422577	-0.426032	-0.135920	-8.622059	8.633649	-0.002441
1.423576	-0.406958	0.039559	-8.576282	8.586023	0.032044
1.424575	-0.403143	0.176890	-8.561023	8.572335	-0.000763
1.425574	-0.452735	0.230297	-8.522876	8.537998	-0.001221
1.426573	-0.490883	0.089151	-8.736502	8.750736	-0.003967
1.427572	-0.525216	-0.139734	-8.728873	8.745776	-0.000153
1.428571	-0.529030	-0.307584	-8.606800	8.628528	0.001068
1.429570	-0.517586	-0.292325	-8.385545	8.406587	-0.001068
1.430569	-0.532845	-0.177882	-8.087994	8.107479	0.059663
1.431568	-0.506142	0.070077	-8.164289	8.180263	0.003815
1.432567	-0.559548	0.222667	-8.355026	8.376702	0.003204
1.433566	-0.529030	0.298962	-8.522876	8.544511	-0.001831
1.434565	-0.517586	0.207408	-8.629689	8.647684	0.002747
1.435564	-0.498512	-0.032921	-8.538135	8.552739	0.001678
1.436563	-0.475624	-0.219844	-8.538135	8.554198	-0.000458
1.437562	-0.422217	-0.334287	-8.408433	8.425661	0.052644
1.438561	-0.326848	-0.311398	-8.385544	8.397687	-0.000305
1.439560	-0.395514	-0.154994	-8.538135	8.548696	-0.001526
1.440559	-0.467994	0.035744	-8.545764	8.558644	0.006409
1.441558	-0.429847	0.085336	-8.507617	8.518896	-0.001068
1.442557	-0.494697	0.104410	-8.477099	8.492163	-0.001984
1.443556	-0.502327	0.077707	-8.347397	8.362859	-0.003662
1.444555	-0.551919	-0.063439	-8.393174	8.411540	0.016480
1.445554	-0.521401	-0.208400	-8.507617	8.526126	0.001221
1.446553	-0.529030	-0.246548	-8.736502	8.755977	0.000458
1.447552	-0.551919	-0.204585	-8.812797	8.832433	0.046082
1.448551	-0.479438	-0.048180	-8.644948	8.658366	0.003967
1.449550	-0.357366	0.051003	-8.400804	8.408556	0.002747
1.450549	-0.391699	0.123484	-8.332138	8.342254	-0.001221
1.451548	-0.384070	0.176890	-8.370286	8.380959	0.002289
1.452547	-0.479438	0.012856	-8.583912	8.597300	0.001678
1.453546	-0.582437	-0.189326	-8.728873	8.750331	0.000000
1.454545	-0.658732	-0.315213	-8.950128	8.979871	0.058137
1.455544	-0.612955	-0.235103	-8.889092	8.913302	-0.000916
1.456543	-0.593881	-0.074884	-8.721243	8.741761	-0.001678
1.457542	-0.582437	0.096780	-8.591541	8.611805	-0.004883
1.458541	-0.483253	0.207408	-8.484728	8.501010	-0.001678
1.459540	-0.467994	0.173075	-8.477099	8.491771	-0.001678
1.460539	-0.494697	0.043374	-8.553394	8.567797	-0.002899
1.461538	-0.483253	-0.162623	-8.705984	8.720903	0.042573
1.462537	-0.548104	-0.299954	-8.782279	8.804477	-0.000458
1.463536	-0.574807	-0.280880	-8.911981	8.934915	0.000610
1.464535	-0.563363	-0.196956	-8.873833	8.893879	0.020600
1.465534	-0.525216	0.058633	-8.812797	8.828629	0.005341
1.466533	-0.422217	0.180705	-8.873833	8.885710	0.001526
1.467532	-0.376440	0.150187	-8.889092	8.898327	0.000000
1.468531	-0.422217	0.012856	-8.881463	8.891502	0.008545
1.469530	-0.498512	-0.101587	-8.667837	8.682755	0.002441
1.470529	-0.593881	-0.177882	-8.637318	8.659539	0.000000
1.471528	-0.624399	-0.120661	-8.751761	8.774837	0.049287
1.472527	-0.635843	-0.067254	-8.843315	8.866400	-0.000610
1.473526	-0.490883	0.043374	-9.079830	9.093193	-0.001984
1.474525	-0.441291	0.096780	-9.140866	9.152024	-0.005493
1.475524	-0.338293	0.176890	-8.957758	8.965889	-0.001526
1.476523	-0.315404	0.077707	-8.759391	8.765412	-0.001373
1.477522	-0.353552	-0.086328	-8.545764	8.553510	-0.002136
1.478521	-0.464179	-0.158808	-8.591541	8.605537	0.057221
1.479520	-0.593881	-0.193141	-8.622059	8.644646	-0.000153
1.480519	-0.567178	-0.097772	-8.606800	8.626022	0.002289
1.481518	-0.403143	0.073892	-8.652578	8.662279	0.000153
1.482517	-0.311589	0.138743	-8.805168	8.811772	0.003662
1.483516	-0.319219	0.188334	-8.797538	8.805342	0.000916
1.484515	-0.433661	0.192149	-8.561023	8.574153	0.000610
1.485514	-0.555734	0.092966	-8.332138	8.351168	0.035096
1.486513	-0.635843	-0.078698	-8.187177	8.212208	0.001526
1.487512	-0.689250	-0.223659	-8.393174	8.424397	-0.000305
1.488511	-0.609140	-0.296139	-8.561023	8.587775	0.028382
1.489510	-0.498512	-0.227474	-8.675466	8.692754	-0.001221
1.490509	-0.376440	-0.116846	-8.637318	8.646307	-0.002289
1.491508	-0.361181	0.070077	-8.484728	8.492701	-0.004730
1.492507	-0.406958	0.195964	-8.278732	8.291044	-0.001984
1.493506	-0.498512	0.146372	-8.454210	8.470160	-0.001221
1.494505	-0.719768	0.039559	-8.499987	8.530499	-0.001068
1.495504	-0.853285	-0.048180	-8.522876	8.565619	0.055390
1.496503	-0.815137	-0.128290	-8.477099	8.517165	0.000000
1.497502	-0.574807	-0.193141	-8.705984	8.727077	0.003052
1.498501	-0.261997	-0.158808	-8.805168	8.810496	-0.000305
1.499500	-0.197147	-0.082513	-8.721243	8.723861	0.002441
1.500500	-0.193332	-0.017662	-8.538135	8.540342	0.000916
1.501499	-0.311589	0.081521	-8.492358	8.498463	0.001373
1.502498	-0.506142	0.031930	-8.545764	8.560800	0.054627
1.503497	-0.715953	-0.063439	-8.660207	8.689983	0.001526
1.504496	-0.769360	-0.124475	-8.767020	8.801594	0.000153
1.505495	-0.616770	-0.216030	-8.744132	8.768518	0.001526
1.506494	-0.445106	-0.174067	-8.660207	8.673385	-0.001373
1.507493	-0.254368	-0.105402	-8.767020	8.771343	-0.001526
1.508492	-0.166629	-0.017662	-8.736502	8.738109	-0.004120
1.509491	-0.261997	0.035744	-8.675466	8.679495	0.018311
1.510490	-0.429847	0.020485	-8.599171	8.609932	0.000458
1.511489	-0.651102	-0.078698	-8.454210	8.479611	-0.000610
1.512488	-0.765545	-0.154994	-8.408433	8.444633	0.039979
1.513487	-0.681621	-0.139734	-8.561024	8.589252	0.001373
1.514486	-0.494697	-0.162623	-8.835686	8.851018	0.002899
1.515485	-0.334478	-0.074884	-8.889092	8.895698	0.002136
1.516484	-0.246738	0.073892	-8.744132	8.747924	0.003052
1.517483	-0.273442	0.131113	-8.637318	8.642640	0.002594
1.518482	-0.376440	0.115854	-8.599171	8.608186	0.001373
1.519481	-0.570993	0.028115	-8.492358	8.511578	0.058442
1.520480	-0.651102	-0.124475	-8.576283	8.601863	0.002136
1.521479	-0.658732	-0.257992	-8.614430	8.643431	-0.000610
1.522478	-0.559548	-0.151179	-8.644948	8.664357	-0.004273
1.523477	-0.364996	-0.074884	-8.797538	8.805425	-0.001526
1.524476	-0.277256	-0.044366	-8.828056	8.832520	-0.001373
1.525475	-0.204776	-0.025292	-8.911981	8.914369	-0.004273
1.526474	-0.345922	0.054818	-8.644948	8.652040	0.043641
1.527473	-0.570993	0.009041	-8.377915	8.397355	0.001068
1.528472	-0.712139	-0.078698	-8.400804	8.431301	-0.000916
1.529471	-0.738842	-0.067254	-8.461840	8.494301	0.014954
1.530470	-0.693065	-0.002403	-8.705984	8.733527	0.002594
1.531469	-0.590066	-0.010033	-8.820427	8.840148	0.001984
1.532468	-0.391699	0.035744	-8.896722	8.905412	0.002594
1.533467	-0.258183	0.100595	-8.751761	8.756147	0.012055
1.534466	-0.368811	0.009041	-8.599171	8.607081	0.003052
1.535465	-0.487068	-0.025292	-8.477099	8.491118	0.000763
1.536464	-0.647288	-0.048180	-8.393174	8.418235	0.047303
1.537463	-0.765545	-0.128290	-8.240584	8.277061	0.001068
1.538462	-0.704509	-0.124475	-8.370285	8.400804	-0.000610
1.539461	-0.574807	-0.124475	-8.728873	8.748664	-0.004273
1.540460	-0.418402	-0.051995	-8.835686	8.845739	-0.001831
1.541459	-0.326848	0.081521	-8.988276	8.994586	-0.001831
1.542458	-0.258183	0.077707	-8.789909	8.794043	-0.003510
1.543457	-0.330663	0.012856	-8.728873	8.735143	0.055848
1.544456	-0.475624	-0.048180	-8.568653	8.581978	0.000763
1.545455	-0.590066	-0.067254	-8.622059	8.642489	0.000000
1.546454	-0.719768	-0.158808	-8.690725	8.721926	-0.002594
1.547453	-0.654917	-0.147364	-8.698354	8.724219	0.002747
1.548452	-0.532845	-0.021477	-8.767020	8.783224	0.002899
1.549451	-0.368811	0.112039	-8.736502	8.745001	0.000916
1.550450	-0.235294	0.173075	-8.812797	8.817637	0.038758
1.551449	-0.303960	0.104410	-8.797538	8.803407	0.003204
1.552448	-0.490883	0.039559	-8.583912	8.598027	0.001068
1.553447	-0.559548	-0.040551	-8.393174	8.411903	0.025635
1.554446	-0.635843	-0.082513	-8.347397	8.371986	0.000610
1.555445	-0.635843	-0.151179	-8.561023	8.585935	-0.001221
1.556444	-0.548104	-0.212215	-8.858574	8.878051	-0.003662
1.557443	-0.406958	-0.113031	-8.850945	8.861017	-0.000153
1.558442	-0.292515	-0.059625	-8.858574	8.863603	-0.000916
1.559441	-0.311589	0.005226	-8.767020	8.772557	-0.003357
1.560440	-0.429847	0.054818	-8.683096	8.693901	0.051728
1.561439	-0.612955	-0.010033	-8.614430	8.636215	0.001221
1.562438	-0.696880	-0.135920	-8.713614	8.742493	0.000610
1.563437	-0.677806	-0.223659	-8.782279	8.811236	-0.001984
1.564436	-0.490883	-0.216030	-8.812797	8.829101	0.002899
1.565435	-0.269627	-0.051995	-8.744132	8.748442	0.004120
1.566434	-0.204776	0.024300	-8.782279	8.784700	0.000916
1.567433	-0.265812	0.142557	-8.675466	8.680708	0.057221
1.568432	-0.368811	0.161631	-8.583912	8.593351	0.003357
1.569431	-0.513771	0.051003	-8.515246	8.530884	0.000763
1.570430	-0.677806	-0.025292	-8.484728	8.511796	0.000763
1.571429	-0.807507	-0.067254	-8.576283	8.614477	0.000305
1.572428	-0.723583	-0.082513	-8.522876	8.553934	-0.000916
1.573427	-0.597696	-0.063439	-8.423692	8.445108	-0.003815
1.574426	-0.399329	-0.113031	-8.362656	8.372948	0.023651
1.575425	-0.147555	-0.086328	-8.622060	8.623754	-0.001068
1.576424	-0.097963	-0.025292	-8.812797	8.813378	-0.003204
1.577423	-0.300145	-0.013848	-8.835686	8.840793	0.036316
1.578422	-0.612955	0.016670	-8.736502	8.757994	0.001221
1.579421	-0.868544	0.039559	-8.545764	8.589879	-0.000153
1.580420	-0.937209	-0.013848	-8.416063	8.468097	-0.000610
1.581419	-0.796063	-0.116846	-8.583912	8.621538	0.003510
1.582418	-0.452735	-0.116846	-8.759391	8.771861	0.004883
1.583417	-0.250553	-0.051995	-8.789909	8.793633	0.000305
1.584416	-0.120851	-0.025292	-8.622059	8.622943	0.058289
1.585415	-0.120851	0.047189	-8.347397	8.348405	0.002594
1.586414	-0.399329	0.043374	-8.332138	8.341814	0.000610
1.587413	-0.746471	-0.010033	-8.377915	8.411110	-0.002441
1.588412	-0.902876	-0.074884	-8.438951	8.487443	-0.000610
1.589411	-0.857099	-0.101587	-8.644948	8.687927	-0.000763
1.590410	-0.639658	-0.059625	-8.774650	8.798136	-0.003510
1.591409	-0.403143	0.016670	-8.919610	8.928732	0.046845
1.592408	-0.185702	0.035744	-8.828056	8.830082	-0.001068
1.593407	-0.136110	-0.048180	-8.622060	8.623268	-0.002594
1.594406	-0.265812	-0.124475	-8.454210	8.459304	0.010834
1.595405	-0.502327	-0.074884	-8.438951	8.454220	0.001221
1.596404	-0.719768	-0.036736	-8.637319	8.667335	0.000000
1.597403	-0.780804	-0.017662	-8.782279	8.816938	0.000610
1.598402	-0.700694	0.001411	-8.835686	8.863426	0.053559
1.599401	-0.529030	-0.006218	-8.873833	8.889591	0.004273
1.600400	-0.334478	-0.006218	-8.858574	8.864889	0.000305
1.601399	-0.250553	-0.029107	-8.744132	8.747769	0.046235
1.602398	-0.265812	-0.051995	-8.561023	8.565307	0.001373
1.603397	-0.387884	-0.116846	-8.332138	8.341980	0.001068
1.604396	-0.582437	-0.143549	-8.034587	8.056949	-0.002441
1.605395	-0.700694	-0.074884	-8.080364	8.111033	-0.001526
1.606394	-0.719768	-0.013848	-8.438951	8.469602	-0.000916
1.607393	-0.570993	0.039559	-8.690725	8.709552	-0.002594
1.608392	-0.391699	0.020485	-8.919610	8.928230	0.055695
1.609391	-0.311589	0.028115	-8.850945	8.856472	-0.001526
1.610390	-0.330663	-0.101587	-8.736502	8.743347	-0.001678
1.611389	-0.418402	-0.196956	-8.591541	8.603978	-0.002747
1.612388	-0.502327	-0.196956	-8.461840	8.479024	0.000916
1.613387	-0.601511	-0.124475	-8.484728	8.506934	0.001068
1.614386	-0.609140	0.012856	-8.454210	8.476136	0.001526
1.615385	-0.483253	0.169261	-8.667836	8.682947	0.059663
1.616384	-0.460365	0.169261	-8.850945	8.864525	0.002747
1.617383	-0.380255	0.154002	-8.698354	8.708024	0.001373
1.618382	-0.334478	0.054818	-8.690725	8.697332	0.022736
1.619381	-0.467994	-0.177882	-8.713614	8.727985	0.001678
1.620380	-0.578622	-0.269436	-8.690725	8.714132	0.000763
1.621379	-0.601511	-0.189326	-8.736502	8.759231	-0.002747
1.622378	-0.593881	-0.040551	-8.675466	8.695864	0.002747
1.623377	-0.540475	0.092966	-8.660207	8.677554	-0.001068
1.624376	-0.395514	0.157816	-8.683096	8.693531	-0.002441
1.625375	-0.345922	0.085336	-8.774650	8.781880	0.049287
1.626374	-0.353552	0.051003	-8.705984	8.713309	-0.001221
1.627373	-0.368811	-0.006218	-8.530505	8.538476	-0.000153
1.628372	-0.513771	-0.120661	-8.377915	8.394521	-0.002441
1.629371	-0.643473	-0.181697	-8.316879	8.343713	0.000763
1.630370	-0.605325	-0.166438	-8.629689	8.652494	0.001373
1.631369	-0.555734	-0.059625	-9.018794	9.036097	0.001068
1.632368	-0.414588	0.062448	-9.163755	9.173341	0.061646
1.633367	-0.254368	0.150187	-9.064571	9.069383	0.002594
1.634366	-0.242924	0.157816	-8.629689	8.634550	0.001831
1.635365	-0.338293	0.058633	-8.362656	8.369701	0.000000
1.636364	-0.681621	-0.101587	-8.339768	8.368193	0.001068
1.637363	-0.796063	-0.193141	-8.309250	8.349530	0.001526
1.638362	-0.735027	-0.208400	-8.400803	8.435472	-0.002594
1.639361	-0.483253	-0.082513	-8.789909	8.803570	0.029755
1.640360	-0.288701	0.031930	-8.904351	8.909088	-0.001068
1.641359	-0.166629	-0.040551	-8.889092	8.890746	-0.002289
1.642358	-0.166629	-0.048180	-8.614430	8.616176	0.031281
1.643357	-0.422217	0.001411	-8.278731	8.289491	-0.001068
1.644356	-0.715953	0.043374	-8.011698	8.043742	-0.000458
1.645355	-0.788434	0.024300	-8.263472	8.301036	-0.001831
1.646354	-0.773175	-0.051995	-8.812797	8.846802	0.000000
1.647353	-0.715953	-0.055810	-9.133237	9.161426	0.002289
1.648352	-0.509957	-0.086328	-9.217161	9.231661	0.001831
1.649351	-0.254368	-0.097772	-8.942499	8.946650	0.059052
1.650350	-0.117037	-0.116846	-8.667837	8.669414	0.001984
1.651349	-0.197147	-0.021477	-8.492358	8.494673	0.002136
1.652348	-0.490883	0.058633	-8.400803	8.415337	-0.001068
1.653347	-0.750286	-0.002403	-8.484728	8.517837	0.000610
1.654346	-0.914321	-0.071069	-8.507617	8.556902	0.000305
1.655345	-0.899062	-0.090143	-8.599171	8.646512	-0.002594
1.656344	-0.704509	-0.055810	-8.721243	8.749830	0.050660
1.657343	-0.399329	-0.044366	-8.652578	8.661901	-0.001221
1.658342	-0.162814	-0.051995	-8.583912	8.585613	-0.001984
1.659341	-0.120851	-0.048180	-8.599171	8.600155	0.004120
1.660340	-0.300145	0.001411	-8.759391	8.764532	-0.000458
1.661339	-0.559548	-0.032921	-8.759391	8.777306	-0.000305
1.662338	-0.700694	-0.048180	-8.606800	8.635410	-0.001526
1.663337	-0.712139	-0.059625	-8.614430	8.644021	0.018921
1.664336	-0.643473	0.005226	-8.629689	8.653648	0.003815
1.665335	-0.456550	0.001411	-8.675466	8.687471	0.002136
1.666334	-0.326848	-0.013848	-8.843315	8.849364	0.043946
1.667333	-0.323033	-0.013848	-8.835686	8.841600	0.001373
1.668332	-0.330663	-0.013848	-8.591541	8.597913	0.001831
1.669331	-0.399329	-0.055810	-8.591541	8.600998	-0.002136
1.670330	-0.502327	-0.071069	-8.568653	8.583659	0.000916
1.671329	-0.651102	-0.048180	-8.477099	8.502203	0.000458
1.672328	-0.628214	-0.059625	-8.576282	8.599467	-0.002441
1.673327	-0.605325	-0.044366	-8.721243	8.742338	0.056306
1.674326	-0.494697	0.012856	-8.629689	8.643866	-0.001068
1.675325	-0.387884	0.043374	-8.652578	8.661376	-0.001678
1.676324	-0.364996	0.012856	-8.499987	8.507830	-0.004730
1.677323	-0.429847	-0.074884	-8.438951	8.450223	0.000000
1.678322	-0.540475	-0.124475	-8.393174	8.411479	0.000305
1.679321	-0.590066	-0.124475	-8.530505	8.551795	-0.001831
1.680320	-0.490883	-0.120661	-8.736502	8.751114	0.045167
1.681319	-0.406958	-0.040551	-8.728873	8.738448	0.003510
1.682318	-0.467994	0.016670	-8.782279	8.794756	0.003357
1.683317	-0.487068	-0.017662	-8.774650	8.788175	0.019226
1.684316	-0.487068	-0.086328	-8.721243	8.735260	0.002289
1.685315	-0.570993	-0.158808	-8.843315	8.863153	0.001984
1.686314	-0.567178	-0.109216	-8.751761	8.770801	-0.001221
1.687313	-0.540475	-0.132105	-8.622059	8.639993	0.008545
1.688312	-0.540475	-0.090143	-8.469469	8.487175	0.000000
1.689311	-0.502327	-0.006218	-8.339768	8.354884	-0.002594
1.690310	-0.395514	0.100595	-8.362656	8.372608	0.046845
1.691309	-0.406958	0.134928	-8.477099	8.487934	-0.001526
1.692308	-0.364996	0.131113	-8.637318	8.646021	-0.001984
1.693307	-0.441291	-0.021477	-8.812797	8.823865	-0.004883
1.694306	-0.601511	-0.113031	-8.568653	8.590483	-0.000153
1.695305	-0.677806	-0.105402	-8.507617	8.535225	0.001068
1.696304	-0.628214	-0.151179	-8.484728	8.509296	-0.001678
1.697303	-0.483253	-0.128290	-8.484728	8.499447	0.058900
1.698302	-0.349737	0.012856	-8.522876	8.530058	0.003815
1.699301	-0.277256	0.096780	-8.644948	8.649934	0.005188
1.700300	-0.281071	0.096780	-8.736502	8.741558	-0.001373
1.701299	-0.342107	0.016670	-8.538135	8.545002	0.001221
1.702298	-0.456550	-0.071069	-8.614430	8.626812	0.001221
1.703297	-0.578622	-0.170253	-8.660207	8.681185	-0.000916
1.704296	-0.601511	-0.193141	-8.538135	8.561476	0.036011
1.705295	-0.590066	-0.132105	-8.675466	8.696513	-0.000763
1.706294	-0.597696	0.035744	-8.667836	8.688493	-0.001984
1.707293	-0.448920	0.115854	-8.545764	8.558332	0.026856
1.708292	-0.429847	0.112039	-8.606801	8.618256	-0.001221
1.709291	-0.441291	0.020485	-8.553394	8.564794	-0.002747
1.710290	-0.502327	-0.128290	-8.507617	8.523399	-0.003357
1.711289	-0.570993	-0.250362	-8.484728	8.507604	0.000763
1.712288	-0.532845	-0.235103	-8.522876	8.542752	0.001526
1.713287	-0.467994	-0.219844	-8.843315	8.858418	-0.000610
1.714286	-0.525216	-0.132105	-8.911981	8.928421	0.057527
1.715285	-0.548104	0.062448	-8.805168	8.822431	0.003204
1.716284	-0.490883	0.146372	-8.820427	8.835288	0.003052
1.717283	-0.460365	0.096780	-8.698355	8.711066	-0.001526
1.718282	-0.487068	-0.078698	-8.713614	8.727571	0.001678
1.719281	-0.551919	-0.154994	-8.713614	8.732451	0.001221
1.720280	-0.670176	-0.219844	-8.705984	8.734508	-0.000305
1.721279	-0.662547	-0.216030	-8.683096	8.711015	0.055238
1.722278	-0.544289	-0.071069	-8.629689	8.647129	-0.000458
1.723277	-0.467994	0.070077	-8.744132	8.756927	-0.001984
1.724276	-0.391699	0.127298	-8.705984	8.715721	0.000153
1.725275	-0.288701	0.115854	-8.713614	8.719165	-0.001068
1.726274	-0.376440	-0.021477	-8.774650	8.782747	-0.001984
1.727273	-0.475624	-0.090143	-8.690725	8.704197	-0.002747
1.728272	-0.632029	-0.105402	-8.721243	8.744750	0.022736
1.729271	-0.708324	-0.093957	-8.499987	8.529967	0.001831
1.730270	-0.715953	-0.059625	-8.461840	8.492283	-0.000153
1.731269	-0.628214	0.031930	-8.408433	8.431928	0.041047
1.732268	-0.437476	0.157816	-8.499987	8.512701	0.003204
1.733267	-0.307774	0.207408	-8.652578	8.660534	0.003052
1.734266	-0.258183	0.150187	-8.774650	8.779732	-0.000153
1.735265	-0.227665	0.020485	-8.957758	8.960674	0.001526
1.736264	-0.269627	-0.151179	-9.026424	9.031715	0.001526
1.737263	-0.395514	-0.158808	-8.812797	8.823097	0.000000
1.738262	-0.555734	-0.139734	-8.622060	8.641081	0.057527
1.739261	-0.597696	-0.040551	-8.469469	8.490630	-0.000763
1.740260	-0.548104	0.077707	-8.416063	8.434250	-0.002136
1.741259	-0.483253	0.161631	-8.591541	8.606639	-0.004883
1.742258	-0.368811	0.146372	-8.629689	8.638807	-0.001678
1.743257	-0.414588	0.058633	-8.652577	8.662703	-0.001678
1.744256	-0.403143	-0.071069	-8.446581	8.456495	-0.002136
1.745255	-0.487068	-0.193141	-8.461840	8.478046	0.047761
1.746254	-0.574807	-0.250362	-8.469469	8.492643	0.000610
1.747253	-0.590066	-0.231289	-8.515246	8.538799	0.000458
1.748252	-0.487068	-0.097772	-8.583912	8.598275	0.017243
1.749251	-0.487068	0.051003	-8.675466	8.689278	0.004578
1.750250	-0.570993	0.142557	-8.622060	8.642122	0.002747
1.751249	-0.605325	0.112039	-8.461840	8.484203	0.000000
1.752248	-0.567178	0.058633	-8.469469	8.488642	0.013123
1.753247	-0.563363	-0.040551	-8.583912	8.602474	0.001526
1.754246	-0.544289	-0.158808	-8.614430	8.633069	-0.000458
1.755245	-0.521401	-0.277066	-8.705984	8.725983	0.045319
1.756244	-0.467994	-0.254177	-8.667837	8.684182	-0.000763
1.757243	-0.418402	-0.135920	-8.515246	8.526603	-0.001373
1.758242	-0.395514	0.005226	-8.400804	8.410111	-0.004120
