BioWare 3.0 Export
Device:	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA	Voltage Custom
Samples (#):	8000	8000	8000	8000	8000
Rate (Hz):	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000
Contact period start (sample #):	17	17	17	17	0
Contact period end (sample #):	19	19	19	19	7999
Contact period start time (s):	0.016983	0.016983	0.016983	0.016983	0.000000
Contact period end time (s):	0.018981	0.018981	0.018981	0.018981	7.991009
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	800.000000	800.000000	800.000000	800.000000	800.000000
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft	aux
	N	N	N	N	V
3.374625	-0.422217	0.123484	-8.721243	8.732331	-0.002136
3.375624	-0.494697	0.237926	-8.660207	8.677587	0.042267
3.376623	-0.532845	0.234112	-8.469469	8.489443	-0.001678
3.377622	-0.616770	0.085336	-8.469469	8.492326	-0.000610
3.378621	-0.654917	-0.093957	-8.477099	8.502879	-0.002594
3.379620	-0.597696	-0.216030	-8.652578	8.675887	0.000916
3.380619	-0.521401	-0.223659	-8.637318	8.655932	0.002136
3.381618	-0.395514	-0.193141	-8.622059	8.633287	0.000610
3.382617	-0.380255	-0.044366	-8.599171	8.607688	0.059510
3.383616	-0.353552	0.115854	-8.644948	8.652950	0.003204
3.384615	-0.380255	0.157816	-8.835686	8.845272	0.002747
3.385614	-0.387884	0.073892	-8.896722	8.905480	0.000916
3.386613	-0.471809	-0.055810	-8.812797	8.825594	-0.000763
3.387612	-0.586252	-0.193141	-8.736502	8.758280	-0.000763
3.388611	-0.532845	-0.216030	-8.683096	8.702111	-0.003052
3.389610	-0.532845	-0.154994	-8.705984	8.723652	0.042725
3.390609	-0.529030	-0.036736	-8.660207	8.676428	-0.000763
3.391608	-0.479438	0.119669	-8.606800	8.620974	-0.001831
3.392607	-0.429847	0.169261	-8.606800	8.619190	0.019074
3.393606	-0.345922	0.154002	-8.744132	8.752326	-0.001068
3.394605	-0.372625	-0.002403	-8.698354	8.706333	0.000000
3.395604	-0.445106	-0.109216	-8.660207	8.672326	-0.001831
3.396603	-0.574807	-0.219844	-8.568653	8.590724	0.005951
3.397602	-0.624399	-0.193141	-8.522876	8.547900	0.002441
3.398601	-0.567178	-0.124475	-8.721243	8.740553	0.001831
3.399600	-0.509957	-0.055810	-8.873834	8.888650	0.052338
3.400599	-0.479438	0.016670	-8.866204	8.879173	0.002899
3.401598	-0.410773	0.028115	-8.782279	8.791925	0.002136
3.402597	-0.368811	-0.010033	-8.629689	8.637572	-0.000763
3.403596	-0.376440	-0.090143	-8.538135	8.546905	-0.000916
3.404595	-0.460365	-0.120661	-8.583912	8.597095	-0.000763
3.405594	-0.570993	-0.158808	-8.652578	8.672851	-0.002747
3.406593	-0.616770	-0.113031	-8.805168	8.827466	0.056764
3.407592	-0.632029	-0.013848	-8.721243	8.744126	-0.000610
3.408591	-0.521401	0.020485	-8.675466	8.691144	-0.001526
3.409590	-0.448920	-0.013848	-8.652578	8.664226	-0.004578
3.410589	-0.406958	-0.063439	-8.553394	8.563305	-0.000763
3.411588	-0.422217	-0.105402	-8.385545	8.396829	0.000000
3.412587	-0.471809	-0.143549	-8.362656	8.377185	-0.001678
3.413586	-0.578622	-0.116846	-8.416062	8.436739	0.033265
3.414585	-0.624399	-0.025292	-8.469469	8.492492	0.002899
3.415584	-0.605325	0.112039	-8.538135	8.560299	0.001221
3.416583	-0.521401	0.154002	-8.698354	8.715328	0.032807
3.417582	-0.460365	0.127298	-8.683095	8.696223	0.003357
3.418581	-0.349737	0.058633	-8.667837	8.675088	0.002899
3.419580	-0.380255	-0.032921	-8.751761	8.760080	-0.001526
3.420579	-0.422217	-0.067254	-8.744132	8.754578	-0.000458
3.421578	-0.487068	-0.078698	-8.568653	8.582846	-0.000305
3.422577	-0.574807	-0.063439	-8.492358	8.512025	-0.001984
3.423576	-0.582437	-0.006218	-8.660207	8.679773	0.054170
3.424575	-0.551919	0.073892	-8.614430	8.632409	-0.000610
3.425574	-0.494697	0.092966	-8.583912	8.598658	-0.001373
3.426573	-0.441291	0.035744	-8.561023	8.572464	-0.004883
3.427572	-0.422217	-0.017662	-8.591541	8.601928	-0.000763
3.428571	-0.475624	-0.082513	-8.507617	8.521301	0.000458
3.429570	-0.502327	-0.124475	-8.484728	8.500496	-0.001526
3.430569	-0.593881	-0.124475	-8.599171	8.620553	0.054780
3.431568	-0.670176	-0.116846	-8.606800	8.633644	0.003357
3.432567	-0.670176	-0.063439	-8.652578	8.678725	0.000305
3.433566	-0.593881	0.073892	-8.805168	8.825482	0.006867
3.434565	-0.502327	0.062448	-8.858574	8.873025	0.003052
3.435564	-0.391699	0.009041	-8.820427	8.829124	0.003967
3.436563	-0.334478	-0.101587	-8.736502	8.743493	-0.002136
3.437562	-0.353552	-0.185512	-8.629689	8.638920	0.020905
3.438561	-0.406958	-0.219844	-8.629689	8.642076	-0.000305
3.439560	-0.517586	-0.154994	-8.477099	8.494299	-0.001984
3.440559	-0.582437	-0.036736	-8.522876	8.542833	0.039216
3.441558	-0.582437	0.089151	-8.667837	8.687841	-0.000610
3.442557	-0.513771	0.188334	-8.812797	8.829769	-0.001831
3.443556	-0.506142	0.119669	-8.911981	8.927144	-0.004273
3.444555	-0.494697	-0.017662	-8.767020	8.780984	0.000153
3.445554	-0.380255	-0.132105	-8.644948	8.654315	0.000000
3.446553	-0.342107	-0.242733	-8.583912	8.594155	-0.000305
3.447552	-0.338293	-0.303769	-8.492358	8.504520	0.061036
3.448551	-0.376440	-0.177882	-8.492358	8.502558	0.002899
3.449550	-0.445106	0.020485	-8.515246	8.526896	0.000153
3.450549	-0.426032	0.173075	-8.522876	8.535272	0.000000
3.451548	-0.570993	0.169261	-8.515246	8.536047	0.002899
3.452547	-0.586252	0.112039	-8.553394	8.574193	0.001678
3.453546	-0.605325	0.005226	-8.622060	8.643284	-0.003204
3.454545	-0.582437	-0.055810	-8.484728	8.504879	0.046693
3.455544	-0.513771	-0.135920	-8.469469	8.486127	-0.000610
3.456543	-0.536660	-0.147364	-8.446581	8.464895	-0.001831
3.457542	-0.433661	-0.063439	-8.522876	8.534137	0.014496
3.458541	-0.311589	0.012856	-8.416063	8.421838	-0.000916
3.459540	-0.284886	0.028115	-8.461840	8.466681	-0.002441
3.460539	-0.376440	-0.010033	-8.515246	8.523569	-0.003052
3.461538	-0.471809	-0.036736	-8.484728	8.497915	0.008240
3.462537	-0.548104	-0.082513	-8.660207	8.677927	0.000458
3.463536	-0.647288	-0.120661	-8.736502	8.761279	0.000153
3.464535	-0.681621	-0.086328	-8.629689	8.656997	0.051118
3.465534	-0.548104	-0.017662	-8.583912	8.601411	0.003357
3.466533	-0.429847	0.047189	-8.614430	8.625277	0.000763
3.467532	-0.380255	0.108225	-8.713614	8.722578	0.000305
3.468531	-0.406958	0.066262	-8.683096	8.692880	0.024720
3.469530	-0.429847	-0.013848	-8.782279	8.792803	0.001221
3.470529	-0.456550	-0.071069	-8.721243	8.733474	-0.002136
3.471528	-0.578622	-0.101587	-8.774650	8.794294	0.058747
3.472527	-0.597696	-0.032921	-8.797538	8.817880	-0.000916
3.473526	-0.677806	0.001411	-8.934869	8.960542	-0.001526
3.474525	-0.628214	0.016670	-8.934870	8.956943	-0.004425
3.475524	-0.487068	0.070077	-8.843315	8.856996	-0.001373
3.476523	-0.399329	0.066262	-8.683096	8.692526	-0.001984
3.477522	-0.376440	-0.013848	-8.530505	8.538818	-0.002441
3.478521	-0.433661	-0.067254	-8.484728	8.496070	0.035554
3.479520	-0.498512	-0.154994	-8.515246	8.531234	0.001831
3.480519	-0.521401	-0.181697	-8.820427	8.837692	0.001221
3.481518	-0.498512	-0.170253	-8.873833	8.889456	0.030060
3.482517	-0.490883	-0.063439	-9.018794	9.032366	0.001678
3.483516	-0.418402	-0.029107	-9.102719	9.112376	0.001526
3.484515	-0.376440	0.005226	-8.934869	8.942797	0.001373
3.485514	-0.387884	-0.010033	-8.751761	8.760358	0.011749
3.486513	-0.487068	-0.090143	-8.568653	8.582958	0.001068
3.487512	-0.509957	-0.097772	-8.507617	8.523448	-0.001526
3.488511	-0.555734	-0.063439	-8.538135	8.556437	0.053101
3.489510	-0.513771	-0.010033	-8.698355	8.713520	0.000000
3.490509	-0.513771	0.039559	-8.881463	8.896399	-0.001526
3.491508	-0.445106	0.100595	-8.942499	8.954135	-0.004425
3.492507	-0.334478	0.138743	-8.866204	8.873595	-0.001526
3.493506	-0.406958	0.131113	-8.828056	8.838404	-0.001526
3.494505	-0.509957	0.016670	-8.629689	8.644759	-0.002136
3.495504	-0.570993	-0.166438	-8.644948	8.665383	0.055238
3.496503	-0.559548	-0.261807	-8.660207	8.682213	0.002136
3.497502	-0.551919	-0.174067	-8.530505	8.550113	0.001221
3.498501	-0.521401	-0.074884	-8.454210	8.470604	0.003815
3.499500	-0.418402	0.009041	-8.362656	8.373121	0.001221
3.500500	-0.372625	0.154002	-8.400804	8.410474	0.002136
3.501499	-0.456550	0.203593	-8.545764	8.560372	0.000305
3.502498	-0.521401	0.108225	-8.629689	8.646103	0.030823
3.503497	-0.609140	-0.093957	-8.622059	8.644061	-0.000763
3.504496	-0.624399	-0.231289	-8.553394	8.579272	-0.001221
3.505495	-0.586252	-0.288510	-8.438951	8.464208	0.036316
3.506494	-0.422217	-0.193141	-8.416063	8.428860	-0.000305
3.507493	-0.349737	-0.093957	-8.408433	8.416228	-0.001526
3.508492	-0.406958	0.047189	-8.408433	8.418408	-0.003815
3.509491	-0.334478	0.184520	-8.438951	8.447593	-0.002594
3.510490	-0.387884	0.146372	-8.461840	8.471990	-0.001221
3.511489	-0.559548	-0.021477	-8.477099	8.495573	-0.001221
3.512488	-0.685435	-0.143549	-8.377915	8.407133	0.059052
3.513487	-0.632029	-0.284695	-8.408433	8.436958	0.001831
3.514486	-0.452735	-0.235103	-8.408433	8.423894	0.001373
3.515485	-0.342107	-0.093957	-8.423692	8.431160	-0.000916
3.516484	-0.303960	0.020485	-8.583912	8.589316	0.000916
3.517483	-0.303960	0.092966	-8.637318	8.643165	0.003510
3.518482	-0.364996	0.108225	-8.591541	8.599972	0.001526
3.519481	-0.448920	-0.021477	-8.583912	8.595670	0.050507
3.520480	-0.509956	-0.227474	-8.545764	8.563988	-0.000458
3.521479	-0.525216	-0.345731	-8.461840	8.485170	-0.000763
3.522478	-0.490883	-0.269436	-8.561023	8.579317	0.009918
3.523477	-0.464179	-0.158808	-8.705984	8.719796	-0.000305
3.524476	-0.406958	0.031930	-8.843315	8.852732	-0.001373
3.525475	-0.437476	0.134928	-8.896722	8.908493	-0.004120
3.526474	-0.529030	0.192149	-8.736502	8.754614	0.009918
3.527473	-0.597696	0.089151	-8.477099	8.498611	0.000153
3.528472	-0.681621	-0.124475	-8.377915	8.406519	-0.000763
3.529471	-0.670176	-0.273251	-8.561023	8.591561	0.047150
3.530470	-0.578622	-0.273251	-8.759391	8.782733	0.002441
3.531469	-0.460365	-0.101587	-8.889092	8.901585	0.001373
3.532468	-0.414588	0.085336	-8.911981	8.922027	-0.001068
3.533467	-0.387884	0.199779	-8.751761	8.762630	0.000763
3.534466	-0.433661	0.268444	-8.705984	8.720911	0.004425
3.535465	-0.517586	0.211223	-8.591541	8.609709	0.002594
3.536464	-0.593881	0.051003	-8.614430	8.635027	0.059663
3.537463	-0.685435	-0.132105	-8.629689	8.657875	-0.000610
3.538462	-0.727398	-0.238918	-8.644948	8.678785	-0.000305
3.539461	-0.616770	-0.196956	-8.690725	8.714809	-0.003967
3.540460	-0.502327	-0.116846	-8.728873	8.744095	-0.001373
3.541459	-0.345922	0.073892	-8.774650	8.781777	-0.001373
3.542458	-0.273442	0.131113	-8.789909	8.795138	-0.003815
3.543457	-0.288701	0.096780	-8.652578	8.657934	0.037690
3.544456	-0.364996	0.024300	-8.583912	8.591703	0.000610
3.545455	-0.494697	-0.101587	-8.622059	8.636837	-0.000458
3.546454	-0.612955	-0.185512	-8.530505	8.554510	0.025177
3.547453	-0.609140	-0.189326	-8.599171	8.622798	0.002747
3.548452	-0.532845	-0.090143	-8.690725	8.707511	0.002289
3.549451	-0.418402	0.108225	-8.767020	8.777666	-0.002136
3.550450	-0.387884	0.226482	-8.866204	8.877574	0.004578
3.551449	-0.376440	0.192149	-8.858574	8.868651	0.004120
3.552448	-0.395514	0.096780	-8.705984	8.715501	0.001831
3.553447	-0.433661	-0.055810	-8.423692	8.435032	0.051423
3.554446	-0.498512	-0.204585	-8.355026	8.372385	-0.000458
3.555445	-0.586252	-0.261807	-8.469469	8.493771	-0.001221
3.556444	-0.517586	-0.162623	-8.683095	8.700028	-0.003662
3.557443	-0.426032	-0.002403	-8.744132	8.754505	-0.001221
3.558442	-0.376440	0.115854	-8.721243	8.730132	-0.001221
3.559441	-0.338293	0.146372	-8.721243	8.729029	-0.004273
3.560440	-0.380255	0.009041	-8.614430	8.622823	0.055695
3.561439	-0.437476	-0.154994	-8.423692	8.436468	0.000763
3.562438	-0.544289	-0.246548	-8.393174	8.414417	-0.000153
3.563437	-0.597696	-0.219844	-8.484728	8.508595	0.000153
3.564436	-0.647288	-0.109216	-8.629689	8.654620	0.001984
3.565435	-0.643473	0.047189	-8.675466	8.699425	0.002747
3.566434	-0.536660	0.157816	-8.675466	8.693482	-0.001373
3.567433	-0.487068	0.138743	-8.652577	8.667386	0.032044
3.568432	-0.464179	0.031930	-8.652578	8.665078	0.003510
3.569431	-0.475624	-0.113031	-8.461840	8.475950	0.000763
3.570430	-0.509957	-0.189326	-8.393174	8.410783	0.031739
3.571429	-0.593881	-0.212215	-8.271102	8.295110	-0.000458
3.572428	-0.647288	-0.139734	-8.232954	8.259542	-0.001373
3.573427	-0.525216	0.012856	-8.507617	8.523823	-0.003204
3.574426	-0.391699	0.123484	-8.591541	8.601352	-0.001678
3.575425	-0.384070	0.154002	-8.736502	8.746296	-0.000610
3.576424	-0.418402	0.127298	-8.644948	8.656003	-0.003052
3.577423	-0.509957	0.016670	-8.461840	8.477209	0.056611
3.578422	-0.567178	-0.074884	-8.469469	8.488769	0.001068
3.579421	-0.628214	-0.181697	-8.469469	8.494679	0.000916
3.580420	-0.555734	-0.219844	-8.614430	8.635136	-0.001221
3.581419	-0.445106	-0.154994	-8.683095	8.695878	0.001373
3.582418	-0.353552	-0.051995	-8.507617	8.515119	0.002594
3.583417	-0.216220	0.054818	-8.499987	8.502914	-0.000916
3.584416	-0.220035	0.142557	-8.545764	8.549785	0.055238
3.585415	-0.391699	0.154002	-8.660207	8.670429	0.003357
3.586414	-0.521401	0.089151	-8.675466	8.691577	0.000000
3.587413	-0.620584	0.016670	-8.606800	8.629161	0.005493
3.588412	-0.639658	-0.082513	-8.782279	8.805930	-0.000305
3.589411	-0.632029	-0.147364	-8.957758	8.981236	-0.001068
3.590410	-0.536660	-0.116846	-9.049312	9.065964	-0.003815
3.591409	-0.372625	-0.051995	-8.904351	8.912296	0.016327
3.592408	-0.319219	-0.002403	-8.599171	8.605094	-0.001373
3.593407	-0.338293	0.054818	-8.606800	8.613621	-0.002747
3.594406	-0.494697	0.035744	-8.698355	8.712484	0.043183
3.595405	-0.578622	-0.029107	-8.843315	8.862273	0.001221
3.596404	-0.654917	-0.109216	-8.957758	8.982331	0.001068
3.597403	-0.624399	-0.181697	-8.873833	8.897629	-0.001373
3.598402	-0.548104	-0.193141	-8.759391	8.778647	0.001984
3.599401	-0.467994	-0.071069	-8.690725	8.703607	0.001221
3.600400	-0.372625	0.051003	-8.767020	8.775084	0.000000
3.601399	-0.342107	0.039559	-8.744132	8.750911	0.063020
3.602398	-0.448920	0.047189	-8.705984	8.717678	0.004425
3.603397	-0.567178	0.005226	-8.622059	8.640696	-0.000916
3.604396	-0.616770	-0.082513	-8.606800	8.629266	-0.003510
3.605395	-0.574807	-0.154994	-8.599171	8.619754	-0.001221
3.606394	-0.490883	-0.162623	-8.698355	8.713713	-0.001221
3.607393	-0.448920	-0.093957	-8.713614	8.725676	-0.003204
3.608392	-0.345922	-0.048180	-8.866204	8.873080	0.043488
3.609391	-0.426032	0.031930	-8.759391	8.769803	-0.001526
3.610390	-0.475624	0.077707	-8.538135	8.551725	-0.002594
3.611389	-0.593881	0.066262	-8.210066	8.231784	0.019074
3.612388	-0.677806	-0.071069	-8.164289	8.192685	0.001221
3.613387	-0.654917	-0.101587	-8.057476	8.084686	0.001526
3.614386	-0.563363	-0.078698	-8.202436	8.222137	-0.000916
3.615385	-0.433661	-0.021477	-8.484728	8.495831	0.008698
3.616384	-0.406958	-0.036736	-8.622059	8.631736	0.001221
3.617383	-0.349737	0.012856	-8.614430	8.621536	0.001526
3.618382	-0.342107	0.028115	-8.568653	8.575526	0.037690
3.619381	-0.487068	0.012856	-8.377915	8.392071	0.002594
3.620380	-0.574807	0.012856	-8.202436	8.222562	-0.001373
3.621379	-0.536660	-0.074884	-8.194807	8.212702	-0.003204
3.622378	-0.540475	-0.132105	-8.362656	8.381144	-0.001984
3.623377	-0.483253	-0.059625	-8.545764	8.559625	-0.000763
3.624376	-0.517586	-0.017662	-8.690725	8.706142	-0.002594
3.625375	-0.452735	0.020485	-8.820427	8.832062	0.057374
3.626374	-0.433661	-0.006218	-8.889092	8.899667	-0.001678
3.627373	-0.399329	-0.044366	-8.629689	8.639037	-0.000916
3.628372	-0.418402	-0.097772	-8.644948	8.655619	-0.002136
3.629371	-0.498512	-0.086328	-8.545764	8.560727	0.000610
3.630370	-0.555734	-0.048180	-8.522876	8.541111	0.001831
3.631369	-0.574807	0.039559	-8.667836	8.686965	-0.000458
3.632368	-0.593881	0.054818	-8.835686	8.855791	0.035706
3.633367	-0.521401	0.112039	-8.774650	8.790841	0.001221
3.634366	-0.448920	0.173075	-8.713614	8.726886	0.003357
3.635365	-0.319219	0.096780	-8.667836	8.674252	-0.001068
3.636364	-0.330663	-0.067254	-8.698355	8.704897	0.001678
3.637363	-0.357366	-0.124475	-8.553394	8.561761	-0.000916
3.638362	-0.464179	-0.166438	-8.561023	8.575213	-0.003204
3.639361	-0.563363	-0.193141	-8.622060	8.642603	-0.001526
3.640360	-0.570993	-0.093957	-8.515246	8.534886	-0.000458
3.641359	-0.548104	-0.002403	-8.553394	8.570938	-0.002136
3.642358	-0.502327	0.058633	-8.843315	8.857765	0.054170
3.643357	-0.418402	0.009041	-8.789909	8.799866	-0.001068
3.644356	-0.296330	-0.040551	-8.797538	8.802621	-0.000610
3.645355	-0.353552	-0.185512	-8.744132	8.753242	-0.003052
3.646354	-0.490883	-0.216030	-8.652578	8.669183	0.000916
3.647353	-0.567178	-0.128290	-8.660207	8.679708	0.002289
3.648352	-0.635843	-0.071069	-8.667837	8.691417	0.000000
3.649351	-0.593881	0.020485	-8.629689	8.650124	0.056001
3.650350	-0.448920	0.104410	-8.515246	8.527711	0.001526
3.651349	-0.387884	0.131113	-8.561023	8.570809	0.003052
3.652348	-0.399329	0.081521	-8.629689	8.639308	0.000000
3.653347	-0.410773	-0.055810	-8.797538	8.807300	0.000610
3.654346	-0.521401	-0.097772	-8.667837	8.684055	-0.000916
3.655345	-0.620584	-0.120661	-8.644948	8.668034	-0.003662
3.656344	-0.643473	-0.154994	-8.568653	8.594178	0.022736
3.657343	-0.563363	-0.021477	-8.637318	8.655698	-0.000916
3.658342	-0.540475	0.031930	-8.774650	8.791337	-0.002289
3.659341	-0.509957	0.066262	-8.820427	8.835405	0.037537
3.660340	-0.452735	0.039559	-8.622059	8.634028	-0.000610
3.661339	-0.441291	-0.051995	-8.408433	8.420166	-0.000153
3.662338	-0.498512	-0.093957	-8.461840	8.477032	-0.002136
3.663337	-0.612955	-0.162623	-8.469469	8.493178	0.001526
3.664336	-0.639658	-0.158808	-8.576282	8.601570	0.002441
3.665335	-0.597696	-0.093957	-8.652578	8.673705	0.000763
3.666334	-0.532845	0.024300	-8.652578	8.669003	0.059358
3.667333	-0.479438	0.157816	-8.629689	8.644437	0.002136
3.668332	-0.410773	0.138743	-8.698354	8.709153	0.001984
3.669331	-0.376440	0.039559	-8.614430	8.622742	0.000458
3.670330	-0.384070	-0.048180	-8.515246	8.524040	-0.001221
3.671329	-0.452735	-0.090143	-8.324508	8.337298	-0.000763
3.672328	-0.540475	-0.078698	-8.217695	8.235826	-0.002899
3.673327	-0.666362	0.001411	-8.171918	8.199042	0.047303
3.674326	-0.586252	-0.029107	-8.377915	8.398452	-0.000153
3.675325	-0.452735	-0.074884	-8.545764	8.558076	-0.001678
3.676324	-0.345922	-0.055810	-8.805168	8.812137	0.013123
3.677323	-0.231479	-0.013848	-8.675466	8.678565	-0.000153
3.678322	-0.284886	-0.059625	-8.660207	8.665097	0.000000
3.679321	-0.410773	-0.101587	-8.622059	8.632437	-0.001373
3.680320	-0.609140	-0.105402	-8.515246	8.537657	0.010834
3.681319	-0.696880	-0.044366	-8.629689	8.657895	0.001831
3.682318	-0.685435	0.039559	-8.721243	8.748226	0.001526
3.683317	-0.628214	0.051003	-8.919611	8.941851	0.048524
3.684316	-0.426032	-0.021477	-8.881463	8.891701	0.004120
3.685315	-0.261997	-0.071069	-8.904351	8.908488	0.001984
3.686314	-0.200961	-0.067254	-8.774650	8.777208	-0.001373
3.687313	-0.319219	-0.101587	-8.675466	8.681931	-0.001678
3.688312	-0.544289	-0.109216	-8.499987	8.518096	-0.000458
3.689311	-0.727398	-0.025292	-8.461840	8.493084	-0.002441
3.690310	-0.845655	0.073892	-8.591542	8.633376	0.057832
3.691309	-0.750286	0.066262	-8.721243	8.753708	-0.000763
3.692308	-0.582437	0.012856	-8.873833	8.892936	-0.001526
3.693307	-0.406958	-0.093957	-8.782279	8.792205	-0.005188
3.694306	-0.277256	-0.185512	-8.713614	8.719997	-0.000458
3.695305	-0.292515	-0.216030	-8.622060	8.629725	0.000153
3.696304	-0.410773	-0.166438	-8.583912	8.595346	-0.001068
3.697303	-0.616770	-0.109216	-8.652577	8.675219	0.039063
3.698302	-0.803693	-0.059625	-8.576283	8.614064	0.002594
3.699301	-0.769360	-0.032921	-8.873833	8.907183	0.001831
3.700300	-0.632029	0.031930	-8.911981	8.934421	0.027466
3.701299	-0.426032	0.005226	-9.034053	9.044094	0.004273
3.702298	-0.307774	-0.029107	-8.843315	8.848717	0.002136
3.703297	-0.254368	-0.124475	-8.583912	8.588582	-0.002289
3.704296	-0.323033	-0.139734	-8.477099	8.484402	0.001221
3.705295	-0.422217	-0.090143	-8.538135	8.549043	-0.000305
3.706294	-0.471809	-0.032921	-8.599171	8.612167	-0.002289
3.707293	-0.532845	0.031930	-8.553394	8.570035	0.052338
3.708292	-0.517586	0.089151	-8.484728	8.500968	-0.000763
3.709291	-0.445106	0.085336	-8.377915	8.390165	-0.001984
3.710290	-0.391699	0.020485	-8.370286	8.379471	-0.004883
3.711289	-0.364996	0.005226	-8.393174	8.401108	-0.000153
3.712288	-0.422217	-0.029107	-8.553394	8.563858	0.000916
3.713287	-0.506142	-0.082513	-8.591541	8.606833	-0.000763
3.714286	-0.563363	-0.002403	-8.454210	8.472960	0.057984
3.715285	-0.540475	0.024300	-8.400804	8.418207	0.002747
3.716284	-0.506142	0.020485	-8.393174	8.408446	0.000305
3.717283	-0.399329	-0.036736	-8.629689	8.639001	0.002289
3.718282	-0.403143	-0.109216	-8.751761	8.761722	0.003510
3.719281	-0.368811	-0.116846	-8.751761	8.760308	0.002747
3.720280	-0.345922	-0.101587	-8.797538	8.804923	-0.002136
3.721279	-0.426032	-0.067254	-8.637319	8.648081	0.026703
3.722278	-0.635843	-0.055810	-8.614430	8.638045	-0.001068
3.723277	-0.719768	-0.029107	-8.461840	8.492446	-0.001221
3.724276	-0.708324	0.024300	-8.484728	8.514278	0.034638
3.725275	-0.632029	0.001411	-8.484728	8.508236	-0.000763
3.726274	-0.498512	-0.113031	-8.583912	8.599118	-0.002747
3.727273	-0.364996	-0.204585	-8.728873	8.738896	-0.003510
3.728272	-0.372625	-0.177882	-8.889092	8.898677	-0.000305
3.729271	-0.460365	-0.101587	-9.003535	9.015869	0.000763
3.730270	-0.536660	-0.048180	-8.889092	8.905408	0.000000
3.731269	-0.551919	0.070077	-8.698354	8.716128	0.059968
3.732268	-0.593881	0.112039	-8.553394	8.574718	0.002289
3.733267	-0.605325	0.081521	-8.530505	8.552344	0.001068
3.734266	-0.605325	0.005226	-8.835686	8.856398	0.000000
3.735265	-0.502327	-0.113031	-8.858574	8.873525	0.002441
3.736264	-0.448920	-0.135920	-8.797538	8.810033	0.002136
3.737263	-0.479438	-0.147364	-8.637318	8.651870	-0.002594
3.738262	-0.433661	-0.124475	-8.629689	8.641475	0.049897
3.739261	-0.376440	-0.021477	-8.683096	8.691278	-0.001068
3.740260	-0.406958	0.123484	-8.660207	8.670643	-0.001373
3.741259	-0.506142	0.161631	-8.660207	8.676491	0.008545
3.742258	-0.517586	0.112039	-8.637319	8.653538	-0.001373
3.743257	-0.551919	0.062448	-8.553394	8.571410	-0.002136
3.744256	-0.582437	-0.025292	-8.438951	8.459064	-0.002441
3.745255	-0.578622	-0.132105	-8.461840	8.482629	0.014649
3.746254	-0.395514	-0.170253	-8.568653	8.579466	0.001221
3.747253	-0.277256	-0.185512	-8.675466	8.681877	0.000916
3.748252	-0.273442	-0.097772	-8.767020	8.771828	0.047303
3.749251	-0.281071	0.028115	-8.843315	8.847826	0.002899
3.750250	-0.418402	0.131113	-8.767020	8.777978	0.001068
3.751249	-0.578622	0.123484	-8.545764	8.566221	0.001526
3.752248	-0.662547	0.035744	-8.469469	8.495419	0.019684
3.753247	-0.689250	-0.074884	-8.652577	8.680309	0.001373
3.754246	-0.677806	-0.162623	-8.782279	8.809898	-0.002747
3.755245	-0.521401	-0.128290	-8.652577	8.669222	0.057984
3.756244	-0.368811	-0.097772	-8.461840	8.470438	-0.000458
3.757243	-0.319219	0.009041	-8.385545	8.391623	-0.001373
3.758242	-0.254368	0.108225	-8.400804	8.405350	-0.003967
3.759241	-0.384070	0.112039	-8.545764	8.555124	-0.001221
3.760240	-0.567178	0.009041	-8.767020	8.785352	-0.001068
3.761239	-0.593881	-0.071069	-8.767020	8.787399	-0.002594
3.762238	-0.632029	-0.196956	-8.675466	8.700688	0.041657
3.763237	-0.616770	-0.250362	-8.644948	8.670537	0.002136
3.764236	-0.532845	-0.200771	-8.591541	8.610390	0.001373
3.765235	-0.498512	-0.032921	-8.377915	8.392798	0.024720
3.766234	-0.532845	0.146372	-8.240584	8.259090	0.002289
3.767233	-0.529030	0.207408	-8.324508	8.343880	0.000916
3.768232	-0.570993	0.100595	-8.438951	8.458844	0.001068
3.769231	-0.521401	-0.040551	-8.561023	8.576982	0.035248
3.770230	-0.483253	-0.174067	-8.416063	8.431722	0.001068
3.771229	-0.467994	-0.181697	-8.377915	8.392943	-0.001831
3.772228	-0.490883	-0.177882	-8.461840	8.477932	0.050202
3.773227	-0.384070	-0.029107	-8.736502	8.744989	-0.000153
3.774226	-0.384070	0.176890	-8.652578	8.662904	-0.001068
3.775225	-0.464179	0.241741	-8.499987	8.516084	-0.004273
3.776224	-0.567178	0.192149	-8.499987	8.521056	-0.002899
3.777223	-0.582437	0.039559	-8.431322	8.451508	-0.001068
3.778222	-0.529030	-0.193141	-8.477099	8.495786	-0.001221
3.779221	-0.467994	-0.311398	-8.622060	8.640365	0.058137
3.780220	-0.353552	-0.257992	-8.721243	8.732219	0.001373
3.781219	-0.303960	-0.113031	-8.782279	8.788265	0.001373
3.782218	-0.342107	0.043374	-8.927240	8.933898	0.000153
3.783217	-0.426032	0.154002	-8.973017	8.984445	0.000610
3.784216	-0.559548	0.203593	-8.789909	8.810053	0.002136
3.785215	-0.590066	0.100595	-8.545764	8.566702	0.000763
