BioWare 3.0 Export
Device:	Force plate (LP; 50Hz) 9286AA	Force plate (LP; 50Hz) 9286AA	Force plate (LP; 50Hz) 9286AA	Force plate (LP; 50Hz) 9286AA	Voltage Custom	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA
Samples (#):	8000	8000	8000	8000	8000	8000	8000	8000	8000
Rate (Hz):	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000
Contact period start (sample #):	17	17	17	17	0	17	17	17	17
Contact period end (sample #):	19	19	19	19	7999	19	19	19	19
Contact period start time (s):	0.016983	0.016983	0.016983	0.016983	0.000000	0.016983	0.016983	0.016983	0.016983
Contact period end time (s):	0.018981	0.018981	0.018981	0.018981	7.991009	0.018981	0.018981	0.018981	0.018981
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft	aux	Fx	Fy	Fz	Ft
	N	N	N	N	V	N	N	N	N
0.138861	-0.442375	-0.013685	-8.739878	8.751078	0.001068	-0.448920	0.237926	-8.850945	8.865515
0.139860	-0.433104	-0.021952	-8.749933	8.760672	0.001068	-0.487068	-0.097772	-9.072201	9.085792
0.140859	-0.425623	-0.030280	-8.760136	8.770522	-0.000153	-0.532845	-0.292325	-8.995906	9.016412
0.141858	-0.420219	-0.037469	-8.769134	8.779277	0.040589	-0.387884	-0.395323	-8.927240	8.944403
0.142857	-0.417134	-0.042737	-8.776212	8.786224	0.001221	-0.277256	-0.357176	-8.866204	8.877726
0.143856	-0.416488	-0.045916	-8.781252	8.791243	0.000610	-0.345922	-0.097772	-8.698355	8.705779
0.144855	-0.418237	-0.047376	-8.784546	8.794625	0.000763	-0.387884	0.127298	-8.637318	8.646961
0.145854	-0.422178	-0.047759	-8.786547	8.796813	0.003662	-0.422217	0.237926	-8.721243	8.734699
0.146853	-0.428023	-0.047651	-8.787647	8.798193	0.005646	-0.540475	0.218853	-8.675466	8.695040
0.147852	-0.435501	-0.047361	-8.788043	8.798955	0.002136	-0.548104	0.100595	-8.599171	8.617208
0.148851	-0.444432	-0.046893	-8.787712	8.799069	0.028687	-0.509957	-0.174067	-8.751761	8.768334
0.149850	-0.454743	-0.046105	-8.786489	8.798370	0.005035	-0.487068	-0.334287	-8.919610	8.939152
0.150849	-0.466399	-0.044947	-8.784240	8.796728	0.005035	-0.399329	-0.299954	-9.041683	9.055466
0.151848	-0.479283	-0.043627	-8.781037	8.794215	0.022583	-0.376440	-0.181697	-9.018794	9.028475
0.152847	-0.493059	-0.042603	-8.777241	8.791182	0.003510	-0.323033	0.051003	-8.889092	8.895106
0.153846	-0.507088	-0.042401	-8.773408	8.788152	0.002594	-0.361181	0.257000	-8.614430	8.625828
0.154845	-0.520439	-0.043350	-8.770044	8.785580	-0.000610	-0.559548	0.230297	-8.393174	8.414957
0.155844	-0.532017	-0.045387	-8.767323	8.783567	0.001678	-0.677806	0.142557	-8.339768	8.368480
0.156843	-0.540754	-0.048044	-8.764930	8.781726	0.001373	-0.700694	-0.082513	-8.660207	8.688899
0.157842	-0.545798	-0.050633	-8.762160	8.779288	0.000000	-0.616770	-0.303769	-8.927240	8.953675
0.158841	-0.546613	-0.052554	-8.758252	8.775450	0.038453	-0.536660	-0.334287	-9.194273	9.215986
0.159840	-0.542980	-0.053571	-8.752811	8.769800	0.001831	-0.422217	-0.223659	-9.171384	9.183822
0.160839	-0.534942	-0.053943	-8.746099	8.762609	0.000610	-0.395514	-0.120661	-8.881463	8.891084
0.161838	-0.522759	-0.054358	-8.739065	8.754855	0.001373	-0.479438	-0.025292	-8.606800	8.620180
0.162837	-0.506926	-0.055715	-8.733106	8.747984	0.013581	-0.521401	0.066262	-8.446581	8.462918
0.163836	-0.488281	-0.058828	-8.729700	8.743543	0.004883	-0.555734	0.119669	-8.660207	8.678845
0.164835	-0.468150	-0.064157	-8.730078	8.742857	0.002136	-0.643473	0.104410	-8.782279	8.806440
0.165834	-0.448482	-0.071633	-8.735014	8.746813	0.041810	-0.658732	-0.029107	-8.774650	8.799389
0.166833	-0.431896	-0.080613	-8.744689	8.755719	0.004120	-0.620584	-0.116846	-8.637318	8.660372
0.167832	-0.421598	-0.089946	-8.758599	8.769201	0.003815	-0.490883	-0.139734	-8.644948	8.660001
0.168831	-0.421116	-0.098101	-8.775478	8.786124	0.003662	-0.441291	-0.143549	-8.774650	8.786912
0.169830	-0.433905	-0.103295	-8.793271	8.804576	0.002747	-0.452735	-0.093957	-8.789909	8.802062
0.170829	-0.462849	-0.103589	-8.809163	8.821922	0.002136	-0.418402	-0.074884	-8.751761	8.762077
0.171828	-0.509721	-0.096973	-8.819657	8.834907	-0.000305	-0.403143	-0.002403	-8.774650	8.783906
0.172827	-0.574647	-0.081442	-8.820678	8.839752	0.017853	-0.487068	0.062448	-8.705984	8.719822
0.173826	-0.655611	-0.055129	-8.807729	8.832268	0.001373	-0.578622	0.123484	-8.652578	8.672782
0.174825	-0.748029	-0.016520	-8.776107	8.807944	0.000305	-0.624399	0.070077	-8.736502	8.759067
0.175824	-0.844416	0.035211	-8.721228	8.762083	0.026856	-0.555734	-0.002403	-8.850945	8.868375
0.176823	-0.934176	0.099745	-8.639003	8.689937	0.001221	-0.509957	-0.067254	-8.881463	8.896345
0.177822	-1.003567	0.175117	-8.526238	8.586883	0.001221	-0.475624	-0.116846	-8.751761	8.765455
0.178821	-1.035968	0.257251	-8.380923	8.448626	0.001221	-0.330663	-0.128290	-8.705984	8.713206
0.179820	-1.012548	0.339661	-8.202331	8.271569	0.010224	-0.311589	-0.051995	-8.736502	8.742211
0.180819	-0.913492	0.413425	-7.990841	8.053504	0.003967	-0.342107	-0.021477	-8.759391	8.766095
0.181818	-0.719831	0.467508	-7.747395	7.794796	0.003662	-0.052186	-0.818761	-6.485796	6.537480
0.182817	-0.415919	0.489579	-7.472598	7.500160	0.043336	-0.971542	-0.025292	-9.117978	9.169627
0.183816	0.007603	0.467426	-7.165629	7.180862	0.006256	-2.119783	1.000877	-3.044887	3.842730
0.184815	0.550791	0.390989	-6.823312	6.856663	0.004578	-1.932860	1.691348	-6.165357	6.678939
0.185814	1.202109	0.254621	-6.439924	6.556105	0.001373	-1.124132	1.863012	-6.951196	7.283792
0.186813	1.937704	0.058959	-6.008100	6.313116	0.002594	0.283513	1.164912	-7.393708	7.490281
0.187812	2.722731	-0.188178	-5.520517	6.158310	0.002136	1.389792	1.203059	-6.783347	7.027992
0.188811	3.514731	-0.472163	-4.971490	6.106716	0.000153	3.873198	0.462997	-4.639455	6.061400
0.189810	4.268581	-0.773200	-4.357862	6.148950	0.033112	6.917372	-0.792058	-4.860710	8.491401
0.190809	4.942132	-1.069027	-3.679222	6.253332	0.002136	7.901579	-3.622606	-0.145673	8.693644
0.191808	5.501316	-1.338107	-2.937983	6.378616	0.001221	7.169146	-2.291257	-4.059612	8.551431
0.192807	5.923583	-1.562476	-2.139959	6.489190	0.008850	8.229648	-2.253109	-2.861779	8.999633
0.193806	6.199159	-1.729560	-1.295595	6.565023	0.001831	6.451972	-4.648776	-2.281936	8.273227
0.194805	6.330265	-1.832653	-0.421328	6.603665	0.002594	5.002365	-2.073815	-3.914651	6.681980
0.195804	6.328950	-1.870032	0.459823	6.615441	0.001678	7.047074	0.234112	-1.290099	7.168014
0.196803	6.214341	-1.843015	1.319202	6.614759	0.019379	6.329900	-0.875982	-0.160932	6.392251
