BioWare 3.0 Export
Device:	Force plate (LP; 50Hz) 9286AA	Force plate (LP; 50Hz) 9286AA	Force plate (LP; 50Hz) 9286AA	Force plate (LP; 50Hz) 9286AA	Voltage Custom	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA	Force plate 9286AA
Samples (#):	8000	8000	8000	8000	8000	8000	8000	8000	8000
Rate (Hz):	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000	1001.000000
Contact period start (sample #):	512	512	512	512	0	512	512	512	512
Contact period end (sample #):	1005	1005	1005	1005	7999	1005	1005	1005	1005
Contact period start time (s):	0.511489	0.511489	0.511489	0.511489	0.000000	0.511489	0.511489	0.511489	0.511489
Contact period end time (s):	1.003996	1.003996	1.003996	1.003996	7.991009	1.003996	1.003996	1.003996	1.003996
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000	800.000000
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft	aux	Fx	Fy	Fz	Ft
	N	N	N	N	V	N	N	N	N
0.670330	1.953506	-0.035445	12.038346	12.195869	0.015869	2.023550	0.317121	9.712036	9.925672
0.671329	1.691791	0.103310	12.398671	12.513987	0.014954	1.523817	-0.598421	10.574171	10.700150
0.672328	1.418392	0.186607	12.746423	12.826455	0.018616	2.225732	-0.628939	12.435772	12.649027
0.673327	1.141223	0.207634	13.080240	13.131572	0.015564	0.345057	-0.136835	13.244500	13.249701
0.674326	0.866917	0.161376	13.396067	13.425059	0.016175	-0.974848	0.317121	14.030339	14.067740
0.675325	0.600180	0.044796	13.688816	13.702040	0.014649	0.043692	0.767262	14.121894	14.142789
0.676324	0.343695	-0.142747	13.954051	13.959013	0.028534	0.490018	0.557450	15.022176	15.040500
0.677323	0.098840	-0.399186	14.189277	14.195235	0.014191	0.390834	-0.327573	14.892474	14.901203
0.678322	-0.133000	-0.719833	14.394609	14.413210	0.013275	1.165230	-0.789158	14.823809	14.890461
0.679321	-0.349071	-1.097874	14.572732	14.618198	0.038300	1.058417	-1.056191	14.137153	14.216007
0.680320	-0.544375	-1.525109	14.728293	14.817048	0.014496	0.043692	-1.758106	14.175300	14.283977
0.681319	-0.711674	-1.992742	14.867037	15.016867	0.013275	-0.501818	-2.471466	14.556776	14.773615
0.682318	-0.842424	-2.492083	14.995061	15.224060	0.012818	-1.356323	-2.902533	14.907733	15.248109
0.683317	-0.928337	-3.015020	15.118371	15.444006	0.015259	-2.191755	-3.306897	15.106100	15.618375
0.684316	-0.963036	-3.554171	15.242725	15.681207	0.015717	-2.466417	-3.230602	15.777498	16.292619
0.685315	-0.943232	-4.102739	15.373563	15.939529	0.015259	-1.138882	-3.734150	16.090307	16.557141
0.686314	-0.869043	-4.654241	15.515819	16.222140	0.050813	-0.395005	-4.531433	15.319727	15.980737
0.687313	-0.743498	-5.202321	15.673453	16.531003	0.016785	-0.456041	-5.378309	14.007451	15.011425
0.688312	-0.571646	-5.740730	15.848850	16.866203	0.016632	-0.147046	-5.782673	15.075583	16.147264
0.689311	-0.359714	-6.263427	16.042513	17.225624	0.013581	0.211541	-5.969596	16.731186	17.765512
0.690310	-0.114588	-6.764694	16.253360	17.605281	0.016938	-0.326340	-6.839360	17.158439	18.474182
0.691309	0.156367	-7.239292	16.479406	18.000073	0.016022	-0.555225	-7.358167	17.127921	18.649841
0.692308	0.445288	-7.682638	16.718292	18.404415	0.016327	0.203911	-7.659533	16.792223	18.457756
0.693307	0.743879	-8.091013	16.967307	18.812425	0.042420	0.734163	-8.166895	17.082144	18.948267
0.694306	1.043742	-8.461724	17.222912	19.217671	0.013886	0.799013	-8.506408	16.906665	18.942881
0.695305	1.336998	-8.793229	17.480009	19.612729	0.014343	1.630630	-8.891699	16.700668	18.990355
0.696304	1.617038	-9.085199	17.731244	19.988814	0.024262	2.443173	-9.311322	16.464153	19.071921
0.697303	1.879252	-9.338515	17.966688	20.335716	0.015412	2.405025	-9.475356	17.440731	19.993639
0.698302	2.121462	-9.555131	18.174158	20.642217	0.014954	2.298212	-9.540207	18.470715	20.915656
0.699301	2.343917	-9.737827	18.340243	20.896979	0.014191	2.332545	-9.696612	18.951374	21.415406
0.700300	2.548866	-9.889847	18.451745	21.089634	0.019989	2.462247	-9.948386	18.905597	21.504759
0.701299	2.739866	-10.014499	18.497077	21.211764	0.016785	2.801760	-9.837758	18.859820	21.455166
0.702298	2.921026	-10.114768	18.467331	21.257545	0.016327	2.679688	-9.704242	18.966633	21.472918
0.703297	3.096249	-10.192997	18.356891	21.224029	0.046540	2.572875	-9.894980	18.699600	21.312094
0.704296	3.268614	-10.250742	18.163624	21.111105	0.017090	2.767427	-10.238308	17.723023	20.653986
0.705295	3.439977	-10.288874	17.888745	20.921318	0.016632	3.160347	-10.387084	17.043997	20.208343
0.706294	3.610958	-10.307857	17.536601	20.659703	0.015106	3.679154	-10.432860	17.539915	20.737149
0.707293	3.781265	-10.308130	17.114640	20.333874	0.016938	4.182701	-10.444304	18.501233	21.653501
0.708292	3.950234	-10.290430	16.633547	19.954253	0.016480	4.045370	-10.711338	18.081610	21.401925
0.709291	4.117359	-10.255984	16.107159	19.534032	0.015106	4.442105	-10.539673	16.281045	19.896970
0.710290	4.282650	-10.206505	15.551674	19.088436	0.048676	4.598510	-9.975090	14.541517	18.223732
0.711289	4.446762	-10.143958	14.984166	18.633272	0.014496	4.434475	-9.860647	14.152412	17.809764
0.712288	4.610887	-10.070215	14.420884	18.183273	0.014038	4.564177	-9.940757	14.343149	18.038190
0.713287	4.776466	-9.986744	13.875881	17.750768	0.011597	4.587065	-10.047570	13.717530	17.611514
0.714286	4.944826	-9.894445	13.360142	17.344877	0.013886	4.587066	-9.822499	12.565473	16.595595
0.715285	5.116892	-9.793596	12.881176	16.971205	0.013428	4.716767	-9.364729	11.413417	15.498779
0.716284	5.293086	-9.683913	12.443088	16.632059	0.013275	5.178353	-9.715686	12.084814	16.347864
0.717283	5.473491	-9.564715	12.047335	16.327314	0.035554	5.872638	-10.081903	13.198723	17.616439
0.718282	5.658216	-9.435184	11.694088	16.055834	0.016175	6.414333	-9.658464	13.404720	17.723321
0.719281	5.847763	-9.294567	11.383677	15.816871	0.015412	6.215966	-9.406691	12.931690	17.156709
0.720280	6.043130	-9.142201	11.117375	15.610743	0.032502	5.540755	-9.185435	10.322397	14.887044
0.721279	6.245562	-8.977312	10.897141	15.438486	0.015564	6.009969	-8.487335	10.207955	14.572472
0.722278	6.456118	-8.798728	10.724637	15.300879	0.015564	6.257928	-8.231746	9.750184	14.212297
0.723277	6.675310	-8.604690	10.600210	15.197529	0.013428	6.208337	-8.540741	10.444469	14.851756
0.724276	6.902982	-8.392936	10.522352	15.126547	0.015259	6.872104	-8.536927	10.452099	15.144349
0.725275	7.138458	-8.161066	10.487720	15.084855	0.015412	7.577834	-8.391966	10.238473	15.253687
0.726274	7.380864	-7.907051	10.491575	15.068900	0.013275	7.783830	-8.208858	10.146919	15.196490
0.727273	7.629460	-7.629676	10.528461	15.075447	0.045014	7.947865	-8.144007	10.383433	15.404840
0.728272	7.883742	-7.328771	10.593101	15.102253	0.013428	8.241601	-7.732013	11.482083	16.110440
0.729271	8.143229	-7.005122	10.681383	15.148460	0.013275	8.001272	-6.648623	12.512067	16.271950
0.730270	8.406944	-6.660074	10.791115	15.214515	0.011749	7.703721	-6.003929	11.314234	14.946784
0.731269	8.672792	-6.295013	10.922072	15.301509	0.013123	7.203988	-5.443160	11.466824	14.594981
0.732268	8.937165	-5.911054	11.075108	15.410110	0.012512	8.878665	-5.343976	10.818315	14.980812
0.733267	9.195110	-5.509235	11.250502	15.539483	0.012665	9.092292	-5.412642	9.849368	14.456020
0.734266	9.441179	-5.091285	11.446042	15.686585	0.046998	9.275400	-6.122186	10.223214	15.100606
0.735265	9.670716	-4.660748	11.655439	15.845964	0.014649	10.904300	-5.939078	10.200325	16.069320
0.736264	9.881247	-4.223984	11.867649	16.010064	0.014191	11.381145	-4.920538	10.413951	16.192361
0.737263	10.073532	-3.790555	12.067394	16.169922	0.016480	10.770784	-4.607729	12.153480	16.880404
0.738262	10.251836	-3.372731	12.236903	16.316165	0.014343	11.198037	-4.176661	13.099539	17.732413
0.739261	10.423199	-2.984111	12.358455	16.440177	0.014496	11.098853	-2.395170	13.763307	17.842365
0.740260	10.595742	-2.637582	12.417039	16.535097	0.013733	8.867221	-1.033303	14.457592	16.991683
0.741259	10.776393	-2.343056	12.402329	16.596335	0.027924	9.004552	-0.842565	13.442868	16.201931
0.742258	10.968669	-2.105657	12.309465	16.621324	0.014649	10.129905	-0.926490	11.924595	15.673842
0.743257	11.171260	-1.924935	12.138572	16.608654	0.012207	10.091758	-1.212596	11.054830	15.017431
0.744256	11.377820	-1.795334	11.893533	16.556996	0.034485	10.499937	-1.998436	10.902240	15.267654
0.745255	11.577914	-1.707659	11.580777	16.464464	0.012360	11.987691	-2.608797	11.573637	16.865932
0.746254	11.758863	-1.651090	11.208589	16.328792	0.012818	13.128303	-2.677462	12.054296	18.022963
0.747253	11.907970	-1.615091	10.786916	16.148246	0.010681	13.082526	-2.551575	11.443935	17.567774
0.748252	12.014503	-1.590741	10.327260	15.922658	0.011902	12.418758	-2.135767	10.383433	16.327974
0.749251	12.070927	-1.571254	9.842258	15.653950	0.013123	12.399684	-1.258373	9.643371	15.758499
0.750250	12.073287	-1.551775	9.344884	15.345980	0.012970	12.605681	-1.117227	8.880420	15.460054
0.751249	12.020919	-1.528796	8.847491	15.003927	0.048219	11.518476	-1.128672	8.521833	14.372572
0.752248	11.915772	-1.499584	8.360982	14.633537	0.014038	11.564253	-1.227855	8.010655	14.121267
0.753247	11.761563	-1.461867	7.894259	14.240461	0.013733	11.621474	-1.449111	7.705475	14.019020
0.754246	11.563040	-1.413838	7.454013	13.829864	0.012360	11.373516	-1.739032	7.537626	13.754887
0.755245	11.325463	-1.354347	7.044778	13.406314	0.013886	11.640548	-1.636034	7.278222	13.825755
0.756244	11.054260	-1.283108	6.669117	12.973826	0.013886	11.190407	-1.353742	6.805193	13.166946
0.757243	10.754740	-1.200760	6.327803	12.535843	0.012970	10.400753	-1.113413	6.255868	12.188160
0.758242	10.431771	-1.108766	6.019913	12.095063	0.047456	10.156609	-0.934119	5.737061	11.702271
0.759241	10.089479	-1.009228	5.742851	11.653174	0.013733	9.946797	-0.838750	5.378474	11.338882
0.760240	9.731075	-0.904751	5.492466	11.210691	0.011292	9.218179	-0.842565	5.447140	10.740394
0.761239	9.358938	-0.798394	5.263325	10.767068	0.018921	9.218179	-1.113413	5.271661	10.677308
0.762238	8.974942	-0.693720	5.049199	10.321107	0.011444	9.736986	-1.182078	5.134330	11.071023
0.763237	8.580974	-0.594783	4.843654	9.871568	0.011597	9.122810	-0.842565	5.073294	10.472530
0.764236	8.179401	-0.505924	4.640640	9.417754	0.010376	8.233972	-0.545014	5.233514	9.771642
0.765235	7.773246	-0.431279	4.434957	8.959810	0.017548	7.791460	0.038644	4.203529	8.853135
0.766234	7.366025	-0.374118	4.222511	8.498699	0.012818	7.184914	0.168345	4.096716	8.272510
0.767233	6.961379	-0.336227	4.000381	8.035975	0.011597	6.875919	0.229381	4.134864	8.026704
0.768232	6.562685	-0.317594	3.766818	7.573547	0.040742	6.196892	0.076791	3.799165	7.269183
0.769231	6.172764	-0.316521	3.521237	7.113530	0.013733	5.758196	-0.705234	3.753388	6.909566
0.770230	5.793780	-0.330148	3.264180	6.658210	0.013428	6.170189	-0.949378	3.242211	7.034521
0.771229	5.427340	-0.355131	2.997202	6.210101	0.011292	5.964192	-0.609865	3.020955	6.713397
0.772228	5.074687	-0.388177	2.722668	5.772005	0.013581	5.033392	-0.609865	2.364817	5.594580
0.773227	4.736785	-0.426264	2.443531	5.346932	0.013733	4.644287	-0.354276	2.402965	5.241102
0.774226	4.414212	-0.466562	2.163171	4.937840	0.012512	4.514585	-0.068170	2.280893	5.058517
0.775225	4.106919	-0.506215	1.885332	4.547254	0.039368	3.751634	-0.316129	2.242745	4.382306
0.776224	3.813998	-0.542176	1.614091	4.176820	0.012207	3.148903	-0.434386	1.632384	3.573368
0.777223	3.533586	-0.571218	1.353748	3.826899	0.010376	3.450268	-0.251278	1.281427	3.689112
0.778222	3.263019	-0.590155	1.108598	3.496365	0.008850	3.629562	-0.705234	0.678695	3.759216
0.779221	2.999258	-0.596244	0.882659	3.182788	0.011139	3.286234	-1.086709	0.823656	3.557904
0.780220	2.739411	-0.587651	0.679482	2.882950	0.011292	2.828463	-0.949378	0.861804	3.105516
0.781219	2.481158	-0.563821	0.502106	2.593482	0.009308	2.458432	-0.754826	0.846545	2.707450
0.782218	2.222993	-0.525590	0.353054	2.311405	0.034180	2.099845	-0.651827	0.648177	2.292239
0.783217	1.964360	-0.475009	0.234218	2.034503	0.012512	1.840442	-0.285611	0.266702	1.881470
0.784216	1.705781	-0.414963	0.146539	1.761635	0.010986	1.706925	-0.117761	-0.061367	1.712083
0.785215	1.449042	-0.348745	0.089510	1.493104	0.028382	1.741258	-0.297055	-0.442843	1.821079
0.786214	1.197408	-0.279700	0.060682	1.231138	0.013123	1.901478	-0.239834	-0.854836	2.098543
0.787213	0.955727	-0.211020	0.055424	0.980314	0.012818	1.912922	-0.281796	-0.938761	2.149407
0.788212	0.730194	-0.145632	0.067198	0.747601	0.011749	0.913456	-0.216945	0.060705	0.940825
0.789211	0.527604	-0.086126	0.088492	0.541862	0.014038	-0.360672	-0.152094	0.922840	1.002422
0.790210	0.354146	-0.034648	0.112242	0.373120	0.013428	-0.139417	-0.110132	1.449276	1.460126
0.791209	0.214120	0.007254	0.133241	0.252296	0.012055	-0.494189	0.153086	1.128837	1.241745
0.792208	0.108982	0.038833	0.148982	0.188629	0.034028	-1.047328	0.446822	0.732102	1.353706
0.793207	0.037016	0.060309	0.159601	0.174585	0.011749	-0.639149	0.404860	-0.030849	0.757216
0.794206	-0.006241	0.072887	0.167014	0.182332	0.010071	0.444241	0.256085	-0.671728	0.845073
0.795205	-0.026888	0.078519	0.173634	0.192450	0.008545	0.959233	-0.022393	-1.007426	1.391236
0.796204	-0.031198	0.079423	0.181218	0.200303	0.011139	0.997381	-0.407683	-0.610692	1.238514
0.797203	-0.024356	0.077507	0.190303	0.206920	0.011444	0.825717	-0.560273	0.350626	1.057664
0.798202	-0.009874	0.073910	0.200384	0.213808	0.009308	0.226800	-0.155909	1.075430	1.110088
0.799201	0.010205	0.068883	0.210559	0.221775	0.044862	-0.581928	0.164531	1.090689	1.247122
0.800200	0.034497	0.062021	0.220158	0.231314	0.012207	-0.887109	0.378157	0.503217	1.087746
0.801199	0.061326	0.052715	0.228902	0.242767	0.012055	-0.856591	0.465896	-0.183439	0.992198
0.802198	0.088110	0.040574	0.236579	0.255694	0.012207	-0.360672	0.290417	-0.496249	0.678742
0.803197	0.111408	0.025639	0.242496	0.268092	0.012970	0.531980	0.046273	-0.229216	0.581106
0.804196	0.127565	0.008322	0.245128	0.276459	0.013581	1.031713	-0.247463	0.060705	1.062712
0.805195	0.133627	-0.010826	0.242174	0.276806	0.011749	0.928715	-0.499237	0.358256	1.113596
0.806194	0.128022	-0.031351	0.231007	0.265964	0.027771	0.596831	-0.442016	0.449810	0.868283
0.807193	0.110697	-0.052931	0.209310	0.242624	0.013581	-0.150861	-0.083429	0.518476	0.546385
0.808192	0.082677	-0.075099	0.175697	0.208194	0.011749	-0.837517	0.252270	0.236184	0.906012
0.809191	0.045367	-0.096744	0.130179	0.168417	0.032502	-0.932886	0.439193	0.144630	1.041193
0.810190	0.000047	-0.115576	0.074468	0.137489	0.010681	-0.490374	0.340009	-0.038479	0.597958
0.811189	-0.052053	-0.127825	0.012156	0.138551	0.010071	0.188652	0.122568	0.106482	0.248900
0.812188	-0.109069	-0.128301	-0.051120	0.175984	0.009461	0.749422	-0.129206	0.121741	0.770161
0.813187	-0.167485	-0.110816	-0.107561	0.227817	0.011139	0.730348	-0.243648	0.236184	0.805329
0.814186	-0.221263	-0.068833	-0.147150	0.274497	0.011292	0.432797	-0.190242	0.220925	0.521836
0.815185	-0.261532	0.003818	-0.157803	0.305475	0.010376	0.020803	0.015755	0.228554	0.230039
0.816184	-0.276937	0.112261	-0.125790	0.324221	0.045930	-0.410264	0.141642	0.121741	0.450777
0.817183	-0.254561	0.259959	-0.036497	0.365666	0.012512	-0.608631	0.175975	0.030187	0.634280
0.818182	-0.181104	0.448138	0.124508	0.499128	0.012360	-0.395005	0.217937	0.144630	0.473755
0.819181	-0.044071	0.675266	0.370184	0.771338	0.010224	0.070395	0.210308	0.068335	0.232065
0.820180	0.167184	0.936654	0.710639	1.187552	0.012665	0.581572	0.099680	0.243813	0.638441
0.821179	0.460506	1.224364	1.151810	1.742928	0.012665	0.657867	0.515488	1.197502	1.460318
0.822178	0.839915	1.527572	1.694330	2.430985	0.011902	0.543425	1.335660	1.861270	2.354490
0.823177	1.304457	1.833530	2.332584	3.241047	0.041962	0.516721	2.182536	2.273263	3.193461
0.824176	1.847045	2.128981	3.053860	4.155742	0.013886	0.673126	2.735676	2.822588	3.987985
0.825175	2.453617	2.401745	3.837540	5.149304	0.011292	1.031713	3.460479	2.555555	4.423823
0.826174	3.103041	2.642058	4.654484	6.186562	0.018006	1.642074	3.490997	2.502149	4.598284
0.827173	3.768069	2.843333	5.467029	7.222970	0.010529	3.015386	2.964561	3.036214	5.205745
0.828172	4.417506	3.002204	6.230217	8.206290	0.010529	5.597976	3.113336	4.501081	7.828788
0.829171	5.019328	3.117952	6.894777	9.080376	0.009613	6.971288	2.865377	6.210091	9.765985
0.830170	5.544060	3.191582	7.411955	9.790806	0.019837	6.822512	2.724232	8.849902	11.501690
0.831169	5.967511	3.224863	7.739667	10.291422	0.011139	6.975102	2.708972	10.948017	13.260832
0.832168	6.272317	3.219553	7.848831	10.550433	0.010529	6.475370	2.640307	12.069555	13.949043
0.833167	6.448268	3.177004	7.728375	10.554681	0.038911	5.983266	3.101892	12.214516	13.950470
0.834166	6.491800	3.098198	7.387526	10.311054	0.012512	6.494443	3.346037	10.185066	12.534326
0.835165	6.405156	2.984133	6.854552	9.844590	0.012512	6.177819	3.185817	7.049337	9.899900
0.836164	6.195555	2.836339	6.172120	9.193736	0.010376	5.910786	2.972191	3.997533	7.729914
0.837163	5.874497	2.657335	5.390472	8.404067	0.012818	6.185448	2.914969	1.990971	7.121852
0.838162	5.457234	2.450926	4.560285	7.522276	0.013275	5.872638	2.659381	1.266168	6.569883
0.839161	4.962248	2.222287	3.726965	6.591869	0.012055	5.414867	2.384718	1.693420	6.154295
0.840160	4.410593	1.977867	2.927462	5.651135	0.047456	4.907505	2.224498	2.502149	5.940770
0.841159	3.824891	1.725064	2.189621	4.732872	0.013275	3.606673	1.762913	3.295618	5.193944
0.842158	3.227996	1.471732	1.533282	3.864829	0.012207	2.485135	1.171626	3.150657	4.180340
0.843157	2.641470	1.225561	0.971929	3.069855	0.009766	1.943440	1.019036	2.166450	3.083650
0.844156	2.084218	0.993472	0.513844	2.365373	0.010071	1.462781	0.744373	0.404033	1.690285
0.845155	1.571583	0.781138	0.162302	1.762496	0.010834	1.310191	0.515488	-1.213423	1.858689
0.846154	1.115013	0.592723	-0.084898	1.265615	0.009461	1.390300	0.637560	-1.922968	2.457076
0.847153	0.722198	0.430835	-0.235801	0.873379	0.035554	0.970677	0.526932	-1.457568	1.828763
0.848152	0.397427	0.296619	-0.303799	0.581571	0.010834	0.413723	0.259899	-0.313141	0.580320
0.849151	0.141922	0.189916	-0.305960	0.387068	0.011139	0.161949	0.198863	0.800768	0.840835
0.850150	-0.045929	0.109409	-0.260535	0.286283	0.026093	-0.398820	0.195049	1.266168	1.341746
0.851149	-0.170393	0.052750	-0.184400	0.256553	0.012970	-0.734518	0.027199	1.228020	1.431185
0.852148	-0.238103	0.016671	-0.091216	0.255522	0.012970	-0.688741	-0.178797	0.632918	0.952323
0.853147	-0.257498	-0.002910	0.009292	0.257682	0.012055	-0.196638	-0.117761	0.114112	0.256038
0.854146	-0.237905	-0.010732	0.110970	0.262733	0.015106	0.310725	-0.071984	-0.389436	0.503381
0.855145	-0.188398	-0.011946	0.210178	0.282509	0.013581	0.650238	-0.194057	-0.625951	0.923191
0.856144	-0.116729	-0.011748	0.304586	0.326399	0.012207	0.856235	0.072976	-0.366548	0.934249
0.857143	-0.028703	-0.014926	0.392266	0.393598	0.043336	0.520536	0.294232	0.236184	0.642894
0.858142	0.071784	-0.025362	0.471324	0.477434	0.012970	-0.002085	0.160716	0.838915	0.854174
0.859141	0.182027	-0.045613	0.539972	0.571650	0.014038	-0.436967	0.092050	1.052541	1.143354
0.860140	0.299401	-0.076644	0.596755	0.672036	0.009003	-0.642964	0.118753	0.831286	1.057611
0.861139	0.420282	-0.117758	0.640651	0.775202	0.009918	-0.581928	-0.026207	0.289590	0.650530
0.862138	0.539453	-0.166691	0.670916	0.876883	0.011139	-0.200453	-0.071984	0.152259	0.261813
0.863137	0.650247	-0.219868	0.686851	0.971045	0.009918	0.367946	-0.064355	0.350626	0.512313
0.864136	0.745509	-0.272781	0.687722	1.050312	0.045472	0.825717	0.244640	0.571882	1.033782
0.865135	0.819137	-0.320533	0.672976	1.107530	0.011139	2.912388	-0.834935	1.296686	3.295529
0.866134	0.867763	-0.358522	0.642684	1.137802	0.011597	2.363063	-0.472534	0.884692	2.567106
0.867133	0.891925	-0.383214	0.597973	1.140155	0.010224	0.963048	-0.419127	1.060171	1.492344
0.868132	0.896232	-0.392842	0.541227	1.118250	0.012665	1.069861	-1.185893	0.533735	1.683988
0.869131	0.888525	-0.387905	0.475983	1.080050	0.013123	1.024084	-1.349927	-0.015590	1.694490
0.870130	0.878410	-0.371298	0.406616	1.036727	0.011902	0.921086	-0.804417	0.457440	1.305656
0.871129	0.875521	-0.347909	0.337983	1.000905	0.030365	-0.154676	0.195049	0.556623	0.609752
0.872128	0.887779	-0.323674	0.275160	0.984190	0.013886	-0.246230	0.061532	0.083594	0.267214
0.873127	0.919942	-0.304359	0.223222	0.994362	0.011902	0.543425	-0.018578	0.411663	0.681998
0.874126	0.972767	-0.294442	0.187027	1.033417	0.034028	0.459500	0.458267	0.281961	0.707567
0.875125	1.042920	-0.296332	0.170954	1.097597	0.012360	-0.066936	0.416304	0.022557	0.422254
0.876124	1.123615	-0.310072	0.178594	1.179217	0.012512	0.055136	0.031014	0.205666	0.215175
0.877123	1.206009	-0.333594	0.212420	1.269199	0.008545	0.139061	-0.060540	0.266702	0.306811
0.878122	1.281435	-0.363534	0.273461	1.359784	0.009613	3.652451	1.095331	-0.252105	3.821479
0.879121	1.344241	-0.396568	0.361014	1.447267	0.011597	6.040488	-3.158121	0.823656	6.865830
0.880120	1.394332	-0.431014	0.472434	1.533991	0.010529	1.714555	-3.997368	0.442181	4.371975
0.881119	1.438163	-0.468035	0.602968	1.628171	0.045167	2.282953	1.068628	0.739732	2.626984
0.882118	1.487674	-0.511679	0.745557	1.740932	0.011139	1.417004	0.740559	-0.068997	1.600340
0.883117	1.557603	-0.567728	0.890671	1.881950	0.011444	1.100379	-2.158656	-0.313141	2.443089
0.884116	1.662089	-0.642122	1.026362	2.056278	0.009613	-1.009181	0.599413	0.640548	1.337177
0.885115	1.811403	-0.739545	1.138882	2.263882	0.012970	-1.566135	1.965095	0.915210	2.674320
0.886114	2.009751	-0.862454	1.213955	2.501322	0.013275	-1.028255	-0.152094	1.640014	1.941671
0.887113	2.255045	-1.010929	1.238531	2.764266	0.011749	6.547850	-3.470932	2.036748	7.685704
0.888112	2.540712	-1.183467	1.202656	3.049950	0.043641	3.179421	-2.261654	1.296686	4.111592
0.889111	2.858450	-1.378035	1.101098	3.358888	0.013428	2.828463	-1.452926	2.006230	3.759808
0.890110	3.200510	-1.592537	0.934533	3.694968	0.011749	6.002340	-1.773365	1.693420	6.483871
0.891109	3.560789	-1.824432	0.710153	4.063507	0.018158	7.738053	-1.586442	2.776811	8.372870
0.892108	3.934382	-2.069834	0.441519	4.467495	0.011292	2.271509	-1.929770	0.144630	2.984072
0.893107	4.315382	-2.322489	0.147445	4.902878	0.012207	-0.711630	-0.915045	1.914676	2.238238
0.894106	4.693599	-2.572961	-0.150109	5.354675	0.009613	2.401211	-0.472534	-1.404161	2.821484
0.895105	5.051997	-2.808442	-0.428898	5.796031	0.021057	2.744539	-2.223506	-2.205260	4.164090
0.896104	5.366437	-3.013590	-0.669463	6.191005	0.010986	4.003408	-3.768482	-1.900079	5.817133
0.897103	5.608113	-3.172450	-0.857672	6.500075	0.010834	5.784899	-3.673113	-2.357850	7.246811
0.898102	5.748016	-3.270936	-0.986109	6.686637	0.036469	8.260675	-4.714542	-2.090817	9.738437
0.899101	5.762321	-3.299147	-1.054104	6.723083	0.011444	9.839983	-5.370680	-1.686453	11.336383
0.900100	5.637282	-3.252884	-1.066495	6.595271	0.012055	8.569670	-4.264401	-0.351289	9.578505
0.901099	5.372182	-3.133948	-1.031488	6.304438	0.010986	6.788180	-2.753757	0.449810	7.339270
0.902098	4.979580	-2.949204	-0.958228	5.866193	0.013428	5.464459	-1.868734	0.846545	5.836876
0.903097	4.483057	-2.708895	-0.854861	5.307231	0.013123	3.824115	-1.636034	0.266702	4.167924
0.904096	3.913367	-2.424984	-0.727689	4.660957	0.012818	2.191399	-1.880178	-0.786171	2.992552
0.905095	3.304111	-2.110105	-0.581538	3.963316	0.048524	1.668778	-2.494354	-1.480456	3.346397
0.906094	2.687891	-1.777196	-0.420942	3.249673	0.013275	1.993032	-2.524872	-1.930597	3.751581
0.907093	2.093557	-1.439507	-0.251398	2.553108	0.011444	1.672592	-1.964103	-1.381273	2.926291
0.908092	1.544636	-1.110493	-0.079984	1.904073	0.010681	1.157600	-1.540665	-0.297882	1.949980
0.909091	1.058684	-0.803288	0.084975	1.331655	0.012512	1.115638	-1.052377	0.808397	1.733681
0.910090	0.647197	-0.529688	0.235004	0.868712	0.011597	0.688385	0.187419	1.189873	1.387371
0.911089	0.315823	-0.298828	0.362797	0.566272	0.009918	-0.223341	0.973259	1.044912	1.445322
0.912088	0.064759	-0.115929	0.463201	0.481859	0.037537	-0.555225	1.045739	0.716843	1.384091
0.913087	-0.110657	0.018416	0.533576	0.545241	0.011902	-0.253859	0.820668	0.297220	0.909000
0.914086	-0.219026	0.108061	0.573621	0.623451	0.011139	-0.204267	0.359083	0.487958	0.639350
0.915085	-0.271624	0.160194	0.584914	0.664504	0.022583	0.016988	-0.598421	0.671066	0.899292
0.916084	-0.280938	0.183596	0.570398	0.661807	0.012055	0.306910	-1.094339	0.655807	1.312194
0.917083	-0.259241	0.186819	0.533898	0.622218	0.011749	0.478574	-0.953193	0.350626	1.122741
0.918082	-0.217449	0.176872	0.479637	0.555535	0.010834	0.318354	-0.319943	0.205666	0.495996
0.919081	-0.164467	0.158757	0.411803	0.470994	0.015717	-0.021159	0.401045	0.068335	0.407375
0.920080	-0.107068	0.135827	0.334242	0.376338	0.013886	-0.265303	0.797780	0.037817	0.841587
0.921079	-0.050187	0.110569	0.250382	0.278272	0.012970	-0.383561	0.858816	0.342997	1.001165
0.922078	0.002605	0.085317	0.163401	0.184352	0.044099	-0.356858	0.626116	0.579512	0.924772
0.923077	0.048697	0.062539	0.076528	0.110177	0.013123	-0.116528	0.057717	0.579512	0.593923
0.924076	0.086255	0.044599	-0.006731	0.097336	0.012207	0.238244	-0.556458	0.350626	0.699532
0.925075	0.114259	0.033174	-0.082634	0.144858	0.010376	0.516721	-0.796788	-0.160551	0.963145
