;"species";"sex";"spsex";"ecomorph";"pht";"pdia";"dist1";"dist2";"dist3";"island"
"295";"GR";"F";"GRF";"TC";1.41;0.016;"0.09";"0.12";"0.18";"pr"
"296";"GR";"F";"GRF";"TC";0.98;0.055;"0.51";"0.58";"0.31";"pr"
"297";"GR";"F";"GRF";"TC";2.06;0.03;"0.08";"0.18";"0.16";"pr"
"298";"GR";"F";"GRF";"TC";0.77;0.13;"0.08";"0.07";"0.11";"pr"
"299";"GR";"F";"GRF";"TC";1.8;0.105;"0.20";"0.30";"0.24";"pr"
"300";"GR";"F";"GRF";"TC";0.7;0.1;"0.21";"0.47";"0.51";"pr"
"301";"GR";"F";"GRF";"TC";0.77;0.095;"0.08";"0.20";"0.33";"pr"
"302";"GR";"F";"GRF";"TC";0.3;0.02;"0.11";"1.00";"1.00";"pr"
"303";"GR";"F";"GRF";"TC";1.53;0.21;"1.00";"1.00";"0.99";"pr"
"304";"GR";"F";"GRF";"TC";0.48;0.058;"0.08";"0.75";"0.34";"pr"
"305";"GR";"F";"GRF";"TC";0.39;0.077;"0.16";"0.13";"0.23";"pr"
"306";"GR";"F";"GRF";"TC";0.56;0.026;"0.06";"0.58";"0.39";"pr"
"307";"GR";"F";"GRF";"TC";2.9;0.016;"0.11";"0.16";"0.27";"pr"
"308";"GR";"F";"GRF";"TC";1.62;0.011;"0.09";"0.13";"0.24";"pr"
"309";"GR";"F";"GRF";"TC";2.1;0.038;"0.07";"0.56";"0.48";"pr"
"310";"GR";"F";"GRF";"TC";1.35;0.027;"0.11";"0.07";"0.19";"pr"
"311";"GR";"F";"GRF";"TC";2.85;0.026;"0.22";"0.26";"0.27";"pr"
"312";"GR";"F";"GRF";"TC";0.73;0.132;"0.28";"0.16";"0.33";"pr"
"313";"GR";"F";"GRF";"TC";3.1;0.043;"0.18";"0.09";"0.03";"pr"
"314";"GR";"F";"GRF";"TC";1.2;0.04;"0.05";"1.00";"0.11";"pr"
"315";"GR";"F";"GRF";"TC";0.5;0.002;"0.10";"0.25";"0.40";"pr"
"316";"GR";"F";"GRF";"TC";0.3;0.025;"0.15";"0.40";"0.25";"pr"
"317";"GR";"F";"GRF";"TC";0.69;0.035;"0.10";"0.42";"0.56";"pr"
"318";"GR";"F";"GRF";"TC";1.75;0.09;"0.05";"0.10";"0.25";"pr"
"319";"GR";"F";"GRF";"TC";1.46;0.027;"0.14";"0.31";"0.47";"pr"
"320";"GR";"F";"GRF";"TC";0.78;0.028;"0.16";"0.26";"0.10";"pr"
"321";"GR";"F";"GRF";"TC";1.6;0.01;"0.06";"0.39";"0.99";"pr"
"322";"GR";"F";"GRF";"TC";2;0.045;"0.05";"0.25";"0.15";"pr"
"323";"GR";"F";"GRF";"TC";2.02;0.018;"0.03";"0.24";"0.20";"pr"
"324";"GR";"F";"GRF";"TC";3;0.08;"0.15";"0.80";"0.40";"pr"
"325";"GR";"F";"GRF";"TC";2.75;0.006;"0.04";"0.06";"0.08";"pr"
"326";"GR";"F";"GRF";"TC";3;0.1;"0.35";"0.15";"0.50";"pr"
"327";"GR";"F";"GRF";"TC";0.1;0.05;"0.12";"0.40";"0.05";"pr"
"328";"GR";"F";"GRF";"TC";1.3;0.23;"1.00";"1.00";"1.00";"pr"
"329";"GR";"F";"GRF";"TC";0.19;0.002;"0.15";"0.35";"0.91";"pr"
"330";"GR";"M";"GRM";"TC";0.54;0.05;"0.04";"0.05";"0.41";"jamaica"
"331";"GR";"M";"GRM";"TC";3;0.1;"0.13";"0.05";"0.16";"jamaica"
"332";"GR";"M";"GRM";"TC";1.74;0.19;"0.48";"0.34";"0.49";"jamaica"
"333";"GR";"M";"GRM";"TC";0.85;0.05;"0.16";"0.18";"0.46";"jamaica"
"334";"GR";"M";"GRM";"TC";0.89;0.02;"0.22";"0.23";"0.51";"jamaica"
"335";"GR";"M";"GRM";"TC";1.6;0.03;"0.39";"0.10";"0.16";"jamaica"
"336";"GR";"M";"GRM";"TC";1.17;0.25;"0.42";"0.45";"0.96";"jamaica"
"337";"GR";"M";"GRM";"TC";1.52;0.21;"0.06";"0.12";"0.41";"jamaica"
"338";"GR";"M";"GRM";"TC";2.5;0.18;"0.01";"0.55";"0.89";"jamaica"
"339";"GR";"M";"GRM";"TC";1.75;0.17;"0.30";"0.38";"0.47";"jamaica"
"340";"GR";"M";"GRM";"TC";0.85;0.06;"0.47";"0.45";"0.64";"jamaica"
"341";"GR";"M";"GRM";"TC";0.57;0.09;"0.14";"0.06";"0.16";"jamaica"
"342";"GR";"M";"GRM";"TC";0.95;0.16;"0.11";"0.64";"0.45";"jamaica"
"343";"GR";"M";"GRM";"TC";0.73;0.24;"0.80";"0.36";"0.14";"jamaica"
"344";"GR";"M";"GRM";"TC";2;0.11;"0.54";"0.36";"0.49";"jamaica"
"345";"GR";"M";"GRM";"TC";2.52;0.1;"0.10";"0.10";"0.50";"jamaica"
"346";"GR";"M";"GRM";"TC";1.6;0.03;"0.41";"0.26";"0.05";"jamaica"
"347";"GR";"M";"GRM";"TC";1.6;0.14;"0.07";"0.23";"0.08";"jamaica"
"348";"GR";"M";"GRM";"TC";0.89;0.07;"0.13";"0.32";"0.40";"jamaica"
"349";"GR";"M";"GRM";"TC";1.28;0.09;"0.12";"0.64";"0.24";"jamaica"
"350";"GR";"M";"GRM";"TC";4.2;0.15;"0.07";"0.33";"1.00";"jamaica"
"351";"GR";"M";"GRM";"TC";1.53;0.06;"0.22";"0.66";"0.17";"jamaica"
"352";"GR";"M";"GRM";"TC";1.8;0.175;"0.69";"0.99";"0.43";"jamaica"
"353";"GR";"M";"GRM";"TC";1.74;0.25;"0.20";"0.19";"0.25";"jamaica"
"354";"GR";"M";"GRM";"TC";3.6;0.24;"0.58";"0.44";"1.00";"jamaica"
"355";"GR";"M";"GRM";"TC";1.54;0.022;"0.18";"0.11";"0.28";"jamaica"
"356";"GR";"M";"GRM";"TC";0.9;0.025;"0.46";"0.18";"0.06";"jamaica"
"357";"GR";"M";"GRM";"TC";0.97;0.015;"0.26";"0.07";"0.36";"jamaica"
"358";"GR";"M";"GRM";"TC";3;0.09;"0.14";"0.45";"0.54";"jamaica"
"359";"GR";"M";"GRM";"TC";0.49;0.25;"0.28";"0.53";"0.55";"jamaica"
"360";"GR";"M";"GRM";"TC";1.52;0.08;"0.32";"0.52";"0.26";"jamaica"
"361";"GR";"M";"GRM";"TC";3.74;0.14;"0.11";"0.21";"0.53";"jamaica"
"362";"GR";"M";"GRM";"TC";1.96;0.06;"0.12";"0.13";"0.57";"jamaica"
"363";"GR";"M";"GRM";"TC";1.71;0.008;"0.13";"0.16";"0.17";"jamaica"
"364";"GR";"M";"GRM";"TC";0.92;0.095;"0.64";"0.72";"0.51";"jamaica"
"365";"GR";"M";"GRM";"TC";0.22;0.43;"1.00";"0.28";"1.00";"jamaica"
"366";"GR";"M";"GRM";"TC";5.5;0.19;"0.28";"0.39";"0.14";"jamaica"
"367";"GR";"M";"GRM";"TC";0.11;0.003;"0.02";"0.33";"0.13";"jamaica"
"368";"GR";"M";"GRM";"TC";1.63;0.018;"0.11";"0.09";"0.39";"jamaica"
"369";"GR";"M";"GRM";"TC";0.65;0.029;"0.12";"0.39";"0.37";"jamaica"
"370";"GR";"M";"GRM";"TC";0.49;0.043;"0.17";"0.30";"0.29";"jamaica"
"371";"GR";"M";"GRM";"TC";2.61;0.013;"0.08";"0.36";"0.31";"jamaica"
"372";"GR";"M";"GRM";"TC";1.09;0.023;"0.23";"0.07";"0.28";"jamaica"
"373";"GR";"M";"GRM";"TC";0.47;0.047;"0.13";"1.00";"0.44";"jamaica"
"374";"GR";"M";"GRM";"TC";0.62;0.12;"0.06";"1.00";"0.57";"jamaica"
"375";"GR";"M";"GRM";"TC";2.43;0.051;"0.13";"0.47";"0.04";"jamaica"
"376";"GR";"M";"GRM";"TC";1.48;0.192;"0.10";"0.89";"0.81";"jamaica"
"377";"GR";"M";"GRM";"TC";1.15;0.5;"0.13";"0.26";"0.67";"jamaica"
"378";"GR";"M";"GRM";"TC";2.5;0.03;"0.30";"0.40";"0.35";"jamaica"
"379";"GR";"M";"GRM";"TC";1.35;0.032;"0.26";"0.22";"0.20";"jamaica"
"380";"GR";"M";"GRM";"TC";7;0.07;"0.40";"1.00";"0.95";"jamaica"
"381";"GR";"M";"GRM";"TC";2.25;0.025;"0.07";"0.15";"0.05";"jamaica"
"382";"GR";"M";"GRM";"TC";3.5;0.1;"0.60";"0.60";"0.25";"jamaica"
"383";"GR";"M";"GRM";"TC";1.11;0.009;"0.12";"0.14";"0.33";"jamaica"
"384";"GR";"M";"GRM";"TC";1.83;0.012;"0.26";"0.35";"0.06";"jamaica"
"385";"GR";"M";"GRM";"TC";3;0.19;"0.40";"0.80";"0.90";"jamaica"
"386";"GR";"M";"GRM";"TC";5.75;0.02;"0.15";"1.00";"0.70";"jamaica"
"387";"GR";"M";"GRM";"TC";7;0.03;"0.05";"0.80";"0.65";"jamaica"
"388";"GR";"M";"GRM";"TC";1.5;0.23;"0.05";"0.25";"0.42";"jamaica"
"389";"GR";"M";"GRM";"TC";0.9;0.065;"0.06";"0.58";"0.64";"jamaica"
"390";"GR";"M";"GRM";"TC";1.75;0.01;"0.10";"0.50";"0.40";"jamaica"
"391";"GR";"M";"GRM";"TC";7;0.08;"0.05";"0.05";"0.10";"jamaica"
"392";"GR";"M";"GRM";"TC";1.7;0.055;"0.16";"0.18";"0.68";"jamaica"
"393";"GR";"M";"GRM";"TC";7.5;0.18;"0.05";"0.25";"0.30";"jamaica"
"394";"GR";"M";"GRM";"TC";1.5;0.05;"0.28";"0.81";"0.39";"jamaica"
"395";"GU";"F";"GUF";"TG";1.15;0.07;"1.00";"1.00";"0.20";"pr"
"396";"GU";"F";"GUF";"TG";0.48;0.24;"1.00";"1.00";"0.25";"pr"
"397";"GU";"F";"GUF";"TG";3;0.065;"1.00";"1.00";"0.07";"pr"
"398";"GU";"F";"GUF";"TG";0.35;0.035;"1.00";"1.00";"0.05";"pr"
"399";"GU";"F";"GUF";"TG";0.32;0.015;".";".";".";"pr"
"400";"GU";"F";"GUF";"TG";1.45;0.15;".";".";".";"pr"
"401";"GU";"F";"GUF";"TG";1.75;0.052;".";".";".";"pr"
"402";"GU";"F";"GUF";"TG";1.84;0.01;"0.10";"0.39";"0.42";"pr"
"403";"GU";"F";"GUF";"TG";0.25;0.14;"0.08";"1.00";"0.24";"pr"
"404";"GU";"F";"GUF";"TG";1.14;0.01;"0.30";"0.37";"0.78";"pr"
"405";"GU";"F";"GUF";"TG";0.5;0.045;"0.06";"0.14";"0.39";"pr"
"406";"GU";"F";"GUF";"TG";0.6;0.16;"0.40";"0.09";"0.17";"pr"
"407";"GU";"F";"GUF";"TG";3.5;0.06;"1.00";"1.00";"0.41";"pr"
"408";"GU";"F";"GUF";"TG";0.75;0.007;"0.02";"0.11";"0.02";"pr"
"409";"GU";"F";"GUF";"TG";0.43;0.09;"0.08";"0.27";"0.35";"pr"
"410";"GU";"F";"GUF";"TG";0.35;0.02;"0.11";"0.04";"0.10";"pr"
"411";"GU";"F";"GUF";"TG";0.68;0.035;"0.16";"0.55";"0.65";"pr"
"412";"GU";"F";"GUF";"TG";2.1;0.035;"0.39";"0.90";"0.71";"pr"
"413";"GU";"F";"GUF";"TG";1.5;0.011;"0.29";"1.00";"1.00";"pr"
"414";"GU";"F";"GUF";"TG";1.52;0.21;"0.60";"1.00";"0.61";"pr"
"415";"GU";"F";"GUF";"TG";0.55;0.025;"0.07";"1.00";"0.16";"pr"
"416";"GU";"F";"GUF";"TG";0.37;0.045;"0.13";"0.12";"0.81";"pr"
"417";"GU";"F";"GUF";"TG";1.08;0.025;"0.26";"0.38";"1.00";"pr"
"418";"GU";"F";"GUF";"TG";1.06;0.085;"0.37";"0.60";"0.71";"pr"
"419";"GU";"F";"GUF";"TG";1.1;0.12;"0.29";"1.00";"0.44";"pr"
"420";"GU";"F";"GUF";"TG";0.73;0.065;"0.27";"0.54";"0.31";"pr"
"421";"GU";"F";"GUF";"TG";0.58;0.07;"0.17";"0.21";"0.57";"pr"
"422";"GU";"F";"GUF";"TG";0.84;0.036;"0.14";"0.18";"0.26";"pr"
"423";"GU";"F";"GUF";"TG";0.57;0.115;"0.27";"0.16";"0.40";"pr"
"424";"GU";"F";"GUF";"TG";3.1;0.07;"1.00";"0.47";"0.41";"pr"
"425";"GU";"F";"GUF";"TG";0.83;0.015;"0.51";"0.59";"0.59";"pr"
"426";"GU";"F";"GUF";"TG";1.37;0.04;"1.00";"0.52";"0.56";"pr"
"427";"GU";"F";"GUF";"TG";1.01;0.025;"1.00";"0.68";"0.54";"pr"
"428";"GU";"F";"GUF";"TG";1.15;0.01;"0.69";"0.90";"0.14";"pr"
"429";"GU";"F";"GUF";"TG";1.4;0.11;"0.10";"1.00";"1.00";"pr"
"430";"GU";"F";"GUF";"TG";2.26;0.04;"0.08";"1.00";"1.00";"pr"
"431";"GU";"F";"GUF";"TG";1.87;0.057;"0.05";"1.00";"1.00";"pr"
"432";"GU";"F";"GUF";"TG";0.87;0.15;"1.00";"1.00";"0.91";"pr"
"433";"GU";"F";"GUF";"TG";1.8;0.043;"0.26";"0.31";"0.74";"pr"
"434";"GU";"F";"GUF";"TG";1.72;0.026;"0.24";"0.39";"0.51";"pr"
"435";"GU";"F";"GUF";"TG";3.1;0.021;"0.03";"0.08";"0.24";"pr"
"436";"GU";"F";"GUF";"TG";1.33;0.02;"0.15";"0.15";"0.47";"pr"
"437";"GU";"F";"GUF";"TG";1.47;0.018;"0.67";"0.51";"1.00";"pr"
"438";"GU";"F";"GUF";"TG";1.11;0.038;"0.62";"0.65";"0.31";"pr"
"439";"GU";"F";"GUF";"TG";0.57;0.15;"0.22";"0.58";"0.45";"pr"
"440";"GU";"F";"GUF";"TG";1.44;0.028;"0.49";"0.71";"0.18";"pr"
"441";"GU";"F";"GUF";"TG";0.7;0.22;"0.52";"0.87";"0.59";"pr"
"442";"GU";"F";"GUF";"TG";1.09;0.51;"0.12";"1.00";"1.00";"pr"
"443";"GU";"F";"GUF";"TG";1.52;0.14;"1.00";"0.15";"0.52";"pr"
"444";"GU";"F";"GUF";"TG";1.11;0.13;"0.67";"1.00";"0.15";"pr"
"445";"GU";"F";"GUF";"TG";0.8;0.022;"0.73";"1.00";"0.57";"pr"
"446";"GU";"F";"GUF";"TG";0.36;0.4;"0.48";"1.00";"0.60";"pr"
"447";"GU";"F";"GUF";"TG";1.8;0.18;"0.10";"1.00";"1.00";"pr"
"448";"GU";"F";"GUF";"TG";1.29;0.05;"0.40";"0.95";"0.73";"pr"
"449";"GU";"F";"GUF";"TG";0.83;0.025;"0.11";"0.41";"0.55";"pr"
"450";"GU";"F";"GUF";"TG";1.45;0.035;"0.50";"1.00";"0.42";"pr"
"451";"GU";"F";"GUF";"TG";3;0.07;"0.50";"0.69";"1.00";"pr"
"452";"GU";"F";"GUF";"TG";1.25;0.075;"0.55";"0.75";"1.00";"pr"
"453";"GU";"F";"GUF";"TG";0.6;0.014;"0.07";"1.00";"0.50";"pr"
"454";"GU";"M";"GUM";"TG";1.3;0.1;"1.00";"1.00";"0.50";"pr"
"455";"GU";"M";"GUM";"TG";2.32;0.4;".";".";".";"pr"
"456";"GU";"M";"GUM";"TG";3;0.2;".";".";".";"pr"
"457";"GU";"M";"GUM";"TG";1;0.04;".";".";".";"pr"
"458";"GU";"M";"GUM";"TG";1.5;0.068;".";".";".";"pr"
"459";"GU";"M";"GUM";"TG";0.37;0.26;"0.13";"0.18";"0.15";"pr"
"460";"GU";"M";"GUM";"TG";2;0.15;"0.30";"0.70";"0.50";"pr"
"461";"GU";"M";"GUM";"TG";3;0.035;"0.40";"0.50";"0.45";"pr"
"462";"GU";"M";"GUM";"TG";1.14;0.14;"0.32";"0.69";"0.83";"pr"
"463";"GU";"M";"GUM";"TG";3;0.11;"1.00";"1.00";"1.00";"pr"
"464";"GU";"M";"GUM";"TG";0.46;0.015;"0.13";"0.37";"0.35";"pr"
"465";"GU";"M";"GUM";"TG";2;0.1;"0.08";"0.42";"1.00";"pr"
"466";"GU";"M";"GUM";"TG";1.02;0.125;"0.79";"1.00";"0.95";"pr"
"467";"GU";"M";"GUM";"TG";1.32;0.17;"0.60";"1.00";"1.00";"pr"
"468";"GU";"M";"GUM";"TG";2;0.12;"0.80";"1.00";"1.00";"pr"
"469";"GU";"M";"GUM";"TG";0.51;0.79;"0.56";"0.74";"0.65";"pr"
"470";"GU";"M";"GUM";"TG";0.92;0.14;"0.23";"0.13";"0.36";"pr"
"471";"GU";"M";"GUM";"TG";1.15;0.97;"0.22";"0.47";"1.00";"pr"
"472";"GU";"M";"GUM";"TG";0.84;0.079;"0.33";"1.00";"0.46";"pr"
"473";"GU";"M";"GUM";"TG";1.52;0.27;"0.18";"0.09";"0.16";"pr"
"474";"GU";"M";"GUM";"TG";1.35;0.2;"0.32";"0.48";"0.39";"pr"
"475";"GU";"M";"GUM";"TG";1.8;0.16;"0.16";"0.90";"1.00";"pr"
"476";"GU";"M";"GUM";"TG";1.12;0.22;"0.40";"1.00";"0.48";"pr"
"477";"GU";"M";"GUM";"TG";1.39;0.065;"0.90";"0.89";"1.00";"pr"
"478";"GU";"M";"GUM";"TG";3.5;0.04;"0.12";"0.43";"1.00";"pr"
"479";"GU";"M";"GUM";"TG";2;0.2;"0.27";"0.25";"0.14";"pr"
"480";"GU";"M";"GUM";"TG";1.5;0.02;"1.00";"1.00";"0.40";"pr"
"481";"GU";"M";"GUM";"TG";2.3;0.17;"1.00";"1.00";"1.00";"pr"
"482";"GU";"M";"GUM";"TG";3.5;0.16;"1.00";"1.00";"0.80";"pr"
"483";"GU";"M";"GUM";"TG";1.8;0.08;"0.36";"0.32";"0.31";"pr"
"484";"GU";"M";"GUM";"TG";2.4;0.02;"0.68";"0.14";"0.43";"pr"
"485";"GU";"M";"GUM";"TG";1.5;0.18;"0.21";"0.64";"1.00";"pr"
"486";"GU";"M";"GUM";"TG";0.76;0.105;"1.00";"1.00";"0.45";"pr"
"487";"GU";"M";"GUM";"TG";3.4;0.045;"0.59";"1.00";"1.00";"pr"
"488";"GU";"M";"GUM";"TG";0.76;0.015;"1.00";"0.21";"0.37";"pr"
"489";"GU";"M";"GUM";"TG";1.5;0.11;"0.63";"0.56";"0.58";"pr"
"490";"GU";"M";"GUM";"TG";1.87;0.16;"1.00";"1.00";"0.82";"pr"
"491";"GU";"M";"GUM";"TG";1.51;0.26;"0.57";"0.41";"0.42";"pr"
"492";"GU";"M";"GUM";"TG";2.2;0.09;"0.20";"0.23";"0.45";"pr"
"493";"GU";"M";"GUM";"TG";0.99;0.11;"0.32";"0.40";"0.30";"pr"
"494";"GU";"M";"GUM";"TG";2.7;0.26;"0.61";"0.23";"1.00";"pr"
"495";"GU";"M";"GUM";"TG";1.01;0.03;"0.06";"0.18";"0.47";"pr"
"496";"GU";"M";"GUM";"TG";1.45;0.13;"0.09";"0.12";"0.14";"pr"
"497";"GU";"M";"GUM";"TG";1.51;0.06;"0.34";"0.18";"0.52";"pr"
"498";"GU";"M";"GUM";"TG";1.72;0.19;"0.67";"0.56";"0.55";"pr"
"499";"GU";"M";"GUM";"TG";0.65;0.011;"0.23";"0.08";"0.29";"pr"
"500";"GU";"M";"GUM";"TG";1.2;0.21;"0.86";"1.00";"1.00";"pr"
"501";"GU";"M";"GUM";"TG";2.35;0.19;"0.27";"1.00";"0.22";"pr"
"502";"GU";"M";"GUM";"TG";1.33;0.25;"1.00";"0.47";"0.38";"pr"
"503";"GU";"M";"GUM";"TG";1.05;0.102;"0.22";"1.00";"0.47";"pr"
"504";"GU";"M";"GUM";"TG";1.63;0.47;"1.00";"1.00";"1.00";"pr"
"505";"GU";"M";"GUM";"TG";1.6;0.025;"1.00";"1.00";"0.66";"pr"
"506";"GU";"M";"GUM";"TG";1.55;0.05;"0.42";"1.00";"0.18";"pr"
"507";"GU";"M";"GUM";"TG";0.97;0.02;"0.76";"1.00";"0.29";"pr"
"508";"GU";"M";"GUM";"TG";3.5;0.05;"0.10";"1.00";"1.00";"pr"
"509";"GU";"M";"GUM";"TG";1.04;0.04;"0.16";"0.83";"0.31";"pr"
"510";"GU";"M";"GUM";"TG";2.1;0.21;"0.10";"0.85";"0.47";"pr"
"511";"GU";"M";"GUM";"TG";3;0.09;"0.20";"1.00";"0.15";"pr"
"512";"GU";"M";"GUM";"TG";1.2;0.74;"0.24";"0.30";"0.18";"pr"
"513";"GU";"M";"GUM";"TG";1.45;0.18;"0.95";"1.00";"1.00";"pr"
"514";"KR";"F";"KRF";"GB";1.25;0.07;"0.04";"0.24";"0.37";"pr"
"515";"KR";"F";"KRF";"GB";0.55;0.15;"0.14";"0.32";"0.12";"pr"
"516";"KR";"F";"KRF";"GB";0.62;0.07;"0.01";"0.52";"1.00";"pr"
"517";"KR";"F";"KRF";"GB";0.77;0.09;"0.08";"0.51";"1.00";"pr"
"518";"KR";"F";"KRF";"GB";0.8;0.052;"0.01";"1.00";"0.25";"pr"
"519";"KR";"F";"KRF";"GB";1.6;0.009;"0.24";"0.36";"1.00";"pr"
"520";"KR";"F";"KRF";"GB";3;0.015;"0.03";"0.03";"1.00";"pr"
"521";"KR";"F";"KRF";"GB";1.15;0.002;"0.02";"0.15";"0.18";"pr"
"522";"KR";"F";"KRF";"GB";3.5;0.3;"0.02";"0.70";"1.00";"pr"
"523";"KR";"F";"KRF";"GB";0;0;"0.13";"0.26";"0.26";"pr"
"524";"KR";"F";"KRF";"GB";0.53;0.02;"0.02";"0.33";"0.31";"pr"
"525";"KR";"F";"KRF";"GB";0.18;0.002;"0.03";"0.59";"1.00";"pr"
"526";"KR";"F";"KRF";"GB";1.62;0.013;"0.05";"0.50";"1.00";"pr"
"527";"KR";"F";"KRF";"GB";0.5;0.008;"0.07";"0.14";"1.00";"pr"
"528";"KR";"F";"KRF";"GB";0.5;0.08;"0.09";"0.25";"0.40";"pr"
"529";"KR";"F";"KRF";"GB";0.88;0.074;"0.21";"1.00";"1.00";"pr"
"530";"KR";"F";"KRF";"GB";0.3;0.12;"0.22";"0.11";"0.19";"pr"
"531";"KR";"F";"KRF";"GB";1.45;0.006;"0.31";"0.98";"0.59";"pr"
"532";"KR";"F";"KRF";"GB";0.63;0.02;"0.21";"0.14";"0.28";"pr"
"533";"KR";"F";"KRF";"GB";1.75;0.005;"0.32";"0.48";"1.00";"pr"
"534";"KR";"F";"KRF";"GB";0.28;0.032;"0.28";"1.00";"1.00";"pr"
"535";"KR";"F";"KRF";"GB";0.46;0.024;"0.13";"1.00";"1.00";"pr"
"536";"KR";"F";"KRF";"GB";0.45;0.005;"0.10";"1.00";"1.00";"pr"
"537";"KR";"F";"KRF";"GB";0.42;0.007;"0.26";"0.28";"0.29";"pr"
"538";"KR";"F";"KRF";"GB";0.22;0.003;"0.09";"1.00";"1.00";"pr"
"539";"KR";"F";"KRF";"GB";0.9;0.008;"0.20";"0.35";"0.75";"pr"
"540";"KR";"F";"KRF";"GB";0.46;0.5;"0.06";"1.00";"0.38";"pr"
"541";"KR";"F";"KRF";"GB";0.54;0.015;"0.09";"1.00";"1.00";"pr"
"542";"KR";"F";"KRF";"GB";0.36;0.005;"0.05";"1.00";"1.00";"pr"
"543";"KR";"F";"KRF";"GB";0.35;0.004;"0.08";"1.00";"1.00";"pr"
"544";"KR";"F";"KRF";"GB";2;0.005;"0.07";"0.20";"1.00";"pr"
"545";"KR";"F";"KRF";"GB";0.2;0.01;"0.08";"0.20";"0.05";"pr"
"546";"KR";"F";"KRF";"GB";0.3;0.011;"0.15";"0.23";"0.80";"pr"
"547";"KR";"F";"KRF";"GB";0.38;0.018;"0.08";"0.13";"0.82";"pr"
"548";"KR";"F";"KRF";"GB";0.24;0.013;"0.07";"1.00";"1.00";"pr"
"549";"KR";"M";"KRM";"GB";0;0;"0.20";"1.00";"1.00";"pr"
"550";"KR";"M";"KRM";"GB";0.25;0.09;"0.10";"0.25";"1.00";"pr"
"551";"KR";"M";"KRM";"GB";1.82;0.015;"0.02";"0.12";"0.40";"pr"
"552";"KR";"M";"KRM";"GB";0.54;0.025;"0.02";"1.00";"0.54";"pr"
"553";"KR";"M";"KRM";"GB";1.54;0.03;"0.04";"0.03";"0.10";"pr"
"554";"KR";"M";"KRM";"GB";1.27;0.115;"0.12";"0.33";"0.21";"pr"
"555";"KR";"M";"KRM";"GB";0.71;0.005;"0.04";"0.07";"1.00";"pr"
"556";"KR";"M";"KRM";"GB";3.5;0.26;"0.15";"1.00";"1.00";"pr"
"557";"KR";"M";"KRM";"GB";1.03;0.01;"0.04";"1.00";"1.00";"pr"
"558";"KR";"M";"KRM";"GB";0.4;0.006;"0.08";"0.22";"1.00";"pr"
"559";"KR";"M";"KRM";"GB";0.24;0.009;"0.05";"1.00";"1.00";"pr"
"560";"KR";"M";"KRM";"GB";0.4;0.01;"0.05";"0.51";"1.00";"pr"
"561";"KR";"M";"KRM";"GB";0.24;0.011;"0.02";"1.00";"1.00";"pr"
"562";"KR";"M";"KRM";"GB";0.022;0.035;"0.04";"0.05";"1.00";"pr"
"563";"KR";"M";"KRM";"GB";1.18;0.09;"0.38";"1.00";"0.35";"pr"
"564";"KR";"M";"KRM";"GB";1.65;0.41;"0.75";"1.00";"1.00";"pr"
"565";"KR";"M";"KRM";"GB";0.7;0.068;"0.06";"1.00";"0.44";"pr"
"566";"KR";"M";"KRM";"GB";1.45;0.013;"0.33";"0.07";"1.00";"pr"
"567";"KR";"M";"KRM";"GB";0.45;0.015;"0.02";"0.68";"1.00";"pr"
"568";"KR";"M";"KRM";"GB";0.72;0.08;"0.32";"1.00";"0.56";"pr"
"569";"KR";"M";"KRM";"GB";1.54;0.49;"1.00";"1.00";"1.00";"pr"
"570";"KR";"M";"KRM";"GB";2.4;0.04;"0.16";"0.24";"0.43";"pr"
"571";"KR";"M";"KRM";"GB";1.94;0.007;"0.100";"0.49";"1.00";"pr"
"572";"KR";"M";"KRM";"GB";0.21;0.04;"0.100";"1.00";"0.14";"pr"
"573";"KR";"M";"KRM";"GB";0.59;0.016;"0.160";"0.26";"0.27";"pr"
"574";"KR";"M";"KRM";"GB";0.5;0.008;"0.090";"0.25";"0.40";"pr"
"575";"KR";"M";"KRM";"GB";0.28;0.05;"0.120";"1.00";"1.00";"pr"
"576";"KR";"M";"KRM";"GB";1.12;0.014;"0.070";"0.19";"0.38";"pr"
"577";"KR";"M";"KRM";"GB";0.65;0.015;"0.260";"1.00";"0.52";"pr"
"578";"KR";"M";"KRM";"GB";0.19;0.009;"0.050";"1.00";"0.06";"pr"
"579";"KR";"M";"KRM";"GB";1.2;0.14;"0.320";"1.00";"0.26";"pr"
"580";"KR";"M";"KRM";"GB";0.7;0.002;"0.050";"1.00";"1.00";"pr"
"581";"KR";"M";"KRM";"GB";0.24;0.01;"0.090";"1.00";"1.00";"pr"
"582";"KR";"M";"KRM";"GB";0.47;0.02;"0.100";"1.00";"1.00";"pr"
"583";"KR";"M";"KRM";"GB";0.56;0.015;"0.170";"0.49";"0.45";"pr"
"584";"KR";"M";"KRM";"GB";0.7;0.3;"0.120";"0.80";"0.77";"pr"
"585";"KR";"M";"KRM";"GB";0.58;0.018;"0.100";"1.00";"0.90";"pr"
"586";"KR";"M";"KRM";"GB";1.2;0.2;"0.300";"0.70";"1.00";"pr"
"587";"KR";"M";"KRM";"GB";1;0.009;"0.090";"0.77";"1.00";"pr"
"588";"KR";"M";"KRM";"GB";0.52;0.01;"0.130";"0.27";"1.00";"pr"
"589";"KR";"M";"KRM";"GB";1.4;0.002;"0.300";"1.00";"0.95";"pr"
"590";"KR";"M";"KRM";"GB";0.75;0.3;"0.120";"0.35";"1.00";"pr"
