;"species";"sex";"spsex";"ecomorph";"pht";"pdia";"dist1";"dist2";"dist3";"island"
"882";"PU";"F";"PUF";"GB";0.53;0.001;"0.03";"1.000";"1.00";"pr"
"883";"PU";"F";"PUF";"GB";0.1;0.001;"0.21";"1.000";"1.00";"pr"
"884";"PU";"F";"PUF";"GB";0.43;0.007;"0.05";"0.410";"1.00";"pr"
"885";"PU";"F";"PUF";"GB";0.52;0.002;"0.07";"1.000";"1.00";"pr"
"886";"PU";"F";"PUF";"GB";0.98;0.003;"0.07";"1.000";"1.00";"pr"
"887";"PU";"F";"PUF";"GB";0.11;0.002;"0.07";"1.000";"1.00";"pr"
"888";"PU";"F";"PUF";"GB";0.24;0.004;"0.05";"1.000";"1.00";"pr"
"889";"PU";"F";"PUF";"GB";0.52;0.003;"0.11";"1.000";"1.00";"pr"
"890";"PU";"F";"PUF";"GB";0.11;0.003;"0.04";"0.600";"0.32";"pr"
"891";"PU";"F";"PUF";"GB";0.1;0.002;"0.08";"1.000";"1.00";"pr"
"892";"PU";"F";"PUF";"GB";0.24;0.005;"0.03";"1.000";"1.00";"pr"
"893";"PU";"F";"PUF";"GB";0.06;0.004;"0.04";"1.000";"1.00";"pr"
"894";"PU";"M";"PUM";"GB";0.1;0.02;"1.00";"0.008";"1.00";"pr"
"895";"PU";"M";"PUM";"GB";0.76;0.148;".";".";".";"pr"
"896";"PU";"M";"PUM";"GB";0.5;0.15;".";".";".";"pr"
"897";"PU";"M";"PUM";"GB";0.41;0.003;".";".";".";"pr"
"898";"PU";"M";"PUM";"GB";0.25;0.05;"0.50";"1.000";"1.00";"pr"
"899";"PU";"M";"PUM";"GB";0.5;0.022;"0.01";"0.020";"0.08";"pr"
"900";"PU";"M";"PUM";"GB";1.85;0.08;"0.02";"0.190";"1.00";"pr"
"901";"PU";"M";"PUM";"GB";0.53;0.01;"0.04";"0.270";"0.74";"pr"
"902";"PU";"M";"PUM";"GB";0.41;0.01;"0.01";"1.000";"1.00";"pr"
"903";"PU";"M";"PUM";"GB";0.64;0.09;"0.05";"1.000";"1.00";"pr"
"904";"PU";"M";"PUM";"GB";0.29;0.03;"0.03";"0.240";"1.00";"pr"
"905";"PU";"M";"PUM";"GB";0.41;0.01;"0.01";"1.000";"1.00";"pr"
"906";"PU";"M";"PUM";"GB";0.275;0.008;"0.01";"1.000";"1.00";"pr"
"907";"PU";"M";"PUM";"GB";0.39;0.006;"0.04";"1.000";"0.24";"pr"
"908";"PU";"M";"PUM";"GB";0.3;0.018;"0.01";"0.120";"0.29";"pr"
"909";"PU";"M";"PUM";"GB";0.28;0.008;"0.01";"1.000";"1.00";"pr"
"910";"PU";"M";"PUM";"GB";0.8;0.06;"0.02";"1.000";"1.00";"pr"
"911";"PU";"M";"PUM";"GB";0.63;0.01;"0.02";"0.040";"1.00";"pr"
"912";"PU";"M";"PUM";"GB";0.27;0.017;"0.06";"1.000";"1.00";"pr"
"913";"PU";"M";"PUM";"GB";0.69;0.002;"0.09";"1.00";"1.00";"pr"
"914";"PU";"M";"PUM";"GB";0.45;0.004;"0.12";"0.54";"1.00";"pr"
"915";"PU";"M";"PUM";"GB";0.23;0.002;"0.02";"1.00";"1.00";"pr"
"916";"PU";"M";"PUM";"GB";0.36;0.004;"0.01";"1.00";"1.00";"pr"
"917";"PU";"M";"PUM";"GB";0.55;0.012;"0.13";"0.32";"1.00";"pr"
"918";"PU";"M";"PUM";"GB";0.32;0.015;".";".";".";"pr"
"919";"PU";"M";"PUM";"GB";0.43;0.026;".";".";".";"pr"
"920";"PU";"M";"PUM";"GB";0.69;0.007;".";".";".";"pr"
"921";"PU";"M";"PUM";"GB";0.32;0.018;"0.19";"1.00";"1.00";"pr"
"922";"PU";"M";"PUM";"GB";0.42;0.08;"0.14";"1.00";"1.00";"pr"
"923";"PU";"M";"PUM";"GB";0.36;0.004;"0.13";"1.00";"1.00";"pr"
"924";"PU";"M";"PUM";"GB";0.69;0.002;"0.16";"1.00";"1.00";"pr"
"925";"PU";"M";"PUM";"GB";0.12;0.004;"0.04";"1.00";"1.00";"pr"
"926";"PU";"M";"PUM";"GB";0.77;0.009;"0.06";"1.00";"1.00";"pr"
"927";"PU";"M";"PUM";"GB";1.35;0.012;"0.11";"1.00";"1.00";"pr"
"928";"PU";"M";"PUM";"GB";0.27;0.005;"0.02";"0.05";"0.38";"pr"
"929";"PU";"M";"PUM";"GB";0.6;0.8;"0.04";"1.00";"1.00";"pr"
"930";"PU";"M";"PUM";"GB";0.55;0.001;"0.13";"0.30";"1.00";"pr"
"931";"PU";"M";"PUM";"GB";0.29;0.009;"0.09";"1.00";"1.00";"pr"
"932";"PU";"M";"PUM";"GB";0.29;0.009;"0.09";"1.00";"1.00";"pr"
"933";"PU";"M";"PUM";"GB";1.24;0.01;"0.16";"0.39";"1.00";"pr"
"934";"PU";"M";"PUM";"GB";0.96;0.005;"0.45";"0.18";"0.50";"pr"
"935";"PU";"M";"PUM";"GB";0.47;0.007;"0.06";"1.00";"0.66";"pr"
"936";"PU";"M";"PUM";"GB";0.21;0.004;"0.05";"1.00";"1.00";"pr"
"937";"PU";"M";"PUM";"GB";0.25;0.002;"0.08";"1.00";"1.00";"pr"
"938";"PU";"M";"PUM";"GB";0.29;0.003;"0.06";"0.18";"1.00";"pr"
"939";"PU";"M";"PUM";"GB";0.8;0.008;"0.06";"0.08";"0.45";"pr"
"940";"PU";"M";"PUM";"GB";0.8;0.009;"0.20";"1.00";"1.00";"pr"
"941";"PU";"M";"PUM";"GB";0.51;0.005;"0.05";"0.56";"1.00";"pr"
"942";"PU";"M";"PUM";"GB";0.93;0.002;"0.07";"1.00";"1.00";"pr"
"943";"PU";"M";"PUM";"GB";0.54;0.006;"0.03";"1.00";"1.00";"pr"
"944";"PU";"M";"PUM";"GB";0.36;0.003;"0.04";"1.00";"1.00";"pr"
"945";"PU";"M";"PUM";"GB";0.5;0.003;"0.01";"1.00";"1.00";"pr"
"946";"PU";"M";"PUM";"GB";1.2;0.008;"0.15";"0.35";"1.00";"pr"
"947";"PU";"M";"PUM";"GB";0.13;0.008;"0.02";"1.00";"1.00";"pr"
"948";"SA";"F";"SAF";"TG";0.38;0.14;"0.15";"0.09";"0.38";"jamaica"
"949";"SA";"F";"SAF";"TG";0.03;0.12;"0.19";"0.60";"0.12";"jamaica"
"950";"SA";"F";"SAF";"TG";0;0;"0.22";"0.39";"0.52";"jamaica"
"951";"SA";"F";"SAF";"TG";0.62;0.02;"0.12";"0.26";"0.08";"jamaica"
"952";"SA";"F";"SAF";"TG";0.06;0.1;"0.15";"0.15";"0.10";"jamaica"
"953";"SA";"F";"SAF";"TG";0.02;0.01;"0.09";"0.03";"0.12";"jamaica"
"954";"SA";"F";"SAF";"TG";0.02;0.02;"0.05";"0.13";"0.06";"jamaica"
"955";"SA";"F";"SAF";"TG";0;0;"0.02";"0.36";"0.15";"jamaica"
"956";"SA";"F";"SAF";"TG";0.35;0.01;"0.01";"0.06";"0.07";"jamaica"
"957";"SA";"F";"SAF";"TG";0.12;0.04;"0.10";"0.18";"0.05";"jamaica"
"958";"SA";"F";"SAF";"TG";0.07;0.05;"0.10";"0.12";"0.21";"jamaica"
"959";"SA";"F";"SAF";"TG";0.12;0.004;"0.05";"0.08";"0.19";"jamaica"
"960";"SA";"F";"SAF";"TG";0.35;0.008;"0.07";"0.09";"0.41";"jamaica"
"961";"SA";"F";"SAF";"TG";0.4;0.04;"0.06";"0.19";"0.21";"jamaica"
"962";"SA";"F";"SAF";"TG";0.08;0.22;"0.25";"0.35";"0.23";"jamaica"
"963";"SA";"F";"SAF";"TG";0.075;0.01;"0.07";"0.28";"0.67";"jamaica"
"964";"SA";"F";"SAF";"TG";0.37;0.12;"0.12";"0.62";"0.58";"jamaica"
"965";"SA";"F";"SAF";"TG";0.27;0.05;"0.27";"0.46";"0.22";"jamaica"
"966";"SA";"F";"SAF";"TG";0.19;0.003;"0.15";"0.28";"0.30";"jamaica"
"967";"SA";"F";"SAF";"TG";0.73;0.08;"0.10";"0.11";"0.15";"jamaica"
"968";"SA";"F";"SAF";"TG";0.07;0.042;"0.17";"0.20";"0.52";"jamaica"
"969";"SA";"F";"SAF";"TG";0.21;0.002;"0.07";"0.08";"0.75";"jamaica"
"970";"SA";"F";"SAF";"TG";0.45;0.055;"0.10";"0.12";"0.08";"jamaica"
"971";"SA";"F";"SAF";"TG";1.31;0.1;"0.16";"0.23";"0.18";"jamaica"
"972";"SA";"F";"SAF";"TG";0.65;0.025;"0.10";"0.14";"0.16";"jamaica"
"973";"SA";"F";"SAF";"TG";0.25;0.18;"0.23";"0.32";"0.29";"jamaica"
"974";"SA";"F";"SAF";"TG";0.09;0.013;"0.03";"0.07";"0.76";"jamaica"
"975";"SA";"F";"SAF";"TG";0.19;0.32;"0.11";"0.17";"0.13";"jamaica"
"976";"SA";"F";"SAF";"TG";0.13;0.034;"0.25";"0.14";"0.11";"jamaica"
"977";"SA";"F";"SAF";"TG";0.06;0.075;"0.32";"1.00";"1.00";"jamaica"
"978";"SA";"F";"SAF";"TG";0.23;0.036;"0.33";"0.43";"0.05";"jamaica"
"979";"SA";"F";"SAF";"TG";0.08;0.12;"0.42";"0.56";"0.31";"jamaica"
"980";"SA";"F";"SAF";"TG";0.41;0.085;"0.34";"0.26";"0.29";"jamaica"
"981";"SA";"F";"SAF";"TG";0.38;0.059;"0.21";"0.20";"0.06";"jamaica"
"982";"SA";"F";"SAF";"TG";0.25;0.47;"0.49";"0.57";"0.55";"jamaica"
"983";"SA";"F";"SAF";"TG";0.06;0.042;"0.09";"0.43";"0.20";"jamaica"
"984";"SA";"F";"SAF";"TG";0.1;0.085;"0.37";"0.73";"0.44";"jamaica"
"985";"SA";"F";"SAF";"TG";0.2;0.004;"0.16";"0.54";"0.37";"jamaica"
"986";"SA";"F";"SAF";"TG";0.13;0.008;"0.07";"1.00";"0.07";"jamaica"
"987";"SA";"F";"SAF";"TG";0.35;0.09;"0.42";"1.00";"0.58";"jamaica"
"988";"SA";"F";"SAF";"TG";0.23;0.1;"0.28";"1.00";"0.20";"jamaica"
"989";"SA";"F";"SAF";"TG";0.45;0.025;"0.07";"0.08";"0.11";"jamaica"
"990";"SA";"F";"SAF";"TG";1.2;0.011;"0.06";"0.09";"0.17";"jamaica"
"991";"SA";"F";"SAF";"TG";0.45;0.06;"0.09";"0.11";"0.33";"jamaica"
"992";"SA";"F";"SAF";"TG";0.1;0.1;"0.25";"0.49";"0.46";"jamaica"
"993";"SA";"F";"SAF";"TG";0.1;0.1;"0.16";"0.23";"0.39";"jamaica"
"994";"SA";"F";"SAF";"TG";0.24;0.032;"0.07";"0.78";"0.14";"jamaica"
"995";"SA";"F";"SAF";"TG";0.23;0.05;"0.04";"1.00";"0.11";"jamaica"
"996";"SA";"F";"SAF";"TG";0.17;0.16;"0.05";"0.53";"0.47";"jamaica"
"997";"SA";"F";"SAF";"TG";0.2;0.009;"0.08";"0.10";"1.00";"jamaica"
"998";"SA";"F";"SAF";"TG";0.17;0.66;"1.00";"1.00";"1.00";"jamaica"
"999";"SA";"F";"SAF";"TG";0.55;0.11;"0.15";"0.65";"0.78";"jamaica"
"1000";"SA";"F";"SAF";"TG";0.3;0.012;"0.05";"0.17";"0.93";"jamaica"
"1001";"SA";"F";"SAF";"TG";0.42;0.01;"0.15";"0.31";"0.24";"jamaica"
"1002";"SA";"F";"SAF";"TG";0.36;0.004;"0.10";"0.43";"1.00";"jamaica"
"1003";"SA";"F";"SAF";"TG";0.21;0.12;"0.07";"0.27";"0.87";"jamaica"
"1004";"SA";"M";"SAM";"TG";0.26;0.05;"0.05";"0.07";"0.07";"jamaica"
"1005";"SA";"M";"SAM";"TG";0.1;0.1;"0.10";"0.40";"0.10";"jamaica"
"1006";"SA";"M";"SAM";"TG";0.87;0.01;"0.02";"0.59";"0.69";"jamaica"
"1007";"SA";"M";"SAM";"TG";0.26;0.03;"0.10";"0.05";"0.29";"jamaica"
"1008";"SA";"M";"SAM";"TG";0;0;"0.09";"0.16";"0.85";"jamaica"
"1009";"SA";"M";"SAM";"TG";0.12;0.01;"0.14";"0.35";"0.29";"jamaica"
"1010";"SA";"M";"SAM";"TG";1.22;0.17;"0.14";"0.14";"0.14";"jamaica"
"1011";"SA";"M";"SAM";"TG";0.16;0.015;"0.08";"0.10";"0.07";"jamaica"
"1012";"SA";"M";"SAM";"TG";0.15;0.015;"0.11";"0.14";"0.13";"jamaica"
"1013";"SA";"M";"SAM";"TG";0.33;0.055;"0.26";"0.27";"0.13";"jamaica"
"1014";"SA";"M";"SAM";"TG";0.18;0.03;"0.13";"0.73";"1.00";"jamaica"
"1015";"SA";"M";"SAM";"TG";0.34;0.034;"0.18";"0.08";"0.05";"jamaica"
"1016";"SA";"M";"SAM";"TG";0.25;0.008;"0.21";"0.19";"0.05";"jamaica"
"1017";"SA";"M";"SAM";"TG";0.64;0.05;"0.10";"0.23";"0.14";"jamaica"
"1018";"SA";"M";"SAM";"TG";0.07;0.01;"0.08";"0.12";"0.23";"jamaica"
"1019";"SA";"M";"SAM";"TG";0.18;0.065;"0.06";"0.19";"0.16";"jamaica"
"1020";"SA";"M";"SAM";"TG";0.28;0.012;"0.05";"0.07";"0.13";"jamaica"
"1021";"SA";"M";"SAM";"TG";0;0;"0.56";"0.86";"1.00";"jamaica"
"1022";"SA";"M";"SAM";"TG";0.29;0.115;"0.02";"0.05";"0.15";"jamaica"
"1023";"SA";"M";"SAM";"TG";0.1;0.01;"0.01";"0.17";"0.96";"jamaica"
"1024";"SA";"M";"SAM";"TG";0.07;0.008;"0.04";"0.37";"0.72";"jamaica"
"1025";"SA";"M";"SAM";"TG";0.11;0.004;"0.10";"0.15";"0.33";"jamaica"
"1026";"SA";"M";"SAM";"TG";0.47;0.014;"0.15";"0.03";"0.35";"jamaica"
"1027";"SA";"M";"SAM";"TG";0.48;0.008;"0.07";"0.16";"0.09";"jamaica"
"1028";"SA";"M";"SAM";"TG";0.07;0.006;"0.03";"0.27";"0.13";"jamaica"
"1029";"SA";"M";"SAM";"TG";0.52;0.069;"0.26";"0.09";"0.33";"jamaica"
"1030";"SA";"M";"SAM";"TG";0.83;0.009;"0.35";"0.38";"0.35";"jamaica"
"1031";"SA";"M";"SAM";"TG";0.14;0.051;"0.09";"1.00";"0.37";"jamaica"
"1032";"SA";"M";"SAM";"TG";1.71;0.034;"0.18";"0.97";"0.23";"jamaica"
"1033";"SA";"M";"SAM";"TG";0.28;0.08;"0.17";"1.00";"1.00";"jamaica"
"1034";"SA";"M";"SAM";"TG";0.15;0.006;"0.12";"0.41";"0.16";"jamaica"
"1035";"SA";"M";"SAM";"TG";0.73;0.022;"0.43";"0.05";"0.81";"jamaica"
"1036";"SA";"M";"SAM";"TG";0.19;0.071;"0.13";"0.31";"1.00";"jamaica"
"1037";"SA";"M";"SAM";"TG";0.75;0.058;"0.17";"0.47";"0.12";"jamaica"
"1038";"SA";"M";"SAM";"TG";0.34;0.16;"0.35";"1.00";"0.26";"jamaica"
"1039";"SA";"M";"SAM";"TG";0.37;0.015;"0.20";"0.85";"0.94";"jamaica"
"1040";"SA";"M";"SAM";"TG";0.24;0.03;"0.32";"0.13";"0.12";"jamaica"
"1041";"SA";"M";"SAM";"TG";0.5;0.13;"0.07";"0.26";"1.00";"jamaica"
"1042";"SA";"M";"SAM";"TG";0.34;0.009;"0.09";"0.11";"0.12";"jamaica"
"1043";"SA";"M";"SAM";"TG";0.72;0.05;"0.05";"1.00";"0.22";"jamaica"
"1044";"SA";"M";"SAM";"TG";1.13;0.1;"0.06";"0.17";"0.40";"jamaica"
"1045";"SA";"M";"SAM";"TG";0.45;0.045;"0.05";"0.06";"0.08";"jamaica"
"1046";"SA";"M";"SAM";"TG";0.5;0.007;"0.05";"0.06";"0.09";"jamaica"
"1047";"ST";"F";"STF";"TC";15.7;0.02;"0.02";"0.10";"1.00";"pr"
"1048";"ST";"F";"STF";"TC";21.4;0.1;"1.00";"1.00";"0.30";"pr"
"1049";"ST";"F";"STF";"TC";2;0.15;"0.04";"0.12";"0.07";"pr"
"1050";"ST";"F";"STF";"TC";0.45;0.65;"0.17";"0.47";"0.32";"pr"
"1051";"ST";"F";"STF";"TC";0.28;0.5;"0.17";"0.09";"0.24";"pr"
"1052";"ST";"F";"STF";"TC";22.5;0.5;"0.04";"0.10";"0.30";"pr"
"1053";"ST";"F";"STF";"TC";22.5;0.06;"0.04";"0.35";"0.40";"pr"
"1054";"ST";"F";"STF";"TC";22.5;0.5;"0.01";"0.30";"0.35";"pr"
"1055";"ST";"F";"STF";"TC";25;0.04;"0.02";"0.05";"0.09";"pr"
"1056";"ST";"F";"STF";"TC";1.06;0.21;"0.29";"0.18";"0.67";"pr"
"1057";"ST";"F";"STF";"TC";1.46;0.009;"0.03";"0.02";"1.00";"pr"
"1058";"ST";"F";"STF";"TC";1.04;0.03;"0.28";"0.24";"0.47";"pr"
"1059";"ST";"F";"STF";"TC";1.67;0.13;"0.02";"0.08";"0.45";"pr"
"1060";"ST";"F";"STF";"TC";0.87;0.028;"0.22";"1.00";"0.24";"pr"
"1061";"ST";"F";"STF";"TC";0.83;0.15;"0.62";"1.00";"0.40";"pr"
"1062";"ST";"F";"STF";"TC";1.7;0.003;"0.29";"1.00";"0.40";"pr"
"1063";"ST";"F";"STF";"TC";0.54;0.04;"0.17";"0.25";"0.50";"pr"
"1064";"ST";"F";"STF";"TC";0.23;0.012;"0.57";"0.31";"0.72";"pr"
"1065";"ST";"F";"STF";"TC";0.95;0.06;"0.20";"0.74";"0.32";"pr"
"1066";"ST";"F";"STF";"TC";0.32;0.04;"1.00";"1.00";"1.00";"pr"
"1067";"ST";"F";"STF";"TC";0.98;0.015;"0.05";"1.00";"1.00";"pr"
"1068";"ST";"F";"STF";"TC";1.05;0.07;"0.41";"0.72";"0.30";"pr"
"1069";"ST";"F";"STF";"TC";0.38;0.07;"0.25";"0.94";"0.37";"pr"
"1070";"ST";"F";"STF";"TC";0.65;0.034;"0.10";"0.78";"1.00";"pr"
"1071";"ST";"F";"STF";"TC";1.29;0.022;"0.18";"0.45";"0.36";"pr"
"1072";"ST";"F";"STF";"TC";20.8;0.025;"0.07";"0.07";"0.70";"pr"
"1073";"ST";"F";"STF";"TC";11.1;0.05;"1.00";"0.04";"0.06";"pr"
"1074";"ST";"F";"STF";"TC";8.33;0.025;"0.03";"0.08";"0.30";"pr"
"1075";"ST";"F";"STF";"TC";25;0.02;"0.08";"0.15";"0.60";"pr"
"1076";"ST";"F";"STF";"TC";25;0.01;"0.05";"0.05";"0.50";"pr"
"1077";"ST";"F";"STF";"TC";2;0.09;"1.00";"1.00";"1.00";"pr"
"1078";"ST";"F";"STF";"TC";0.63;1.4;"0.13";"1.00";"1.00";"pr"
"1079";"ST";"F";"STF";"TC";0.8;0.055;"0.15";"1.00";"1.00";"pr"
"1080";"ST";"F";"STF";"TC";0.61;0.08;"0.49";"1.00";"1.00";"pr"
"1081";"ST";"F";"STF";"TC";1.5;0.04;"0.44";"0.97";"1.00";"pr"
"1082";"ST";"F";"STF";"TC";1.35;0.045;"0.23";"0.14";"0.24";"pr"
"1083";"ST";"F";"STF";"TC";27.5;0.008;"0.07";"0.10";"0.08";"pr"
"1084";"ST";"F";"STF";"TC";15.6;0.008;"0.15";"0.22";"0.07";"pr"
"1085";"ST";"F";"STF";"TC";1.3;0.03;"0.13";"0.12";"0.13";"pr"
"1086";"ST";"M";"STM";"TC";15.9;0.3;"0.20";"1.00";"1.00";"pr"
"1087";"ST";"M";"STM";"TC";18.6;0.1;"0.15";"0.10";"0.15";"pr"
"1088";"ST";"M";"STM";"TC";26.7;0.1;"0.05";"0.15";"0.20";"pr"
"1089";"ST";"M";"STM";"TC";0.84;0.075;"0.16";"0.35";"0.25";"pr"
"1090";"ST";"M";"STM";"TC";1.15;0.19;"0.52";"0.43";"0.75";"pr"
"1091";"ST";"M";"STM";"TC";1;0.32;"0.26";"0.55";"0.40";"pr"
"1092";"ST";"M";"STM";"TC";0.51;0.025;"0.07";"0.32";"0.20";"pr"
"1093";"ST";"M";"STM";"TC";0.6;0.39;"0.16";"0.07";"0.56";"pr"
"1094";"ST";"M";"STM";"TC";0.64;0.115;"0.15";"0.64";"0.28";"pr"
"1095";"ST";"M";"STM";"TC";22.5;0.1;"0.03";"0.15";"0.20";"pr"
"1096";"ST";"M";"STM";"TC";22.5;0.2;"0.06";"0.02";"0.40";"pr"
"1097";"ST";"M";"STM";"TC";32.5;0.3;"0.20";"0.10";"0.50";"pr"
"1098";"ST";"M";"STM";"TC";25;0.03;"0.15";"0.18";"0.45";"pr"
"1099";"ST";"M";"STM";"TC";0.6;0.33;"0.46";"0.16";"0.38";"pr"
"1100";"ST";"M";"STM";"TC";2.4;0.09;"0.35";"1.00";"0.21";"pr"
"1101";"ST";"M";"STM";"TC";23.6;0.018;"0.04";"0.16";"0.55";"pr"
"1102";"ST";"M";"STM";"TC";11.1;0.05;"1.00";"0.04";"0.06";"pr"
"1103";"ST";"M";"STM";"TC";20;0.03;"0.20";"0.40";"0.10";"pr"
"1104";"ST";"M";"STM";"TC";21;0.05;"0.10";"0.20";"0.20";"pr"
"1105";"ST";"M";"STM";"TC";24;0.05;"0.70";"0.10";"0.25";"pr"
"1106";"ST";"M";"STM";"TC";24;0.04;"0.04";"0.30";"0.25";"pr"
"1107";"ST";"M";"STM";"TC";4.5;0.19;"0.15";"0.40";"1.00";"pr"
"1108";"ST";"M";"STM";"TC";7.5;0.2;"0.70";"0.25";"1.00";"pr"
"1109";"ST";"M";"STM";"TC";0.04;0.02;"0.28";"0.43";"1.00";"pr"
"1110";"ST";"M";"STM";"TC";3.25;0.28;"0.10";"1.00";"0.36";"pr"
"1111";"ST";"M";"STM";"TC";1.75;0.7;"1.00";"1.00";"0.66";"pr"
"1112";"ST";"M";"STM";"TC";22.2;0.06;"0.06";"0.04";"0.20";"pr"
"1113";"ST";"M";"STM";"TC";3.12;0.07;"0.15";"0.30";"0.40";"pr"
"1114";"ST";"M";"STM";"TC";25;0.02;"0.06";"0.15";"1.00";"pr"
"1115";"ST";"M";"STM";"TC";27;0.05;"0.12";"0.25";"0.30";"pr"
"1116";"ST";"M";"STM";"TC";26;0.09;"0.20";"1.00";"0.40";"pr"
"1117";"ST";"M";"STM";"TC";15.6;0.035;"0.04";"0.08";"0.10";"pr"
"1118";"ST";"M";"STM";"TC";0.1;0.007;"0.10";"0.10";"1.00";"pr"
"1119";"ST";"M";"STM";"TC";2;0.01;"0.05";"0.08";"0.80";"pr"
"1120";"VA";"F";"VAF";"TW";1.52;0.01;"0.10";"0.49";"0.60";"jamaica"
"1121";"VA";"F";"VAF";"TW";1.08;0.01;"0.06";"0.20";"0.54";"jamaica"
"1122";"VA";"F";"VAF";"TW";1.52;0.02;"0.04";"0.10";"0.35";"jamaica"
"1123";"VA";"F";"VAF";"TW";1.22;0.01;"0.03";"0.24";"0.20";"jamaica"
"1124";"VA";"F";"VAF";"TW";3.2;0.009;"0.04";"0.65";"0.27";"jamaica"
"1125";"VA";"F";"VAF";"TW";1.42;0.022;"0.26";"0.31";"0.46";"jamaica"
"1126";"VA";"F";"VAF";"TW";2.4;0.018;"0.43";"0.63";"0.08";"jamaica"
"1127";"VA";"F";"VAF";"TW";1.8;0.013;"0.06";"0.19";"0.27";"jamaica"
"1128";"VA";"F";"VAF";"TW";1.29;0.071;"0.44";"0.39";"0.13";"jamaica"
"1129";"VA";"F";"VAF";"TW";3.2;0.018;"0.06";"0.47";"0.58";"jamaica"
"1130";"VA";"F";"VAF";"TW";3.4;0.007;"0.08";"0.04";"0.21";"jamaica"
"1131";"VA";"F";"VAF";"TW";2.3;0.011;"0.06";"0.27";"0.16";"jamaica"
"1132";"VA";"F";"VAF";"TW";1.25;0.011;"0.11";"0.13";"0.28";"jamaica"
"1133";"VA";"F";"VAF";"TW";3.1;0;"0.03";"0.27";"0.24";"jamaica"
"1134";"VA";"F";"VAF";"TW";4;0;"0.02";"0.05";"0.24";"jamaica"
"1135";"VA";"F";"VAF";"TW";1.65;0.001;"0.05";"0.43";"1.00";"jamaica"
"1136";"VA";"F";"VAF";"TW";1.01;0.01;"0.12";"0.28";"0.53";"jamaica"
"1137";"VA";"F";"VAF";"TW";1.25;0.012;"0.10";"0.18";"0.33";"jamaica"
"1138";"VA";"F";"VAF";"TW";1.75;0.011;"0.12";"0.20";"0.97";"jamaica"
"1139";"VA";"F";"VAF";"TW";3;0.007;"0.15";"0.25";"0.20";"jamaica"
"1140";"VA";"F";"VAF";"TW";1.55;0.005;"0.08";"0.25";"0.50";"jamaica"
"1141";"VA";"F";"VAF";"TW";1.21;0.002;"0.44";"0.95";"1.00";"jamaica"
"1142";"VA";"F";"VAF";"TW";1.6;0.003;"0.12";"0.50";"1.00";"jamaica"
"1143";"VA";"F";"VAF";"TW";1.52;0.005;"0.13";"0.29";"0.85";"jamaica"
"1144";"VA";"F";"VAF";"TW";3;0.006;"0.25";"0.40";"0.30";"jamaica"
"1145";"VA";"F";"VAF";"TW";4;0.005;"0.05";"0.20";"0.50";"jamaica"
"1146";"VA";"F";"VAF";"TW";2.75;0.005;"0.26";"0.15";"1.00";"jamaica"
"1147";"VA";"F";"VAF";"TW";2;0.008;"0.12";"0.59";"0.47";"jamaica"
"1148";"VA";"F";"VAF";"TW";0.55;0.04;"0.20";"0.24";"0.15";"jamaica"
"1149";"VA";"F";"VAF";"TW";1.6;0.006;"0.04";"0.12";"0.50";"jamaica"
"1150";"VA";"F";"VAF";"TW";10.2;0.35;"0.30";"0.20";"0.25";"jamaica"
"1151";"VA";"M";"VAM";"TW";2.02;0.01;"0.03";"0.17";"0.92";"jamaica"
"1152";"VA";"M";"VAM";"TW";4;0.08;"0.98";"0.21";"0.32";"jamaica"
"1153";"VA";"M";"VAM";"TW";3.8;0.037;"0.31";"0.28";"0.21";"jamaica"
"1154";"VA";"M";"VAM";"TW";0.12;0.11;"0.07";"0.20";"0.24";"jamaica"
"1155";"VA";"M";"VAM";"TW";3;1;"0.05";"0.10";"0.50";"jamaica"
"1156";"VA";"M";"VAM";"TW";6.5;0.005;"0.10";"1.00";"1.00";"jamaica"
"1157";"VA";"M";"VAM";"TW";2.1;0;"0.01";"0.02";"0.44";"jamaica"
"1158";"VA";"M";"VAM";"TW";2.1;0.012;"0.50";"0.60";"1.00";"jamaica"
"1159";"VA";"M";"VAM";"TW";3;0.005;"0.10";"0.45";"0.70";"jamaica"
"1160";"VA";"M";"VAM";"TW";6.5;0.04;"0.10";"1.00";"0.60";"jamaica"
"1161";"VA";"M";"VAM";"TW";2.6;0.003;"0.15";"0.35";"0.87";"jamaica"
"1162";"VA";"M";"VAM";"TW";3;0.004;"0.15";"0.25";"1.00";"jamaica"
"1163";"VA";"M";"VAM";"TW";4;0.005;"0.15";"0.35";"1.00";"jamaica"
"1164";"VA";"M";"VAM";"TW";0.35;0.027;"0.10";"0.59";"0.11";"jamaica"
"1165";"VA";"M";"VAM";"TW";1;0.08;"0.07";"0.14";"0.33";"jamaica"
"1166";"VA";"M";"VAM";"TW";2.7;0.01;"0.30";"0.15";"0.25";"jamaica"
"1167";"VA";"M";"VAM";"TW";1.66;0.004;"1.00";"0.04";"0.12";"jamaica"
"1168";"VA";"M";"VAM";"TW";3.5;0.005;"0.15";"0.40";"0.60";"jamaica"
"1169";"VA";"M";"VAM";"TW";1.46;0.013;"0.08";"0.53";"0.89";"jamaica"
"1170";"VA";"M";"VAM";"TW";1.35;0.01;"0.23";"0.40";"0.11";"jamaica"
