"","lambda","intensity"
"2911",761.52,0.7633
"2912",761.7,0.73653
"2913",761.88,0.74605
"2914",762.06,0.7522
"2915",762.24,0.75261
"2916",762.42,0.76217
"2917",762.6,0.76887
"2918",762.78,0.78455
"2919",762.95,0.78895
"2920",763.13,0.81487
"2921",763.31,0.83392
"2922",763.49,0.83631
"2923",763.67,0.85812
"2924",763.85,0.85345
"2925",764.03,0.90546
"2926",764.21,0.90138
"2927",764.39,0.93738
"2928",764.57,0.97545
"2929",764.75,0.98211
"2930",764.93,1.0363
"2931",765.11,1.0227
"2932",765.28,1.0674
"2933",765.46,1.0821
"2934",765.64,1.0922
"2935",765.82,1.1225
"2936",766,1.1496
"2937",766.18,1.1686
"2938",766.36,1.1846
"2939",766.54,1.1971
"2940",766.72,1.2165
"2941",766.9,1.2613
"2942",767.07,1.2326
"2943",767.25,1.2683
"2944",767.43,1.2854
"2945",767.61,1.3116
"2946",767.79,1.3251
"2947",767.97,1.3281
"2948",768.15,1.3287
"2949",768.33,1.3256
"2950",768.51,1.3591
"2951",768.68,1.3658
"2952",768.86,1.3596
"2953",769.04,1.372
"2954",769.22,1.412
"2955",769.4,1.4099
"2956",769.58,1.3988
"2957",769.76,1.4386
"2958",769.94,1.4361
"2959",770.11,1.4146
"2960",770.29,1.4285
"2961",770.47,1.4281
"2962",770.65,1.4359
"2963",770.83,1.4326
"2964",771.01,1.4467
"2965",771.19,1.4446
"2966",771.36,1.4234
"2967",771.54,1.4474
"2968",771.72,1.435
"2969",771.9,1.4143
"2970",772.08,1.4387
"2971",772.26,1.4534
"2972",772.44,1.4173
"2973",772.61,1.4392
"2974",772.79,1.4106
"2975",772.97,1.4396
"2976",773.15,1.4554
"2977",773.33,1.4156
"2978",773.51,1.4382
"2979",773.68,1.4149
"2980",773.86,1.4057
"2981",774.04,1.4187
"2982",774.22,1.4008
"2983",774.4,1.4113
"2984",774.58,1.4245
"2985",774.75,1.4191
"2986",774.93,1.3915
"2987",775.11,1.4294
"2988",775.29,1.4055
"2989",775.47,1.3861
"2990",775.64,1.4191
"2991",775.82,1.403
"2992",776,1.4094
"2993",776.18,1.3877
"2994",776.36,1.389
"2995",776.53,1.425
"2996",776.71,1.3883
"2997",776.89,1.3821
"2998",777.07,1.3974
"2999",777.25,1.392
"3000",777.42,1.391
"3001",777.6,1.3716
"3002",777.78,1.3912
"3003",777.96,1.376
"3004",778.14,1.3923
"3005",778.31,1.3733
"3006",778.49,1.3421
"3007",778.67,1.352
"3008",778.85,1.363
"3009",779.03,1.3729
"3010",779.2,1.367
"3011",779.38,1.3576
"3012",779.56,1.3346
"3013",779.74,1.3627
"3014",779.91,1.3403
"3015",780.09,1.333
"3016",780.27,1.3146
"3017",780.45,1.3251
"3018",780.62,1.3402
"3019",780.8,1.3466
"3020",780.98,1.3116
"3021",781.16,1.294
"3022",781.34,1.3288
"3023",781.51,1.333
"3024",781.69,1.3363
"3025",781.87,1.3287
"3026",782.05,1.3195
"3027",782.22,1.3205
"3028",782.4,1.3037
"3029",782.58,1.3114
"3030",782.76,1.2887
"3031",782.93,1.3143
"3032",783.11,1.3262
"3033",783.29,1.2913
"3034",783.47,1.2916
"3035",783.64,1.2993
"3036",783.82,1.2816
"3037",784,1.2564
"3038",784.17,1.2763
"3039",784.35,1.2787
"3040",784.53,1.2665
"3041",784.71,1.2794
"3042",784.88,1.2618
"3043",785.06,1.2878
"3044",785.24,1.2576
"3045",785.42,1.2726
"3046",785.59,1.2593
"3047",785.77,1.2206
"3048",785.95,1.2337
"3049",786.12,1.2146
"3050",786.3,1.2356
"3051",786.48,1.2281
"3052",786.65,1.2138
"3053",786.83,1.2173
"3054",787.01,1.2186
"3055",787.19,1.2076
"3056",787.36,1.2125
"3057",787.54,1.2016
"3058",787.72,1.2052
"3059",787.89,1.199
"3060",788.07,1.1899
"3061",788.25,1.1812
"3062",788.42,1.1722
"3063",788.6,1.1942
"3064",788.78,1.1703
"3065",788.96,1.1724
"3066",789.13,1.1527
"3067",789.31,1.154
"3068",789.49,1.1533
"3069",789.66,1.171
"3070",789.84,1.1464
"3071",790.02,1.1157
"3072",790.19,1.1398
"3073",790.37,1.1489
"3074",790.55,1.1374
"3075",790.72,1.1385
"3076",790.9,1.1595
"3077",791.08,1.1255
"3078",791.25,1.1297
"3079",791.43,1.1321
"3080",791.61,1.1187
"3081",791.78,1.1147
"3082",791.96,1.0907
"3083",792.14,1.1127
"3084",792.31,1.1225
"3085",792.49,1.0812
"3086",792.67,1.1293
"3087",792.84,1.0937
"3088",793.02,1.0951
"3089",793.19,1.0874
"3090",793.37,1.1128
"3091",793.55,1.1123
"3092",793.72,1.1041
"3093",793.9,1.0713
"3094",794.08,1.09
"3095",794.25,1.0955
"3096",794.43,1.076
"3097",794.61,1.0915
"3098",794.78,1.0894
"3099",794.96,1.0634
"3100",795.13,1.0876
"3101",795.31,1.0926
"3102",795.49,1.0645
"3103",795.66,1.0823
"3104",795.84,1.0732
"3105",796.01,1.0812
"3106",796.19,1.0665
"3107",796.37,1.0867
"3108",796.54,1.0756
"3109",796.72,1.0853
"3110",796.9,1.0694
"3111",797.07,1.0483
"3112",797.25,1.0677
"3113",797.42,1.0826
"3114",797.6,1.0769
"3115",797.78,1.0656
"3116",797.95,1.0456
"3117",798.13,1.0342
"3118",798.3,1.0613
"3119",798.48,1.0503
"3120",798.66,1.0696
"3121",798.83,1.0276
"3122",799.01,1.0485
"3123",799.18,1.0316
"3124",799.36,1.0598
"3125",799.53,1.0046
"3126",799.71,1.0448
"3127",799.89,1.0202
"3128",800.06,1.0214
"3129",800.24,1.0226
"3130",800.41,0.99205
"3131",800.59,1.0342
"3132",800.76,0.99653
"3133",800.94,0.99548
"3134",801.12,1.0161
"3135",801.29,1.01
"3136",801.47,1.0159
"3137",801.64,0.98591
"3138",801.82,1.0116
"3139",801.99,1.0063
"3140",802.17,1.007
"3141",802.34,0.99684
"3142",802.52,0.99593
"3143",802.7,1.0083
"3144",802.87,0.97927
"3145",803.05,0.9674
"3146",803.22,1.0159
"3147",803.4,0.98716
"3148",803.57,0.98634
"3149",803.75,1.0128
"3150",803.92,0.99391
"3151",804.1,0.96528
"3152",804.27,0.96895
"3153",804.45,0.98796
"3154",804.63,0.98042
"3155",804.8,0.96993
"3156",804.98,0.98932
"3157",805.15,0.95615
"3158",805.33,1.0064
"3159",805.5,1.0125
"3160",805.68,1.0036
"3161",805.85,1.0133
"3162",806.03,0.99261
"3163",806.2,0.99706
"3164",806.38,0.94365
"3165",806.55,0.95761
"3166",806.73,1.0048
"3167",806.9,0.97373
"3168",807.08,0.96421
"3169",807.25,0.94026
"3170",807.43,0.96804
"3171",807.6,0.97993
"3172",807.78,0.94599
"3173",807.95,0.91941
"3174",808.13,0.93029
"3175",808.3,0.92053
"3176",808.48,0.95172
"3177",808.65,0.93697
"3178",808.83,0.96818
"3179",809,0.93707
"3180",809.18,0.96346
"3181",809.35,0.91501
"3182",809.53,0.94658
"3183",809.7,0.92653
"3184",809.88,0.92737
"3185",810.05,0.91697
"3186",810.23,0.92879
"3187",810.4,0.9118
"3188",810.57,0.90498
"3189",810.75,0.8782
"3190",810.92,0.87165
"3191",811.1,0.87387
"3192",811.27,0.84489
"3193",811.45,0.85393
"3194",811.62,0.83774
"3195",811.8,0.81894
"3196",811.97,0.83727
"3197",812.15,0.83513
"3198",812.32,0.82809
"3199",812.5,0.77763
"3200",812.67,0.8404
"3201",812.84,0.77488
"3202",813.02,0.79105
"3203",813.19,0.78113
"3204",813.37,0.77808
"3205",813.54,0.74875
"3206",813.72,0.75442
"3207",813.89,0.72494
"3208",814.07,0.74144
"3209",814.24,0.74458
"3210",814.41,0.74605
"3211",814.59,0.70714
"3212",814.76,0.6964
"3213",814.94,0.71437
"3214",815.11,0.7229
"3215",815.29,0.65663
"3216",815.46,0.66712
"3217",815.63,0.67541
"3218",815.81,0.67325
"3219",815.98,0.62399
"3220",816.16,0.62942
"3221",816.33,0.66781
"3222",816.5,0.68102
"3223",816.68,0.66197
"3224",816.85,0.64342
"3225",817.03,0.66158
"3226",817.2,0.64728
"3227",817.37,0.66544
"3228",817.55,0.64462
"3229",817.72,0.65678
"3230",817.9,0.62465
"3231",818.07,0.65258
"3232",818.24,0.61925
"3233",818.42,0.63461
"3234",818.59,0.63368
"3235",818.77,0.63604
"3236",818.94,0.66624
"3237",819.11,0.62963
"3238",819.29,0.67426
"3239",819.46,0.669
"3240",819.64,0.62751
"3241",819.81,0.68902
"3242",819.98,0.6813
"3243",820.16,0.64804
"3244",820.33,0.67421
"3245",820.5,0.66936
"3246",820.68,0.64621
"3247",820.85,0.66904
"3248",821.02,0.65898
"3249",821.2,0.63579
"3250",821.37,0.6636
"3251",821.55,0.62121
"3252",821.72,0.64838
"3253",821.89,0.65264
"3254",822.07,0.67493
"3255",822.24,0.67328
"3256",822.41,0.61918
"3257",822.59,0.69021
"3258",822.76,0.68631
"3259",822.93,0.64355
"3260",823.11,0.65569
"3261",823.28,0.6694
"3262",823.45,0.65085
"3263",823.63,0.65432
"3264",823.8,0.67792
"3265",823.97,0.6135
"3266",824.15,0.68088
"3267",824.32,0.65256
"3268",824.49,0.7064
"3269",824.67,0.6608
"3270",824.84,0.67929
"3271",825.01,0.67796
"3272",825.19,0.67763
"3273",825.36,0.67586
"3274",825.53,0.69846
"3275",825.71,0.68583
"3276",825.88,0.69091
"3277",826.05,0.65225
"3278",826.23,0.68417
"3279",826.4,0.66351
"3280",826.57,0.66907
"3281",826.75,0.65663
"3282",826.92,0.64048
"3283",827.09,0.63861
"3284",827.26,0.70114
"3285",827.44,0.67114
"3286",827.61,0.70262
"3287",827.78,0.68028
"3288",827.96,0.63285
"3289",828.13,0.69831
"3290",828.3,0.67737
"3291",828.48,0.66166
"3292",828.65,0.65484
"3293",828.82,0.66261
"3294",828.99,0.66213
"3295",829.17,0.66741
"3296",829.34,0.61417
"3297",829.51,0.65765
"3298",829.68,0.69375
"3299",829.86,0.68002
"3300",830.03,0.65797
"3301",830.2,0.67206
"3302",830.38,0.66127
"3303",830.55,0.63334
"3304",830.72,0.67028
"3305",830.89,0.62772
"3306",831.07,0.62869
"3307",831.24,0.62718
"3308",831.41,0.64068
"3309",831.58,0.6691
"3310",831.76,0.69139
"3311",831.93,0.67082
"3312",832.1,0.67053
"3313",832.27,0.62223
"3314",832.45,0.62112
"3315",832.62,0.66186
"3316",832.79,0.63951
"3317",832.96,0.66897
"3318",833.14,0.62157
"3319",833.31,0.6842
"3320",833.48,0.65623
"3321",833.65,0.63507
"3322",833.83,0.68626
"3323",834,0.69607
"3324",834.17,0.65747
"3325",834.34,0.67581
"3326",834.51,0.65807
"3327",834.69,0.64049
"3328",834.86,0.68627
"3329",835.03,0.65709
"3330",835.2,0.68507
"3331",835.38,0.66263
"3332",835.55,0.66957
"3333",835.72,0.65684
"3334",835.89,0.72253
"3335",836.06,0.65679
"3336",836.24,0.6569
"3337",836.41,0.64002
"3338",836.58,0.69645
"3339",836.75,0.69169
"3340",836.92,0.6812
"3341",837.1,0.65652
"3342",837.27,0.67651
"3343",837.44,0.6566
"3344",837.61,0.70889
"3345",837.78,0.66645
"3346",837.96,0.69331
"3347",838.13,0.67596
"3348",838.3,0.70745
"3349",838.47,0.69194
"3350",838.64,0.68023
"3351",838.82,0.67614
"3352",838.99,0.72918
"3353",839.16,0.67514
"3354",839.33,0.67915
"3355",839.5,0.72374
"3356",839.67,0.6976
"3357",839.85,0.64653
"3358",840.02,0.68812
"3359",840.19,0.66641
"3360",840.36,0.7127
"3361",840.53,0.65607
"3362",840.7,0.64622
"3363",840.88,0.70278
"3364",841.05,0.71523
"3365",841.22,0.68983
"3366",841.39,0.68874
"3367",841.56,0.69412
"3368",841.73,0.68651
"3369",841.91,0.70981
"3370",842.08,0.7072
"3371",842.25,0.70058
"3372",842.42,0.71076
"3373",842.59,0.69317
"3374",842.76,0.73848
"3375",842.93,0.69306
"3376",843.11,0.70508
"3377",843.28,0.69038
"3378",843.45,0.69377
"3379",843.62,0.65937
"3380",843.79,0.66687
"3381",843.96,0.71698
"3382",844.13,0.68958
"3383",844.3,0.68949
"3384",844.48,0.71587
"3385",844.65,0.65578
"3386",844.82,0.63126
"3387",844.99,0.66576
"3388",845.16,0.65942
"3389",845.33,0.66533
"3390",845.5,0.65994
"3391",845.67,0.62643
"3392",845.84,0.65864
"3393",846.02,0.63831
"3394",846.19,0.65837
"3395",846.36,0.66167
"3396",846.53,0.70828
"3397",846.7,0.67371
"3398",846.87,0.62072
"3399",847.04,0.67498
"3400",847.21,0.67116
"3401",847.38,0.67412
"3402",847.55,0.67329
"3403",847.73,0.6386
"3404",847.9,0.65207
"3405",848.07,0.61922
"3406",848.24,0.63135
"3407",848.41,0.61733
"3408",848.58,0.71174
"3409",848.75,0.63647
"3410",848.92,0.68947
"3411",849.09,0.6463
"3412",849.26,0.62764
"3413",849.43,0.60791
"3414",849.6,0.6296
"3415",849.77,0.65767
"3416",849.94,0.53847
"3417",850.12,0.65262
"3418",850.29,0.62795
"3419",850.46,0.61221
"3420",850.63,0.59601
"3421",850.8,0.62287
"3422",850.97,0.61716
"3423",851.14,0.57316
"3424",851.31,0.53872
"3425",851.48,0.58107
"3426",851.65,0.59541
"3427",851.82,0.62558
"3428",851.99,0.60974
"3429",852.16,0.53323
"3430",852.33,0.59514
"3431",852.5,0.57187
"3432",852.67,0.57966
"3433",852.84,0.59044
"3434",853.01,0.5679
"3435",853.18,0.59155
"3436",853.35,0.54833
"3437",853.52,0.62322
"3438",853.69,0.56895
"3439",853.86,0.53266
"3440",854.03,0.52812
"3441",854.21,0.58276
"3442",854.38,0.56591
"3443",854.55,0.58656
"3444",854.72,0.59454
"3445",854.89,0.53752
"3446",855.06,0.49583
"3447",855.23,0.55525
"3448",855.4,0.59841
"3449",855.57,0.52656
"3450",855.74,0.54452
"3451",855.91,0.5574
"3452",856.08,0.52239
"3453",856.25,0.55762
"3454",856.42,0.54856
"3455",856.59,0.54576
"3456",856.76,0.5652
"3457",856.93,0.55688
"3458",857.1,0.55285
"3459",857.27,0.60702
"3460",857.44,0.56981
"3461",857.61,0.56555
"3462",857.77,0.52905
"3463",857.94,0.5331
"3464",858.11,0.52617
"3465",858.28,0.59304
"3466",858.45,0.52252
"3467",858.62,0.56566
"3468",858.79,0.54226
"3469",858.96,0.5472
"3470",859.13,0.551
"3471",859.3,0.57944
"3472",859.47,0.5346
"3473",859.64,0.48924
"3474",859.81,0.57144
"3475",859.98,0.57093
"3476",860.15,0.54297
"3477",860.32,0.52076
"3478",860.49,0.61912
"3479",860.66,0.55761
"3480",860.83,0.56695
"3481",861,0.55238
"3482",861.17,0.5627
"3483",861.34,0.56626
"3484",861.51,0.485
"3485",861.68,0.56866
"3486",861.84,0.5515
"3487",862.01,0.51617
"3488",862.18,0.52981
"3489",862.35,0.55557
"3490",862.52,0.55223
"3491",862.69,0.52604
"3492",862.86,0.54283
"3493",863.03,0.55823
"3494",863.2,0.53947
"3495",863.37,0.54875
"3496",863.54,0.50342
"3497",863.71,0.50137
"3498",863.88,0.51972
"3499",864.05,0.51049
"3500",864.21,0.53784
"3501",864.38,0.48094
"3502",864.55,0.46891
"3503",864.72,0.54868
"3504",864.89,0.50367
"3505",865.06,0.53858
"3506",865.23,0.49204
"3507",865.4,0.46148
"3508",865.57,0.53616
"3509",865.74,0.50047
"3510",865.9,0.51032
"3511",866.07,0.50632
"3512",866.24,0.45106
"3513",866.41,0.44059
"3514",866.58,0.45999
"3515",866.75,0.46978
"3516",866.92,0.47217
"3517",867.09,0.47342
"3518",867.26,0.47815
"3519",867.42,0.43877
"3520",867.59,0.41243
"3521",867.76,0.48728
"3522",867.93,0.45197
"3523",868.1,0.46901
"3524",868.27,0.40048
"3525",868.44,0.47337
"3526",868.6,0.48949
"3527",868.77,0.47864
"3528",868.94,0.45726
"3529",869.11,0.45297
"3530",869.28,0.49305
"3531",869.45,0.40605
"3532",869.62,0.4718
"3533",869.78,0.45115
"3534",869.95,0.41434
"3535",870.12,0.43848
"3536",870.29,0.4631
"3537",870.46,0.47261
"3538",870.63,0.43512
"3539",870.8,0.39884
"3540",870.96,0.43438
"3541",871.13,0.4222
"3542",871.3,0.46209
"3543",871.47,0.46693
"3544",871.64,0.46199
"3545",871.81,0.36285
"3546",871.97,0.48259
"3547",872.14,0.39207
"3548",872.31,0.37758
"3549",872.48,0.41442
"3550",872.65,0.45915
"3551",872.81,0.41836
"3552",872.98,0.47496
"3553",873.15,0.45559
"3554",873.32,0.45402
"3555",873.49,0.4199
"3556",873.66,0.44834
"3557",873.82,0.42201
"3558",873.99,0.3953
"3559",874.16,0.43241
"3560",874.33,0.40233
"3561",874.5,0.43828
"3562",874.66,0.41418
"3563",874.83,0.42266
"3564",875,0.41451
"3565",875.17,0.3528
"3566",875.34,0.44266
"3567",875.5,0.40062
"3568",875.67,0.38527
"3569",875.84,0.40083
"3570",876.01,0.3809
"3571",876.17,0.361
"3572",876.34,0.36211
"3573",876.51,0.43996
"3574",876.68,0.41636
"3575",876.85,0.40093
"3576",877.01,0.42292
"3577",877.18,0.37557
"3578",877.35,0.39225
"3579",877.52,0.38866
"3580",877.68,0.412
"3581",877.85,0.37785
"3582",878.02,0.39537
"3583",878.19,0.3741
"3584",878.35,0.38936
"3585",878.52,0.38175
"3586",878.69,0.38955
"3587",878.86,0.33997
"3588",879.02,0.36534
"3589",879.19,0.32608
"3590",879.36,0.34883
"3591",879.53,0.29458
"3592",879.69,0.3429
"3593",879.86,0.39316
"3594",880.03,0.38199
"3595",880.2,0.33403
"3596",880.36,0.39019
"3597",880.53,0.32096
"3598",880.7,0.39035
"3599",880.87,0.34131
"3600",881.03,0.33987
"3601",881.2,0.28326
"3602",881.37,0.33295
"3603",881.54,0.34737
"3604",881.7,0.37697
"3605",881.87,0.32266
"3606",882.04,0.32358
"3607",882.2,0.32882
"3608",882.37,0.28308
"3609",882.54,0.3454
"3610",882.71,0.33788
"3611",882.87,0.37291
"3612",883.04,0.31919
"3613",883.21,0.31531
"3614",883.37,0.29967
"3615",883.54,0.32109
"3616",883.71,0.30329
"3617",883.87,0.28121
"3618",884.04,0.35888
"3619",884.21,0.30975
"3620",884.38,0.28875
"3621",884.54,0.37019
"3622",884.71,0.36745
"3623",884.88,0.3055
"3624",885.04,0.32447
"3625",885.21,0.29257
"3626",885.38,0.28902
"3627",885.54,0.37853
"3628",885.71,0.29328
"3629",885.88,0.32431
"3630",886.04,0.30944
"3631",886.21,0.31151
"3632",886.38,0.28642
"3633",886.54,0.29357
"3634",886.71,0.26619
"3635",886.88,0.33985
"3636",887.04,0.24432
"3637",887.21,0.27899
"3638",887.38,0.31734
"3639",887.54,0.30997
"3640",887.71,0.23775
"3641",887.88,0.25089
"3642",888.04,0.29338
"3643",888.21,0.29491
"3644",888.38,0.31306
"3645",888.54,0.28153
"3646",888.71,0.28245
"3647",888.87,0.18988
"3648",889.04,0.18988
